SourceFiscalYear,Organization,AccountTitle,BudgetActivityTitle,AGtitle,SAG.Title,FiscalYear,OriginType,Type,Amount,Amount2
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Air Operations,Aircraft Depot Operations Support,2010,Total,Obligated,305.0,0.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Ship Operations,Mission and Other Ship Operations,2010,Total,Obligated,78431.0,0.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Ship Operations,Ship Operations Support & Training,2010,Total,Obligated,588.0,0.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Ship Operations,Ship Depot Maintenance,2010,Total,Obligated,59442.0,0.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Combat Related Operations,Combat Communications,2010,Total,Obligated,18365.0,0.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Combat Related Operations,Combat Support Forces,2010,Total,Obligated,157013.0,0.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Weapons Support,Weapons Maintenance,2010,Total,Obligated,5487.0,0.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Base Support,Enterprise Information,2010,Total,Obligated,75892.0,0.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Base Support,"Sustainment, Restoration and Modernization",2010,Total,Obligated,93424.0,0.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Base Support,Base Support,2010,Total,Obligated,115511.0,0.0
2012,Navy,Operation and Maitenance,Navy - Administration and Servicewide Activities,Servicewide Support,Administration,2010,Total,Obligated,2205.0,0.0
2012,Navy,Operation and Maitenance,Navy - Administration and Servicewide Activities,Servicewide Support,Military Manpower and Personnel Management,2010,Total,Obligated,15422.0,0.0
2012,Navy,Operation and Maitenance,Navy - Administration and Servicewide Activities,Servicewide Support,Servicewide Communications,2010,Total,Obligated,1955.0,0.0
2012,Navy,Operation and Maitenance,Navy - Administration and Servicewide Activities,Logistics Operations and Technical Support,Acquisition and Program Management,2010,Total,Obligated,3578.0,0.0
2012,Navy,Operation and Maitenance,Navy - Administration and Servicewide Activities,Cancelled Accounts,Cancelled Account Adjustments,2010,Total,Obligated,27.0,0.0
2012,Navy,Operation and Maitenance,Navy - Administration and Servicewide Activities,Cancelled Accounts,Judgment Fund,2010,Total,Obligated,25.0,0.0
2012,Navy,Operation and Maitenance,Navy - Undistributed,Undistributed,Adj to Match Continuing Resolution,2010,Total,Obligated,0.0,0.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Expeditionary Forces,Operating Forces,2010,Total,Obligated,122399.0,0.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Expeditionary Forces,Depot Maintenance,2010,Total,Obligated,13286.0,0.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Expeditionary Forces,Training and Operations,2010,Total,Obligated,23452.0,0.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Base Support,"Sustainment, Restoration and Modernization",2010,Total,Obligated,25426.0,0.0
2012,Navy,Operation and Maitenance,Navy - Operating Forces,Base Support,Base Support,2010,Total,Obligated,105707.0,0.0
2012,Navy,Operation and Maitenance,Navy - Administration and Servicewide Activities,Servicewide Support,Special Support,2010,Total,Obligated,848.0,0.0
2012,Navy,Operation and Maitenance,Navy - Administration and Servicewide Activities,Servicewide Support,Servicewide Transportation,2010,Total,Obligated,142.0,0.0
2012,Navy,Operation and Maitenance,Navy - Administration and Servicewide Activities,Servicewide Support,Administration,2010,Total,Obligated,9575.0,0.0
2012,Navy,Operation and Maitenance,Navy - Administration and Servicewide Activities,Servicewide Support,Recruiting and Advertising,2010,Total,Obligated,8742.0,0.0
2012,Navy,Operation and Maitenance,Navy - Undistributed,Undistributed,Adj to Match Continuing Resolution,2010,Total,Obligated,0.0,0.0
2012,Air Force,Operation and Maitenance,Air Force - Operating Forces,Air Operations,Primary Combat Forces,2010,Total,Obligated,5371698.0,0.0
2012,Air Force,Operation and Maitenance,Air Force - Operating Forces,Air Operations,Combat Enhancement Forces,2010,Total,Obligated,4442810.0,0.0
2012,Air Force,Operation and Maitenance,Air Force - Operating Forces,Air Operations,"Air Operations Training (OJT, Maintain Skills)",2010,Total,Obligated,1399962.0,0.0
2012,Air Force,Operation and Maitenance,Air Force - Operating Forces,Air Operations,Mission Support Operations,2010,Total,Obligated,21.0,0.0
2012,Air Force,Operation and Maitenance,Air Force - Operating Forces,Air Operations,Depot Maintenance,2010,Total,Obligated,2787421.0,0.0
2012,Air Force,Operation and Maitenance,Air Force - Operating Forces,Air Operations,"Facilities Sustainment, Restoration & Modernization",2010,Total,Obligated,1907995.0,0.0
2012,Air Force,Operation and Maitenance,Air Force - Operating Forces,Air Operations,Base Support,2010,Total,Obligated,5433071.0,0.0
2012,Air Force,Operation and Maitenance,Air Force - Operating Forces,Combat Related Operations,Global C3I and Early Warning,2010,Total,Obligated,1442016.0,0.0
2012,Air Force,Operation and Maitenance,Air Force - Operating Forces,Combat Related Operations,Other Combat Ops Spt Programs,2010,Total,Obligated,1259828.0,0.0
2012,Air Force,Operation and Maitenance,Air Force - Operating Forces,Combat Related Operations,Tactical Intel and Other Special Activities,2010,Total,Obligated,529120.0,0.0
2012,Air Force,Operation and Maitenance,Air Force - Operating Forces,Space Operations,Launch Facilities,2010,Total,Obligated,332009.0,0.0
2012,Air Force,Operation and Maitenance,Air Force - Operating Forces,Space Operations,Space Control Systems,2010,Total,Obligated,693121.0,0.0
2012,Air Force,Operation and Maitenance,Air Force - Operating Forces,COCOM,Combatant Commanders Direct Mission Support,2010,Total,Obligated,982454.0,0.0
2012,Air Force,Operation and Maitenance,Air Force - Operating Forces,COCOM,Combatant Commanders Core Operations,2010,Total,Obligated,184459.0,0.0
2012,Air Force,Operation and Maitenance,Air Force - Mobilization,Mobility Operations,Airlift Operations,2010,Total,Obligated,6189816.0,0.0
2012,Air Force,Operation and Maitenance,Air Force - Mobilization,Mobility Operations,Mobilization Preparedness,2010,Total,Obligated,266035.0,0.0
2012,Air Force,Operation and Maitenance,Air Force - Mobilization,Mobility Operations,Depot Maintenance,2010,Total,Obligated,459952.0,0.0
2012,Air Force,Operation and Maitenance,Air Force - Mobilization,Mobility Operations,"Facilities Sustainment, Restoration & Modernization",2010,Total,Obligated,620807.0,0.0
2012,Air Force,Operation and Maitenance,Air Force - Mobilization,Mobility Operations,Base Support,2010,Total,Obligated,830010.0,0.0
2012,Air Force,Operation and Maitenance,Air Force - Training and Recruiting,Accession Training,Officer Acquisition,2010,Total,Obligated,120362.0,0.0
2012,Air Force,Operation and Maitenance,Air Force - Training and Recruiting,Accession Training,Recruit Training,2010,Total,Obligated,15116.0,0.0
2012,Air Force,Operation and Maitenance,Air Force - Training and Recruiting,Accession Training,Reserve Officers Training Corps,2010,Total,Obligated,90660.0,0.0
2012,Air Force,Operation and Maitenance,Air Force - Training and Recruiting,Accession Training,"Facilities Sustainment, Restoration & Modernization",2010,Total,Obligated,384092.0,0.0
2012,Air Force,Operation and Maitenance,Air Force - Training and Recruiting,Accession Training,Base Support,2010,Total,Obligated,759499.0,0.0
2012,Air Force,Operation and Maitenance,Air Force - Training and Recruiting,Basic Skills and Advanced Training,Specialized Skill Training,2010,Total,Obligated,436386.0,0.0
2012,Air Force,Operation and Maitenance,Air Force - Training and Recruiting,Basic Skills and Advanced Training,Flight Training,2010,Total,Obligated,808304.0,0.0
2012,Air Force,Operation and Maitenance,Air Force - Training and Recruiting,Basic Skills and Advanced Training,Professional Development Education,2010,Total,Obligated,232321.0,0.0
2012,Air Force,Operation and Maitenance,Air Force - Training and Recruiting,Basic Skills and Advanced Training,Training and Operations,2010,Total,Obligated,140385.0,0.0
2012,Air Force,Operation and Maitenance,Air Force - Training and Recruiting,Basic Skills and Advanced Training,Depot Maintenance,2010,Total,Obligated,856.0,0.0
2012,Air Force,Operation and Maitenance,Air Force - Training and Recruiting,"Recruiting, and Other Training & Education",Recruiting and Advertising,2010,Total,Obligated,140124.0,0.0
2012,Air Force,Operation and Maitenance,Air Force - Training and Recruiting,"Recruiting, and Other Training & Education",Examining,2010,Total,Obligated,3923.0,0.0
2012,Air Force,Operation and Maitenance,Air Force - Training and Recruiting,"Recruiting, and Other Training & Education",Off-Duty and Voluntary Education,2010,Total,Obligated,226055.0,0.0
2012,Air Force,Operation and Maitenance,Air Force - Training and Recruiting,"Recruiting, and Other Training & Education",Civilian Education and Training,2010,Total,Obligated,180069.0,0.0
2012,Air Force,Operation and Maitenance,Air Force - Training and Recruiting,"Recruiting, and Other Training & Education",Junior Reserve Officer Training Corps,2010,Total,Obligated,67490.0,0.0
2012,Air Force,Operation and Maitenance,Air Force - Administration and Servicewide Activities,Logistics Operations and Technical Support,Logistics Operations,2010,Total,Obligated,1201169.0,0.0
2012,Air Force,Operation and Maitenance,Air Force - Administration and Servicewide Activities,Logistics Operations and Technical Support,Technical Support Activities,2010,Total,Obligated,758848.0,0.0
2012,Air Force,Operation and Maitenance,Air Force - Administration and Servicewide Activities,Logistics Operations and Technical Support,Depot Maintenance,2010,Total,Obligated,22812.0,0.0
2012,Air Force,Operation and Maitenance,Air Force - Administration and Servicewide Activities,Logistics Operations and Technical Support,"Facilities Sustainment, Restoration & Modernization",2010,Total,Obligated,342434.0,0.0
2012,Air Force,Operation and Maitenance,Air Force - Administration and Servicewide Activities,Logistics Operations and Technical Support,Base Support,2010,Total,Obligated,1459983.0,0.0
2012,Air Force,Operation and Maitenance,Air Force - Administration and Servicewide Activities,Servicewide Support,Administration,2010,Total,Obligated,768715.0,0.0
2012,Air Force,Operation and Maitenance,Air Force - Administration and Servicewide Activities,Servicewide Support,Servicewide Communications,2010,Total,Obligated,615276.0,0.0
2012,Air Force,Operation and Maitenance,Air Force - Administration and Servicewide Activities,Servicewide Support,Other Servicewide Activities,2010,Total,Obligated,1625272.0,0.0
2012,Air Force,Operation and Maitenance,Air Force - Administration and Servicewide Activities,Servicewide Support,Civil Air Patrol,2010,Total,Obligated,26433.0,0.0
2012,Air Force,Operation and Maitenance,Air Force - Administration and Servicewide Activities,Servicewide Support,Judgment Fund,2010,Total,Obligated,1516.0,0.0
2012,Air Force,Operation and Maitenance,Air Force - Administration and Servicewide Activities,Support to Other Nations,International Support,2010,Total,Obligated,38093.0,0.0
2012,Air Force,Operation and Maitenance,Air Force - Administration and Servicewide Activities,NA,Classified Programs,2010,Total,Obligated,1271002.0,0.0
2012,Air Force,Operation and Maitenance,Air Force - Undistributed,Undistributed,Adj to Match Continuing Resolution,2010,Total,Obligated,0.0,0.0
2012,Air Force,Operation and Maitenance,Air Force - Operating Forces,Air Operations,Primary Combat Forces,2010,Total,Obligated,1813651.0,0.0
2012,Air Force,Operation and Maitenance,Air Force - Operating Forces,Air Operations,Mission Support Operations,2010,Total,Obligated,114397.0,0.0
2012,Air Force,Operation and Maitenance,Air Force - Operating Forces,Air Operations,Depot Maintenance,2010,Total,Obligated,592539.0,0.0
2012,Air Force,Operation and Maitenance,Air Force - Operating Forces,Air Operations,"Facilities Sustainment, Restoration & Modernization",2010,Total,Obligated,254564.0,0.0
2012,Air Force,Operation and Maitenance,Air Force - Operating Forces,Air Operations,Base Support,2010,Total,Obligated,396430.0,0.0
2012,Air Force,Operation and Maitenance,Air Force - Administration and Servicewide Activities,Servicewide Support,Administration,2010,Total,Obligated,79989.0,0.0
2012,Air Force,Operation and Maitenance,Air Force - Administration and Servicewide Activities,Servicewide Support,Recruiting and Advertising,2010,Total,Obligated,30528.0,0.0
2012,Air Force,Operation and Maitenance,Air Force - Administration and Servicewide Activities,Servicewide Support,Military Manpower and Personnel Management,2010,Total,Obligated,24855.0,0.0
2012,Air Force,Operation and Maitenance,Air Force - Administration and Servicewide Activities,Servicewide Support,Other Personnel Support,2010,Total,Obligated,7650.0,0.0
2012,Air Force,Operation and Maitenance,Air Force - Administration and Servicewide Activities,Servicewide Support,Audiovisual,2010,Total,Obligated,708.0,0.0
2012,Air Force,Operation and Maitenance,Air Force - Undistributed,Undistributed,Adj to Match Continuing Resolution,2010,Total,Obligated,0.0,0.0
2012,Air Force,Operation and Maitenance,Air Force - Operating Forces,Air Operations,Aircraft Operations,2010,Total,Obligated,3302976.0,0.0
2012,Air Force,Operation and Maitenance,Air Force - Operating Forces,Air Operations,Mission Support Operations,2010,Total,Obligated,834552.0,0.0
2012,Air Force,Operation and Maitenance,Air Force - Operating Forces,Air Operations,Depot Maintenance,2010,Total,Obligated,722338.0,0.0
2012,Air Force,Operation and Maitenance,Air Force - Operating Forces,Air Operations,"Facilities Sustainment, Restoration & Modernization",2010,Total,Obligated,307373.0,0.0
2012,Air Force,Operation and Maitenance,Air Force - Operating Forces,Air Operations,Base Support,2010,Total,Obligated,831626.0,0.0
2012,Air Force,Operation and Maitenance,Air Force - Administration and Servicewide Activities,Servicewide Support,Administration,2010,Total,Obligated,30621.0,0.0
2012,Air Force,Operation and Maitenance,Air Force - Administration and Servicewide Activities,Servicewide Support,Recruiting and Advertising,2010,Total,Obligated,34673.0,0.0
2012,Air Force,Operation and Maitenance,Air Force - Undistributed,Undistributed,Adj to Match Continuing Resolution,2010,Total,Obligated,0.0,0.0
2012,Army,Operation and Maitenance,Army - Environmental Restoration,Defense Environmental Restoration Fund,Environmental Restoration,2010,Total,Obligated,0.0,0.0
