"","SourceFiscalYear","AccountDSI","AccountTitle","Organization","BudgetActivity","BudgetActivityTitle","BSA","BSAtitle","LineNumber","LineItem","LineItemTitle","CostType","CostTypeTitle","LineNumber","AddOrNonAdd","Classified","FiscalYear","OriginType","ActualTotal","EnactedTotal","PBtotal","PBtype","QuantActualTotal","QuantPBtotal","QuantPBtype"
"509",2011,"1611N","Shipbuilding & Conversion, Navy","NAVY","02","Other Warships","01","Other Warships","6  ","2086","CVN Refueling Overhauls","C","Advance Procurement (CY)","6  ","Add","U",2009,"Total",21325,NA,NA,NA,0,NA,NA
"510",2011,"1611N","Shipbuilding & Conversion, Navy","NAVY","02","Other Warships","01","Other Warships","7  ","2113","SSBN Ero","A","Weapon System Cost","7  ","Add","U",2009,"Total",263009,NA,NA,NA,1,NA,NA
"511",2011,"1611N","Shipbuilding & Conversion, Navy","NAVY","02","Other Warships","01","Other Warships","7  ","2113","SSBN Ero","B","Less: Advance Procurement (PY)","7  ","Add","U",2009,"Total",-42013,NA,NA,NA,0,NA,NA
"512",2011,"1611N","Shipbuilding & Conversion, Navy","NAVY","02","Other Warships","01","Other Warships","7  ","2113","SSBN Ero","N","Completion of Prior Year Shipbuilding (CY)","7  ","Add","U",2009,"Total",16146,NA,NA,NA,0,NA,NA
"513",2011,"1611N","Shipbuilding & Conversion, Navy","NAVY","02","Other Warships","01","Other Warships","8  ","2113","SSBN Ero","C","Advance Procurement (CY)","8  ","Add","U",2009,"Total",39245,NA,NA,NA,0,NA,NA
"514",2011,"1611N","Shipbuilding & Conversion, Navy","NAVY","02","Other Warships","01","Other Warships","9  ","2119","DDG 1000","A","Weapon System Cost","9  ","Add","U",2009,"Total",2734944,NA,NA,NA,1,NA,NA
"515",2011,"1611N","Shipbuilding & Conversion, Navy","NAVY","02","Other Warships","01","Other Warships","9  ","2119","DDG 1000","B","Less: Advance Procurement (PY)","9  ","Add","U",2009,"Total",-149830,NA,NA,NA,0,NA,NA
"516",2011,"1611N","Shipbuilding & Conversion, Navy","NAVY","02","Other Warships","01","Other Warships","9  ","2119","DDG 1000","E","Less: Subsequent Full Funding (FY)","9  ","Add","U",2009,"Total",-1080817,NA,NA,NA,0,NA,NA
"517",2011,"1611N","Shipbuilding & Conversion, Navy","NAVY","02","Other Warships","01","Other Warships","9  ","2119","DDG 1000","L","Subsequent Full Funding (CY)","9  ","Add","U",2009,"Total",0,NA,NA,NA,0,NA,NA
"518",2011,"1611N","Shipbuilding & Conversion, Navy","NAVY","02","Other Warships","01","Other Warships","10 ","2122","DDG-51","A","Weapon System Cost","10 ","Add","U",2009,"Total",0,NA,NA,NA,0,NA,NA
"519",2011,"1611N","Shipbuilding & Conversion, Navy","NAVY","02","Other Warships","01","Other Warships","10 ","2122","DDG-51","B","Less: Advance Procurement (PY)","10 ","Add","U",2009,"Total",0,NA,NA,NA,0,NA,NA
"520",2011,"1611N","Shipbuilding & Conversion, Navy","NAVY","02","Other Warships","01","Other Warships","11 ","2122","DDG-51","C","Advance Procurement (CY)","11 ","Add","U",2009,"Total",199403,NA,NA,NA,0,NA,NA
"521",2011,"1611N","Shipbuilding & Conversion, Navy","NAVY","02","Other Warships","01","Other Warships","12 ","2127","Littoral Combat Ship","A","Weapon System Cost","12 ","Add","U",2009,"Total",1016952,NA,NA,NA,2,NA,NA
"522",2011,"1611N","Shipbuilding & Conversion, Navy","NAVY","02","Other Warships","01","Other Warships","13 ","2127","Littoral Combat Ship","C","Advance Procurement (CY)","13 ","Add","U",2009,"Total",0,NA,NA,NA,0,NA,NA
"523",2011,"1611N","Shipbuilding & Conversion, Navy","NAVY","03","Amphibious Ships","01","Amphibious Ships","14 ","3036","LPD-17","A","Weapon System Cost","14 ","Add","U",2009,"Total",1849474,NA,NA,NA,1,NA,NA
"524",2011,"1611N","Shipbuilding & Conversion, Navy","NAVY","03","Amphibious Ships","01","Amphibious Ships","14 ","3036","LPD-17","B","Less: Advance Procurement (PY)","14 ","Add","U",2009,"Total",-49651,NA,NA,NA,0,NA,NA
"525",2011,"1611N","Shipbuilding & Conversion, Navy","NAVY","03","Amphibious Ships","01","Amphibious Ships","14 ","3036","LPD-17","E","Less: Subsequent Full Funding (FY)","14 ","Add","U",2009,"Total",-869394,NA,NA,NA,0,NA,NA
"526",2011,"1611N","Shipbuilding & Conversion, Navy","NAVY","03","Amphibious Ships","01","Amphibious Ships","14 ","3036","LPD-17","L","Subsequent Full Funding (CY)","14 ","Add","U",2009,"Total",0,NA,NA,NA,0,NA,NA
"527",2011,"1611N","Shipbuilding & Conversion, Navy","NAVY","03","Amphibious Ships","01","Amphibious Ships","14 ","3036","LPD-17","N","Completion of Prior Year Shipbuilding (CY)","14 ","Add","U",2009,"Total",32582,NA,NA,NA,0,NA,NA
"528",2011,"1611N","Shipbuilding & Conversion, Navy","NAVY","03","Amphibious Ships","01","Amphibious Ships","15 ","3036","LPD-17","C","Advance Procurement (CY)","15 ","Add","U",2009,"Total",0,NA,NA,NA,0,NA,NA
"529",2011,"1611N","Shipbuilding & Conversion, Navy","NAVY","03","Amphibious Ships","01","Amphibious Ships","16 ","3041","Lha Replacement","A","Weapon System Cost","16 ","Add","U",2009,"Total",0,NA,NA,NA,0,NA,NA
"530",2011,"1611N","Shipbuilding & Conversion, Navy","NAVY","03","Amphibious Ships","01","Amphibious Ships","16 ","3041","Lha Replacement","B","Less: Advance Procurement (PY)","16 ","Add","U",2009,"Total",0,NA,NA,NA,0,NA,NA
"531",2011,"1611N","Shipbuilding & Conversion, Navy","NAVY","03","Amphibious Ships","01","Amphibious Ships","16 ","3041","Lha Replacement","E","Less: Subsequent Full Funding (FY)","16 ","Add","U",2009,"Total",0,NA,NA,NA,0,NA,NA
"532",2011,"1611N","Shipbuilding & Conversion, Navy","NAVY","03","Amphibious Ships","01","Amphibious Ships","16 ","3041","Lha Replacement","N","Completion of Prior Year Shipbuilding (CY)","16 ","Add","U",2009,"Total",14310,NA,NA,NA,0,NA,NA
"533",2011,"1611N","Shipbuilding & Conversion, Navy","NAVY","03","Amphibious Ships","01","Amphibious Ships","17 ","3041","Lha Replacement","C","Advance Procurement (CY)","17 ","Add","U",2009,"Total",177767,NA,NA,NA,0,NA,NA
"534",2011,"1611N","Shipbuilding & Conversion, Navy","NAVY","03","Amphibious Ships","01","Amphibious Ships","18 ","3043","Intratheater Connector","A","Weapon System Cost","18 ","Add","U",2009,"Total",181260,NA,NA,NA,1,NA,NA
"535",2011,"1611N","Shipbuilding & Conversion, Navy","NAVY","05","Auxiliaries, Craft, and Prior-Year Program Costs","01","Auxiliaries, Craft And Prior Yr Program Cost","19 ","5087","Oceanographic Ships","A","Weapon System Cost","19 ","Add","U",2009,"Total",0,NA,NA,NA,0,NA,NA
"536",2011,"1611N","Shipbuilding & Conversion, Navy","NAVY","05","Auxiliaries, Craft, and Prior-Year Program Costs","01","Auxiliaries, Craft And Prior Yr Program Cost","20 ","5110","Outfitting","A","Weapon System Cost","20 ","Add","U",2009,"Total",428305,NA,NA,NA,0,NA,NA
"537",2011,"1611N","Shipbuilding & Conversion, Navy","NAVY","05","Auxiliaries, Craft, and Prior-Year Program Costs","01","Auxiliaries, Craft And Prior Yr Program Cost","21 ","5113","Service Craft","A","Weapon System Cost","21 ","Add","U",2009,"Total",47973,NA,NA,NA,0,NA,NA
"538",2011,"1611N","Shipbuilding & Conversion, Navy","NAVY","05","Auxiliaries, Craft, and Prior-Year Program Costs","01","Auxiliaries, Craft And Prior Yr Program Cost","22 ","5139","LCAC SLEP","A","Weapon System Cost","22 ","Add","U",2009,"Total",110587,NA,NA,NA,6,NA,NA
"539",2011,"1611N","Shipbuilding & Conversion, Navy","NAVY","05","Auxiliaries, Craft, and Prior-Year Program Costs","01","Auxiliaries, Craft And Prior Yr Program Cost","23 ","5145","Cancelled Account Adjustments","A","Weapon System Cost","23 ","Add","U",2009,"Total",165,NA,NA,NA,0,NA,NA
"540",2011,"1810N","Other Procurement, Navy","NAVY","01","Ships Support Equipment","01","Ship Propulsion Equipment","1  ","0110","LM-2500 Gas Turbine","A","Weapon System Cost","1  ","Add","U",2009,"Total",8747,NA,NA,NA,0,NA,NA
"541",2011,"1810N","Other Procurement, Navy","NAVY","01","Ships Support Equipment","01","Ship Propulsion Equipment","2  ","0120","Allison 501k Gas Turbine","A","Weapon System Cost","2  ","Add","U",2009,"Total",11277,NA,NA,NA,0,NA,NA
"542",2011,"1810N","Other Procurement, Navy","NAVY","01","Ships Support Equipment","01","Ship Propulsion Equipment","3  ","0180","Other Propulsion Equipment","A","Weapon System Cost","3  ","Add","U",2009,"Total",0,NA,NA,NA,0,NA,NA
"543",2011,"1810N","Other Procurement, Navy","NAVY","01","Ships Support Equipment","06","Navigation Equipment","4  ","0670","Other Navigation Equipment","A","Weapon System Cost","4  ","Add","U",2009,"Total",36827,NA,NA,NA,0,NA,NA
"544",2011,"1810N","Other Procurement, Navy","NAVY","01","Ships Support Equipment","08","Periscopes","5  ","0831","Sub Periscopes & Imaging Equip","A","Weapon System Cost","5  ","Add","U",2009,"Total",67179,NA,NA,NA,0,NA,NA
"545",2011,"1810N","Other Procurement, Navy","NAVY","01","Ships Support Equipment","09","Other Shipboard Equipment","6  ","0900","DDG Mod","A","Weapon System Cost","6  ","Add","U",2009,"Total",167048,NA,NA,NA,0,NA,NA
"546",2011,"1810N","Other Procurement, Navy","NAVY","01","Ships Support Equipment","09","Other Shipboard Equipment","7  ","0910","Firefighting Equipment","A","Weapon System Cost","7  ","Add","U",2009,"Total",8117,NA,NA,NA,0,NA,NA
"547",2011,"1810N","Other Procurement, Navy","NAVY","01","Ships Support Equipment","09","Other Shipboard Equipment","8  ","0925","Command And Control Switchboard","A","Weapon System Cost","8  ","Add","U",2009,"Total",6326,NA,NA,NA,0,NA,NA
"548",2011,"1810N","Other Procurement, Navy","NAVY","01","Ships Support Equipment","09","Other Shipboard Equipment","9  ","0935","Pollution Control Equipment","A","Weapon System Cost","9  ","Add","U",2009,"Total",27841,NA,NA,NA,0,NA,NA
"549",2011,"1810N","Other Procurement, Navy","NAVY","01","Ships Support Equipment","09","Other Shipboard Equipment","10 ","0941","Submarine Support Equipment","A","Weapon System Cost","10 ","Add","U",2009,"Total",22526,NA,NA,NA,0,NA,NA
"550",2011,"1810N","Other Procurement, Navy","NAVY","01","Ships Support Equipment","09","Other Shipboard Equipment","11 ","0942","Virginia Class Support Equipment","A","Weapon System Cost","11 ","Add","U",2009,"Total",189336,NA,NA,NA,0,NA,NA
"551",2011,"1810N","Other Procurement, Navy","NAVY","01","Ships Support Equipment","09","Other Shipboard Equipment","12 ","0945","Submarine Batteries","A","Weapon System Cost","12 ","Add","U",2009,"Total",41011,NA,NA,NA,0,NA,NA
"552",2011,"1810N","Other Procurement, Navy","NAVY","01","Ships Support Equipment","09","Other Shipboard Equipment","13 ","0950","Strategic Platform Support Equip","A","Weapon System Cost","13 ","Add","U",2009,"Total",10012,NA,NA,NA,0,NA,NA
"553",2011,"1810N","Other Procurement, Navy","NAVY","01","Ships Support Equipment","09","Other Shipboard Equipment","14 ","0955","DSSP Equipment","A","Weapon System Cost","14 ","Add","U",2009,"Total",6533,NA,NA,NA,0,NA,NA
"554",2011,"1810N","Other Procurement, Navy","NAVY","01","Ships Support Equipment","09","Other Shipboard Equipment","15 ","0960","CG Modernization","A","Weapon System Cost","15 ","Add","U",2009,"Total",165165,NA,NA,NA,0,NA,NA
"555",2011,"1810N","Other Procurement, Navy","NAVY","01","Ships Support Equipment","09","Other Shipboard Equipment","16 ","0970","LCAC","A","Weapon System Cost","16 ","Add","U",2009,"Total",173,NA,NA,NA,0,NA,NA
"556",2011,"1810N","Other Procurement, Navy","NAVY","01","Ships Support Equipment","09","Other Shipboard Equipment","17 ","0975","Minesweeping Equipment","A","Weapon System Cost","17 ","Add","U",2009,"Total",10620,NA,NA,NA,0,NA,NA
"557",2011,"1810N","Other Procurement, Navy","NAVY","01","Ships Support Equipment","09","Other Shipboard Equipment","18 ","0977","Underwater Eod Programs","A","Weapon System Cost","18 ","Add","U",2009,"Total",0,NA,NA,NA,0,NA,NA
"558",2011,"1810N","Other Procurement, Navy","NAVY","01","Ships Support Equipment","09","Other Shipboard Equipment","19 ","0981","Items Less Than $5 Million","A","Weapon System Cost","19 ","Add","U",2009,"Total",128631,NA,NA,NA,0,NA,NA
"559",2011,"1810N","Other Procurement, Navy","NAVY","01","Ships Support Equipment","09","Other Shipboard Equipment","20 ","0989","Chemical Warfare Detectors","A","Weapon System Cost","20 ","Add","U",2009,"Total",5574,NA,NA,NA,0,NA,NA
"560",2011,"1810N","Other Procurement, Navy","NAVY","01","Ships Support Equipment","09","Other Shipboard Equipment","21 ","0990","Submarine Life Support System","A","Weapon System Cost","21 ","Add","U",2009,"Total",15167,NA,NA,NA,0,NA,NA
"561",2011,"1810N","Other Procurement, Navy","NAVY","01","Ships Support Equipment","10","Reactor Plant Equipment","22 ","1010","Reactor Power Units","A","Weapon System Cost","22 ","Add","U",2009,"Total",0,NA,NA,NA,0,NA,NA
"562",2011,"1810N","Other Procurement, Navy","NAVY","01","Ships Support Equipment","10","Reactor Plant Equipment","23 ","1020","Reactor Components","A","Weapon System Cost","23 ","Add","U",2009,"Total",235995,NA,NA,NA,0,NA,NA
"563",2011,"1810N","Other Procurement, Navy","NAVY","01","Ships Support Equipment","11","Ocean Engineering","24 ","1130","Diving And Salvage Equipment","A","Weapon System Cost","24 ","Add","U",2009,"Total",6530,NA,NA,NA,0,NA,NA
"564",2011,"1810N","Other Procurement, Navy","NAVY","01","Ships Support Equipment","12","Small Boats","25 ","1210","Standard Boats","A","Weapon System Cost","25 ","Add","U",2009,"Total",26760,NA,NA,NA,0,NA,NA
"565",2011,"1810N","Other Procurement, Navy","NAVY","01","Ships Support Equipment","13","Training Equipment","26 ","1320","Other Ships Training Equipment","A","Weapon System Cost","26 ","Add","U",2009,"Total",5672,NA,NA,NA,0,NA,NA
"566",2011,"1810N","Other Procurement, Navy","NAVY","01","Ships Support Equipment","14","Production Facilities Equipment","27 ","1445","Operating Forces Ipe","A","Weapon System Cost","27 ","Add","U",2009,"Total",46856,NA,NA,NA,0,NA,NA
"567",2011,"1810N","Other Procurement, Navy","NAVY","01","Ships Support Equipment","15","Other Ship Support","28 ","1480","Nuclear Alterations","A","Weapon System Cost","28 ","Add","U",2009,"Total",70486,NA,NA,NA,0,NA,NA
"568",2011,"1810N","Other Procurement, Navy","NAVY","01","Ships Support Equipment","15","Other Ship Support","29 ","1600","LCS Modules","A","Weapon System Cost","29 ","Add","U",2009,"Total",6332,NA,NA,NA,0,NA,NA
"569",2011,"1810N","Other Procurement, Navy","NAVY","01","Ships Support Equipment","16","Logistic Support","30 ","1610","LSD Midlife","A","Weapon System Cost","30 ","Add","U",2009,"Total",93930,NA,NA,NA,0,NA,NA
"570",2011,"1810N","Other Procurement, Navy","NAVY","02","Communications & Electronics Equip","01","Ship Radars","31 ","2040","Radar Support","A","Weapon System Cost","31 ","Add","U",2009,"Total",13663,NA,NA,NA,0,NA,NA
"571",2011,"1810N","Other Procurement, Navy","NAVY","02","Communications & Electronics Equip","02","Ship Sonars","32 ","2026","SPQ-9B Radar","A","Weapon System Cost","32 ","Add","U",2009,"Total",9929,NA,NA,NA,0,NA,NA
"572",2011,"1810N","Other Procurement, Navy","NAVY","02","Communications & Electronics Equip","02","Ship Sonars","33 ","2136","AN/SQQ-89 Surf ASW Combat System","A","Weapon System Cost","33 ","Add","U",2009,"Total",104547,NA,NA,NA,0,NA,NA
"573",2011,"1810N","Other Procurement, Navy","NAVY","02","Communications & Electronics Equip","02","Ship Sonars","34 ","2147","SSN Acoustics","A","Weapon System Cost","34 ","Add","U",2009,"Total",274761,NA,NA,NA,0,NA,NA
"574",2011,"1810N","Other Procurement, Navy","NAVY","02","Communications & Electronics Equip","02","Ship Sonars","35 ","2176","Undersea Warfare Support Equipment","A","Weapon System Cost","35 ","Add","U",2009,"Total",15032,NA,NA,NA,0,NA,NA
"575",2011,"1810N","Other Procurement, Navy","NAVY","02","Communications & Electronics Equip","02","Ship Sonars","36 ","2181","Sonar Switches And Transducers","A","Weapon System Cost","36 ","Add","U",2009,"Total",11125,NA,NA,NA,0,NA,NA
"576",2011,"1810N","Other Procurement, Navy","NAVY","02","Communications & Electronics Equip","03","Asw Electronic Equipment","37 ","2210","Submarine Acoustic Warfare System","A","Weapon System Cost","37 ","Add","U",2009,"Total",19978,NA,NA,NA,0,NA,NA
"577",2011,"1810N","Other Procurement, Navy","NAVY","02","Communications & Electronics Equip","03","Asw Electronic Equipment","38 ","2213","SSTD","A","Weapon System Cost","38 ","Add","U",2009,"Total",20821,NA,NA,NA,0,NA,NA
"578",2011,"1810N","Other Procurement, Navy","NAVY","02","Communications & Electronics Equip","03","Asw Electronic Equipment","39 ","2225","Fixed Surveillance System","A","Weapon System Cost","39 ","Add","U",2009,"Total",49650,NA,NA,NA,0,NA,NA
"579",2011,"1810N","Other Procurement, Navy","NAVY","02","Communications & Electronics Equip","03","Asw Electronic Equipment","40 ","2237","Surtass","A","Weapon System Cost","40 ","Add","U",2009,"Total",26596,NA,NA,NA,0,NA,NA
"580",2011,"1810N","Other Procurement, Navy","NAVY","02","Communications & Electronics Equip","03","Asw Electronic Equipment","41 ","2246","Tactical Support Center","A","Weapon System Cost","41 ","Add","U",2009,"Total",25114,NA,NA,NA,0,NA,NA
"581",2011,"1810N","Other Procurement, Navy","NAVY","02","Communications & Electronics Equip","04","Electronic Warfare Equipment","42 ","2312","AN/SLQ-32","A","Weapon System Cost","42 ","Add","U",2009,"Total",22900,NA,NA,NA,0,NA,NA
"582",2011,"1810N","Other Procurement, Navy","NAVY","02","Communications & Electronics Equip","05","Reconnaissance Equipment","43 ","2360","Shipboard IW Exploit","A","Weapon System Cost","43 ","Add","U",2009,"Total",90672,NA,NA,NA,0,NA,NA
"583",2011,"1810N","Other Procurement, Navy","NAVY","02","Communications & Electronics Equip","05","Reconnaissance Equipment","44 ","2361","Automated Identification System (AIS)","A","Weapon System Cost","44 ","Add","U",2009,"Total",0,NA,NA,NA,0,NA,NA
"584",2011,"1810N","Other Procurement, Navy","NAVY","02","Communications & Electronics Equip","06","Submarine Surveillance Equipment","45 ","2560","Submarine Support Equipment Prog","A","Weapon System Cost","45 ","Add","U",2009,"Total",103291,NA,NA,NA,0,NA,NA
"585",2011,"1810N","Other Procurement, Navy","NAVY","02","Communications & Electronics Equip","07","Other Ship Electronic Equipment","46 ","2606","Cooperative Engagement Capability","A","Weapon System Cost","46 ","Add","U",2009,"Total",28975,NA,NA,NA,0,NA,NA
"586",2011,"1810N","Other Procurement, Navy","NAVY","02","Communications & Electronics Equip","07","Other Ship Electronic Equipment","47 ","2608","Trusted Information System (TIS)","A","Weapon System Cost","47 ","Add","U",2009,"Total",23468,NA,NA,NA,0,NA,NA
"587",2011,"1810N","Other Procurement, Navy","NAVY","02","Communications & Electronics Equip","07","Other Ship Electronic Equipment","48 ","2611","Naval Tactical Command Support System (NTCSS)","A","Weapon System Cost","48 ","Add","U",2009,"Total",29564,NA,NA,NA,0,NA,NA
"588",2011,"1810N","Other Procurement, Navy","NAVY","02","Communications & Electronics Equip","07","Other Ship Electronic Equipment","49 ","2614","ATDLS","A","Weapon System Cost","49 ","Add","U",2009,"Total",13164,NA,NA,NA,0,NA,NA
"589",2011,"1810N","Other Procurement, Navy","NAVY","02","Communications & Electronics Equip","07","Other Ship Electronic Equipment","50 ","2618","Navy Command and Control System (NCCS)","A","Weapon System Cost","50 ","Add","U",2009,"Total",0,NA,NA,NA,0,NA,NA
"590",2011,"1810N","Other Procurement, Navy","NAVY","02","Communications & Electronics Equip","07","Other Ship Electronic Equipment","51 ","2622","Minesweeping System Replacement","A","Weapon System Cost","51 ","Add","U",2009,"Total",49876,NA,NA,NA,0,NA,NA
"591",2011,"1810N","Other Procurement, Navy","NAVY","02","Communications & Electronics Equip","07","Other Ship Electronic Equipment","52 ","2624","Shallow Water MCM","A","Weapon System Cost","52 ","Add","U",2009,"Total",7333,NA,NA,NA,0,NA,NA
"592",2011,"1810N","Other Procurement, Navy","NAVY","02","Communications & Electronics Equip","07","Other Ship Electronic Equipment","53 ","2657","Navstar GPS Receivers (SPACE)","A","Weapon System Cost","53 ","Add","U",2009,"Total",8749,NA,NA,NA,0,NA,NA
"593",2011,"1810N","Other Procurement, Navy","NAVY","02","Communications & Electronics Equip","07","Other Ship Electronic Equipment","54 ","2666","Armed Forces Radio And TV","A","Weapon System Cost","54 ","Add","U",2009,"Total",4166,NA,NA,NA,0,NA,NA
"594",2011,"1810N","Other Procurement, Navy","NAVY","02","Communications & Electronics Equip","07","Other Ship Electronic Equipment","55 ","2676","Strategic Platform Support Equip","A","Weapon System Cost","55 ","Add","U",2009,"Total",4094,NA,NA,NA,0,NA,NA
"595",2011,"1810N","Other Procurement, Navy","NAVY","02","Communications & Electronics Equip","08","Training Equipment","56 ","2762","Other Training Equipment","A","Weapon System Cost","56 ","Add","U",2009,"Total",29703,NA,NA,NA,0,NA,NA
"596",2011,"1810N","Other Procurement, Navy","NAVY","02","Communications & Electronics Equip","09","Aviation Electronic Equipment","57 ","2815","Matcals","A","Weapon System Cost","57 ","Add","U",2009,"Total",51638,NA,NA,NA,0,NA,NA
"597",2011,"1810N","Other Procurement, Navy","NAVY","02","Communications & Electronics Equip","09","Aviation Electronic Equipment","58 ","2831","Shipboard Air Traffic Control","A","Weapon System Cost","58 ","Add","U",2009,"Total",8221,NA,NA,NA,0,NA,NA
"598",2011,"1810N","Other Procurement, Navy","NAVY","02","Communications & Electronics Equip","09","Aviation Electronic Equipment","59 ","2832","Automatic Carrier Landing System","A","Weapon System Cost","59 ","Add","U",2009,"Total",16239,NA,NA,NA,0,NA,NA
"599",2011,"1810N","Other Procurement, Navy","NAVY","02","Communications & Electronics Equip","09","Aviation Electronic Equipment","60 ","2840","National Air Space System","A","Weapon System Cost","60 ","Add","U",2009,"Total",28980,NA,NA,NA,0,NA,NA
"600",2011,"1810N","Other Procurement, Navy","NAVY","02","Communications & Electronics Equip","09","Aviation Electronic Equipment","61 ","2845","Air Station Support Equipment","A","Weapon System Cost","61 ","Add","U",2009,"Total",7914,NA,NA,NA,0,NA,NA
"601",2011,"1810N","Other Procurement, Navy","NAVY","02","Communications & Electronics Equip","09","Aviation Electronic Equipment","62 ","2846","Microwave Landing System","A","Weapon System Cost","62 ","Add","U",2009,"Total",10085,NA,NA,NA,0,NA,NA
"602",2011,"1810N","Other Procurement, Navy","NAVY","02","Communications & Electronics Equip","09","Aviation Electronic Equipment","63 ","2851","Id Systems","A","Weapon System Cost","63 ","Add","U",2009,"Total",31367,NA,NA,NA,0,NA,NA
"603",2011,"1810N","Other Procurement, Navy","NAVY","02","Communications & Electronics Equip","09","Aviation Electronic Equipment","64 ","2876","Tac A/C Mission Planning Sys(Tamps)","A","Weapon System Cost","64 ","Add","U",2009,"Total",9484,NA,NA,NA,0,NA,NA
"604",2011,"1810N","Other Procurement, Navy","NAVY","02","Communications & Electronics Equip","10","Other Shore Electronic Equipment","65 ","2804","Deployable Joint Command And Cont","A","Weapon System Cost","65 ","Add","U",2009,"Total",9004,NA,NA,NA,0,NA,NA
"605",2011,"1810N","Other Procurement, Navy","NAVY","02","Communications & Electronics Equip","10","Other Shore Electronic Equipment","66 ","2900","TADIX-B","A","Weapon System Cost","66 ","Add","U",2009,"Total",4345,NA,NA,NA,0,NA,NA
"606",2011,"1810N","Other Procurement, Navy","NAVY","02","Communications & Electronics Equip","10","Other Shore Electronic Equipment","67 ","2906","GCCS-M Equipment Tactical/Mobile","A","Weapon System Cost","67 ","Add","U",2009,"Total",12544,NA,NA,NA,0,NA,NA
"607",2011,"1810N","Other Procurement, Navy","NAVY","02","Communications & Electronics Equip","10","Other Shore Electronic Equipment","68 ","2914","DCGS-N","A","Weapon System Cost","68 ","Add","U",2009,"Total",38220,NA,NA,NA,0,NA,NA
"608",2011,"1810N","Other Procurement, Navy","NAVY","02","Communications & Electronics Equip","10","Other Shore Electronic Equipment","69 ","2915","Canes","A","Weapon System Cost","69 ","Add","U",2009,"Total",0,NA,NA,NA,0,NA,NA
"609",2011,"1810N","Other Procurement, Navy","NAVY","02","Communications & Electronics Equip","10","Other Shore Electronic Equipment","70 ","2920","Radiac","A","Weapon System Cost","70 ","Add","U",2009,"Total",9176,NA,NA,NA,0,NA,NA
"610",2011,"1810N","Other Procurement, Navy","NAVY","02","Communications & Electronics Equip","10","Other Shore Electronic Equipment","71 ","2925","CANES-Intell","A","Weapon System Cost","71 ","Add","U",2009,"Total",0,NA,NA,NA,0,NA,NA
"611",2011,"1810N","Other Procurement, Navy","NAVY","02","Communications & Electronics Equip","10","Other Shore Electronic Equipment","72 ","2940","Gpete","A","Weapon System Cost","72 ","Add","U",2009,"Total",5505,NA,NA,NA,0,NA,NA
"612",2011,"1810N","Other Procurement, Navy","NAVY","02","Communications & Electronics Equip","10","Other Shore Electronic Equipment","73 ","2960","Integ Combat System Test Facility","A","Weapon System Cost","73 ","Add","U",2009,"Total",4545,NA,NA,NA,0,NA,NA
"613",2011,"1810N","Other Procurement, Navy","NAVY","02","Communications & Electronics Equip","10","Other Shore Electronic Equipment","74 ","2970","EMI Control Instrumentation","A","Weapon System Cost","74 ","Add","U",2009,"Total",8359,NA,NA,NA,0,NA,NA
"614",2011,"1810N","Other Procurement, Navy","NAVY","02","Communications & Electronics Equip","10","Other Shore Electronic Equipment","75 ","2980","Items Less Than $5 Million","A","Weapon System Cost","75 ","Add","U",2009,"Total",46802,NA,NA,NA,0,NA,NA
"615",2011,"1810N","Other Procurement, Navy","NAVY","02","Communications & Electronics Equip","11","Shipboard Communications","76 ","3010","Shipboard Tactical Communications","A","Weapon System Cost","76 ","Add","U",2009,"Total",9,NA,NA,NA,0,NA,NA
"616",2011,"1810N","Other Procurement, Navy","NAVY","02","Communications & Electronics Equip","11","Shipboard Communications","77 ","3033","Portable Radios","A","Weapon System Cost","77 ","Add","U",2009,"Total",14310,NA,NA,NA,0,NA,NA
"617",2011,"1810N","Other Procurement, Navy","NAVY","02","Communications & Electronics Equip","11","Shipboard Communications","78 ","3050","Ship Communications Automation","A","Weapon System Cost","78 ","Add","U",2009,"Total",331218,NA,NA,NA,0,NA,NA
"618",2011,"1810N","Other Procurement, Navy","NAVY","02","Communications & Electronics Equip","11","Shipboard Communications","79 ","3051","Maritime Domain Awareness (MDA)","A","Weapon System Cost","79 ","Add","U",2009,"Total",0,NA,NA,NA,0,NA,NA
"619",2011,"1810N","Other Procurement, Navy","NAVY","02","Communications & Electronics Equip","11","Shipboard Communications","80 ","3057","Communications Items Under $5m","A","Weapon System Cost","80 ","Add","U",2009,"Total",38531,NA,NA,NA,0,NA,NA
"620",2011,"1810N","Other Procurement, Navy","NAVY","02","Communications & Electronics Equip","12","Submarine Communications","81 ","3107","Submarine Broadcast Support","A","Weapon System Cost","81 ","Add","U",2009,"Total",3130,NA,NA,NA,0,NA,NA
"621",2011,"1810N","Other Procurement, Navy","NAVY","02","Communications & Electronics Equip","12","Submarine Communications","82 ","3130","Submarine Communication Equipment","A","Weapon System Cost","82 ","Add","U",2009,"Total",79026,NA,NA,NA,0,NA,NA
"622",2011,"1810N","Other Procurement, Navy","NAVY","02","Communications & Electronics Equip","13","Satellite Communications","83 ","3215","Satellite Communications Systems","A","Weapon System Cost","83 ","Add","U",2009,"Total",108209,NA,NA,NA,0,NA,NA
"623",2011,"1810N","Other Procurement, Navy","NAVY","02","Communications & Electronics Equip","13","Satellite Communications","84 ","3216","Navy Multiband Terminal (NMT)","A","Weapon System Cost","84 ","Add","U",2009,"Total",0,NA,NA,NA,0,NA,NA
