,SourceFiscalYear,AccountDSI,MilDeptDW,AccountTitle,Organization,BudgetActivity,BudgetActivityTitle,AGtitle,LineNumber,SAG,SAG.Title,IncludeInTOA,Classified,FiscalYear,OriginType,ActualTotal,EnactedTotal,EnactedType,PBtotal,PBtype,SpecialTotal,SpecialType,BudgetSubActivityTitle,BudgetLineItem,Var.16
5174,2013,2020A,,"Operation & Maintenance, Army",Army,3,Training and Recruiting,Basic Skills and Advanced Training,260,322,Flight Training,Y,U,2013,Base,NA,NA,NA,NA,1130627,NA,NA,,,NA
5175,2013,2020A,,"Operation & Maintenance, Army",Army,3,Training and Recruiting,Basic Skills and Advanced Training,270,323,Professional Development Education,Y,U,2013,Base,NA,NA,NA,NA,191683,NA,NA,,,NA
5176,2013,2020A,,"Operation & Maintenance, Army",Army,3,Training and Recruiting,Basic Skills and Advanced Training,280,324,Training Support,Y,U,2013,Base,NA,NA,NA,NA,652095,NA,NA,,,NA
5177,2013,2020A,,"Operation & Maintenance, Army",Army,3,Training and Recruiting,Recruiting and Other Training & Education,290,331,Recruiting and Advertising,Y,U,2013,Base,NA,NA,NA,NA,507510,NA,NA,,,NA
5178,2013,2020A,,"Operation & Maintenance, Army",Army,3,Training and Recruiting,Recruiting and Other Training & Education,300,332,Examining,Y,U,2013,Base,NA,NA,NA,NA,156964,NA,NA,,,NA
5179,2013,2020A,,"Operation & Maintenance, Army",Army,3,Training and Recruiting,Recruiting and Other Training & Education,310,333,Off-Duty and Voluntary Education,Y,U,2013,Base,NA,NA,NA,NA,244343,NA,NA,,,NA
5180,2013,2020A,,"Operation & Maintenance, Army",Army,3,Training and Recruiting,Recruiting and Other Training & Education,320,334,Civilian Education and Training,Y,U,2013,Base,NA,NA,NA,NA,212477,NA,NA,,,NA
5181,2013,2020A,,"Operation & Maintenance, Army",Army,3,Training and Recruiting,Recruiting and Other Training & Education,330,335,Junior ROTC,Y,U,2013,Base,NA,NA,NA,NA,182691,NA,NA,,,NA
5182,2013,2020A,,"Operation & Maintenance, Army",Army,4,Administration and Servicewide Activities,Logistics Operations,350,421,Servicewide Transportation,Y,U,2013,Base,NA,NA,NA,NA,601331,NA,NA,,,NA
5183,2013,2020A,,"Operation & Maintenance, Army",Army,4,Administration and Servicewide Activities,Logistics Operations,360,422,Central Supply Activities,Y,U,2013,Base,NA,NA,NA,NA,741324,NA,NA,,,NA
5184,2013,2020A,,"Operation & Maintenance, Army",Army,4,Administration and Servicewide Activities,Logistics Operations,370,423,Logistic Support Activities,Y,U,2013,Base,NA,NA,NA,NA,610136,NA,NA,,,NA
5185,2013,2020A,,"Operation & Maintenance, Army",Army,4,Administration and Servicewide Activities,Logistics Operations,380,424,Ammunition Management,Y,U,2013,Base,NA,NA,NA,NA,478707,NA,NA,,,NA
5186,2013,2020A,,"Operation & Maintenance, Army",Army,4,Administration and Servicewide Activities,Servicewide Support,390,431,Administration,Y,U,2013,Base,NA,NA,NA,NA,556307,NA,NA,,,NA
5187,2013,2020A,,"Operation & Maintenance, Army",Army,4,Administration and Servicewide Activities,Servicewide Support,400,432,Servicewide Communications,Y,U,2013,Base,NA,NA,NA,NA,1547925,NA,NA,,,NA
5188,2013,2020A,,"Operation & Maintenance, Army",Army,4,Administration and Servicewide Activities,Servicewide Support,410,433,Manpower Management,Y,U,2013,Base,NA,NA,NA,NA,362205,NA,NA,,,NA
5189,2013,2020A,,"Operation & Maintenance, Army",Army,4,Administration and Servicewide Activities,Servicewide Support,420,434,Other Personnel Support,Y,U,2013,Base,NA,NA,NA,NA,220754,NA,NA,,,NA
5190,2013,2020A,,"Operation & Maintenance, Army",Army,4,Administration and Servicewide Activities,Servicewide Support,430,435,Other Service Support,Y,U,2013,Base,NA,NA,NA,NA,1153556,NA,NA,,,NA
5191,2013,2020A,,"Operation & Maintenance, Army",Army,4,Administration and Servicewide Activities,Servicewide Support,440,436,Army Claims Activities,Y,U,2013,Base,NA,NA,NA,NA,250970,NA,NA,,,NA
5192,2013,2020A,,"Operation & Maintenance, Army",Army,4,Administration and Servicewide Activities,Servicewide Support,450,437,Real Estate Management,Y,U,2013,Base,NA,NA,NA,NA,222351,NA,NA,,,NA
5193,2013,2020A,,"Operation & Maintenance, Army",Army,4,Administration and Servicewide Activities,Servicewide Support,460,438,Base Operations Support,Y,U,2013,Base,NA,NA,NA,NA,222379,NA,NA,,,NA
5194,2013,2020A,,"Operation & Maintenance, Army",Army,4,Administration and Servicewide Activities,Support of Other Nations,470,441,Support of NATO Operations,Y,U,2013,Base,NA,NA,NA,NA,459710,NA,NA,,,NA
5195,2013,2020A,,"Operation & Maintenance, Army",Army,4,Administration and Servicewide Activities,Support of Other Nations,480,442,Misc. Support of Other Nations,Y,U,2013,Base,NA,NA,NA,NA,25637,NA,NA,,,NA
5196,2013,2020A,,"Operation & Maintenance, Army",,4,Administration and Servicewide Activities,,NA,9999,Classified Programs,Y,U,2013,Base,NA,NA,NA,NA,1052595,NA,NA,,,NA
5197,2013,2080A,,"Operation & Maintenance, Army Res",Army,1,Operating Forces,Land Forces,10,111,Maneuver Units,Y,U,2013,Base,NA,NA,NA,NA,1391,NA,NA,,,NA
5198,2013,2080A,,"Operation & Maintenance, Army Res",Army,1,Operating Forces,Land Forces,20,112,Modular Support Brigades,Y,U,2013,Base,NA,NA,NA,NA,20889,NA,NA,,,NA
5199,2013,2080A,,"Operation & Maintenance, Army Res",Army,1,Operating Forces,Land Forces,30,113,Echelons Above Brigade,Y,U,2013,Base,NA,NA,NA,NA,592724,NA,NA,,,NA
5200,2013,2080A,,"Operation & Maintenance, Army Res",Army,1,Operating Forces,Land Forces,40,114,Theater Level Assets,Y,U,2013,Base,NA,NA,NA,NA,114983,NA,NA,,,NA
5201,2013,2080A,,"Operation & Maintenance, Army Res",Army,1,Operating Forces,Land Forces,50,115,Land Forces Operations Support,Y,U,2013,Base,NA,NA,NA,NA,633091,NA,NA,,,NA
5202,2013,2080A,,"Operation & Maintenance, Army Res",Army,1,Operating Forces,Land Forces,60,116,Aviation Assets,Y,U,2013,Base,NA,NA,NA,NA,76823,NA,NA,,,NA
5203,2013,2080A,,"Operation & Maintenance, Army Res",Army,1,Operating Forces,Land Forces Readiness,70,121,Force Readiness Operations Support,Y,U,2013,Base,NA,NA,NA,NA,481997,NA,NA,,,NA
5204,2013,2080A,,"Operation & Maintenance, Army Res",Army,1,Operating Forces,Land Forces Readiness,80,122,Land Forces Systems Readiness,Y,U,2013,Base,NA,NA,NA,NA,70118,NA,NA,,,NA
5205,2013,2080A,,"Operation & Maintenance, Army Res",Army,1,Operating Forces,Land Forces Readiness,90,123,Land Forces Depot Maintenance,Y,U,2013,Base,NA,NA,NA,NA,141205,NA,NA,,,NA
5206,2013,2080A,,"Operation & Maintenance, Army Res",Army,1,Operating Forces,Land Forces Readiness Support,100,131,Base Operations Support,Y,U,2013,Base,NA,NA,NA,NA,561878,NA,NA,,,NA
5207,2013,2080A,,"Operation & Maintenance, Army Res",Army,1,Operating Forces,Land Forces Readiness Support,110,132,"Facilities Sustainment, Restoration & Modernization",Y,U,2013,Base,NA,NA,NA,NA,287399,NA,NA,,,NA
5208,2013,2080A,,"Operation & Maintenance, Army Res",Army,1,Operating Forces,Land Forces Readiness Support,120,133,Management and Operational Hq's,Y,U,2013,Base,NA,NA,NA,NA,52431,NA,NA,,,NA
5209,2013,2080A,,"Operation & Maintenance, Army Res",Army,1,Operating Forces,Land Forces Readiness Support,130,135,Additional Activities,Y,U,2013,Base,NA,NA,NA,NA,0,NA,NA,,,NA
5210,2013,2080A,,"Operation & Maintenance, Army Res",Army,4,Administration and Servicewide Activities,Logistics Operations,140,421,Servicewide Transportation,Y,U,2013,Base,NA,NA,NA,NA,12995,NA,NA,,,NA
5211,2013,2080A,,"Operation & Maintenance, Army Res",Army,4,Administration and Servicewide Activities,Servicewide Support,150,431,Administration,Y,U,2013,Base,NA,NA,NA,NA,32432,NA,NA,,,NA
5212,2013,2080A,,"Operation & Maintenance, Army Res",Army,4,Administration and Servicewide Activities,Servicewide Support,160,432,Servicewide Communications,Y,U,2013,Base,NA,NA,NA,NA,4895,NA,NA,,,NA
5213,2013,2080A,,"Operation & Maintenance, Army Res",Army,4,Administration and Servicewide Activities,Servicewide Support,170,433,Manpower Management,Y,U,2013,Base,NA,NA,NA,NA,16074,NA,NA,,,NA
5214,2013,2080A,,"Operation & Maintenance, Army Res",Army,4,Administration and Servicewide Activities,Servicewide Support,180,434,Recruiting and Advertising,Y,U,2013,Base,NA,NA,NA,NA,60683,NA,NA,,,NA
5215,2013,2065A,,"Operation & Maintenance, ARNG",Army,1,Operating Forces,Land Forces,10,111,Maneuver Units,Y,U,2013,Base,NA,NA,NA,NA,680206,NA,NA,,,NA
5216,2013,2065A,,"Operation & Maintenance, ARNG",Army,1,Operating Forces,Land Forces,20,112,Modular Support Brigades,Y,U,2013,Base,NA,NA,NA,NA,186408,NA,NA,,,NA
5217,2013,2065A,,"Operation & Maintenance, ARNG",Army,1,Operating Forces,Land Forces,30,113,Echelons Above Brigade,Y,U,2013,Base,NA,NA,NA,NA,865628,NA,NA,,,NA
5218,2013,2065A,,"Operation & Maintenance, ARNG",Army,1,Operating Forces,Land Forces,40,114,Theater Level Assets,Y,U,2013,Base,NA,NA,NA,NA,112651,NA,NA,,,NA
5219,2013,2065A,,"Operation & Maintenance, ARNG",Army,1,Operating Forces,Land Forces,50,115,Land Forces Operations Support,Y,U,2013,Base,NA,NA,NA,NA,36091,NA,NA,,,NA
5220,2013,2065A,,"Operation & Maintenance, ARNG",Army,1,Operating Forces,Land Forces,60,116,Aviation Assets,Y,U,2013,Base,NA,NA,NA,NA,907011,NA,NA,,,NA
5221,2013,2065A,,"Operation & Maintenance, ARNG",Army,1,Operating Forces,Land Forces Readiness,70,121,Force Readiness Operations Support,Y,U,2013,Base,NA,NA,NA,NA,751606,NA,NA,,,NA
5222,2013,2065A,,"Operation & Maintenance, ARNG",Army,1,Operating Forces,Land Forces Readiness,80,122,Land Forces Systems Readiness,Y,U,2013,Base,NA,NA,NA,NA,60043,NA,NA,,,NA
5223,2013,2065A,,"Operation & Maintenance, ARNG",Army,1,Operating Forces,Land Forces Readiness,90,123,Land Forces Depot Maintenance,Y,U,2013,Base,NA,NA,NA,NA,411940,NA,NA,,,NA
5224,2013,2065A,,"Operation & Maintenance, ARNG",Army,1,Operating Forces,Land Forces Readiness Support,100,131,Base Operations Support,Y,U,2013,Base,NA,NA,NA,NA,995423,NA,NA,,,NA
5225,2013,2065A,,"Operation & Maintenance, ARNG",Army,1,Operating Forces,Land Forces Readiness Support,110,132,"Facilities Sustainment, Restoration & Modernization",Y,U,2013,Base,NA,NA,NA,NA,688189,NA,NA,,,NA
5226,2013,2065A,,"Operation & Maintenance, ARNG",Army,1,Operating Forces,Land Forces Readiness Support,120,133,Management and Operational Hq's,Y,U,2013,Base,NA,NA,NA,NA,953716,NA,NA,,,NA
5227,2013,2065A,,"Operation & Maintenance, ARNG",Army,4,Administration and Servicewide Activities,Logistics Operations,130,421,Servicewide Transportation,Y,U,2013,Base,NA,NA,NA,NA,11806,NA,NA,,,NA
5228,2013,2065A,,"Operation & Maintenance, ARNG",Army,4,Administration and Servicewide Activities,Servicewide Support,140,437,Real Estate Management,Y,U,2013,Base,NA,NA,NA,NA,1656,NA,NA,,,NA
5229,2013,2065A,,"Operation & Maintenance, ARNG",Army,4,Administration and Servicewide Activities,Servicewide Support,150,431,Administration,Y,U,2013,Base,NA,NA,NA,NA,89358,NA,NA,,,NA
5230,2013,2065A,,"Operation & Maintenance, ARNG",Army,4,Administration and Servicewide Activities,Servicewide Support,160,432,Servicewide Communications,Y,U,2013,Base,NA,NA,NA,NA,39513,NA,NA,,,NA
5231,2013,2065A,,"Operation & Maintenance, ARNG",Army,4,Administration and Servicewide Activities,Servicewide Support,170,433,Manpower Management,Y,U,2013,Base,NA,NA,NA,NA,7224,NA,NA,,,NA
5232,2013,2065A,,"Operation & Maintenance, ARNG",Army,4,Administration and Servicewide Activities,Servicewide Support,180,434,Recruiting and Advertising,Y,U,2013,Base,NA,NA,NA,NA,310143,NA,NA,,,NA
5233,2013,2091A,,Afghanistan Security Forces Fund,Army,1,Ministry of Defense,Defense Forces,10,110,Sustainment,Y,U,2013,Base,NA,NA,NA,NA,0,NA,NA,,,NA
5234,2013,2091A,,Afghanistan Security Forces Fund,Army,1,Ministry of Defense,Defense Forces,20,120,Infrastructure,Y,U,2013,Base,NA,NA,NA,NA,0,NA,NA,,,NA
5235,2013,2091A,,Afghanistan Security Forces Fund,Army,1,Ministry of Defense,Defense Forces,30,130,Equipment and Transportation,Y,U,2013,Base,NA,NA,NA,NA,0,NA,NA,,,NA
5236,2013,2091A,,Afghanistan Security Forces Fund,Army,1,Ministry of Defense,Defense Forces,40,140,Training and Operations,Y,U,2013,Base,NA,NA,NA,NA,0,NA,NA,,,NA
5237,2013,2091A,,Afghanistan Security Forces Fund,Army,2,Ministry of Interior,Interior Forces,50,210,Sustainment,Y,U,2013,Base,NA,NA,NA,NA,0,NA,NA,,,NA
5238,2013,2091A,,Afghanistan Security Forces Fund,Army,2,Ministry of Interior,Interior Forces,60,220,Infrastructure,Y,U,2013,Base,NA,NA,NA,NA,0,NA,NA,,,NA
5239,2013,2091A,,Afghanistan Security Forces Fund,Army,2,Ministry of Interior,Interior Forces,70,230,Equipment and Transportation,Y,U,2013,Base,NA,NA,NA,NA,0,NA,NA,,,NA
5240,2013,2091A,,Afghanistan Security Forces Fund,Army,2,Ministry of Interior,Interior Forces,80,240,Training and Operations,Y,U,2013,Base,NA,NA,NA,NA,0,NA,NA,,,NA
5241,2013,2091A,,Afghanistan Security Forces Fund,Army,4,Related Activities,Related Activities,90,410,Sustainment,Y,U,2013,Base,NA,NA,NA,NA,0,NA,NA,,,NA
5242,2013,2091A,,Afghanistan Security Forces Fund,Army,4,Related Activities,Related Activities,100,420,Infrastructue,Y,U,2013,Base,NA,NA,NA,NA,0,NA,NA,,,NA
5243,2013,2091A,,Afghanistan Security Forces Fund,Army,4,Related Activities,Related Activities,110,430,Equipment & Transportation,Y,U,2013,Base,NA,NA,NA,NA,0,NA,NA,,,NA
5244,2013,2091A,,Afghanistan Security Forces Fund,Army,4,Related Activities,Related Activities,120,440,Training and Operations,Y,U,2013,Base,NA,NA,NA,NA,0,NA,NA,,,NA
5245,2013,2092A,,Iraq Security Forces Fund,Army,1,Ministry of Defense,Administration,10,100,Iraq Security Forces Fund,Y,U,2013,Base,NA,NA,NA,NA,0,NA,NA,,,NA
5246,2013,2092A,,Iraq Security Forces Fund,Army,2,Ministry of Interior,Administration,20,200,Iraq Interior Forces,Y,U,2013,Base,NA,NA,NA,NA,0,NA,NA,,,NA
5247,2013,2092A,,Iraq Security Forces Fund,Army,3,Associated Activities,Administration,30,300,Iraq Quick Response,Y,U,2013,Base,NA,NA,NA,NA,0,NA,NA,,,NA
5248,2013,2096A,,Afghanistan Infrastructure Fund,Army,1,Afghanistan Infrastructure Fund,Administration,10,110,Power,Y,U,2013,Base,NA,NA,NA,NA,0,NA,NA,,,NA
5249,2013,2096A,,Afghanistan Infrastructure Fund,Army,1,Afghanistan Infrastructure Fund,Administration,20,120,Transportation,Y,U,2013,Base,NA,NA,NA,NA,0,NA,NA,,,NA
5250,2013,2096A,,Afghanistan Infrastructure Fund,Army,1,Afghanistan Infrastructure Fund,Administration,30,140,Other Related Activities,Y,U,2013,Base,NA,NA,NA,NA,0,NA,NA,,,NA
5251,2013,2095A,,Pakistan Counterinsurgency Fund,Army,1,Defense Security Forces,Pakistan Counterinsurgency Fund,10,111,Infrastructure,Y,U,2013,Base,NA,NA,NA,NA,0,NA,NA,,,NA
5252,2013,2095A,,Pakistan Counterinsurgency Fund,Army,2,Frontier Corps,Pakistan Counterinsurgency Fund,20,211,Equipment/Transportation,Y,U,2013,Base,NA,NA,NA,NA,0,NA,NA,,,NA
5253,2013,1804N,,"Operation & Maintenance, Navy",Navy,1,Operating Forces,Air Operations,10,1A1A,Mission and Other Flight Operations,Y,U,2013,Base,NA,NA,NA,NA,4918144,NA,NA,,,NA
5254,2013,1804N,,"Operation & Maintenance, Navy",Navy,1,Operating Forces,Air Operations,20,1A2A,Fleet Air Training,Y,U,2013,Base,NA,NA,NA,NA,1886825,NA,NA,,,NA
5255,2013,1804N,,"Operation & Maintenance, Navy",Navy,1,Operating Forces,Air Operations,30,1A3A,Aviation Technical Data & Engineering Services,Y,U,2013,Base,NA,NA,NA,NA,44032,NA,NA,,,NA
5256,2013,1804N,,"Operation & Maintenance, Navy",Navy,1,Operating Forces,Air Operations,40,1A4A,Air Operations and Safety Support,Y,U,2013,Base,NA,NA,NA,NA,101565,NA,NA,,,NA
5257,2013,1804N,,"Operation & Maintenance, Navy",Navy,1,Operating Forces,Air Operations,50,1A4N,Air Systems Support,Y,U,2013,Base,NA,NA,NA,NA,374827,NA,NA,,,NA
5258,2013,1804N,,"Operation & Maintenance, Navy",Navy,1,Operating Forces,Air Operations,60,1A5A,Aircraft Depot Maintenance,Y,U,2013,Base,NA,NA,NA,NA,960802,NA,NA,,,NA
5259,2013,1804N,,"Operation & Maintenance, Navy",Navy,1,Operating Forces,Air Operations,70,1A6A,Aircraft Depot Operations Support,Y,U,2013,Base,NA,NA,NA,NA,37545,NA,NA,,,NA
5260,2013,1804N,,"Operation & Maintenance, Navy",Navy,1,Operating Forces,Air Operations,80,1A9A,Aviation Logistics,Y,U,2013,Base,NA,NA,NA,NA,328805,NA,NA,,,NA
5261,2013,1804N,,"Operation & Maintenance, Navy",Navy,1,Operating Forces,Ship Operations,90,1B1B,Mission and Other Ship Operations,Y,U,2013,Base,NA,NA,NA,NA,4686535,NA,NA,,,NA
5262,2013,1804N,,"Operation & Maintenance, Navy",Navy,1,Operating Forces,Ship Operations,100,1B2B,Ship Operations Support & Training,Y,U,2013,Base,NA,NA,NA,NA,769204,NA,NA,,,NA
5263,2013,1804N,,"Operation & Maintenance, Navy",Navy,1,Operating Forces,Ship Operations,110,1B4B,Ship Depot Maintenance,Y,U,2013,Base,NA,NA,NA,NA,5089981,NA,NA,,,NA
5264,2013,1804N,,"Operation & Maintenance, Navy",Navy,1,Operating Forces,Ship Operations,120,1B5B,Ship Depot Operations Support,Y,U,2013,Base,NA,NA,NA,NA,1315366,NA,NA,,,NA
5265,2013,1804N,,"Operation & Maintenance, Navy",Navy,1,Operating Forces,Combat Operations/Support,130,1C1C,Combat Communications,Y,U,2013,Base,NA,NA,NA,NA,619909,NA,NA,,,NA
5266,2013,1804N,,"Operation & Maintenance, Navy",Navy,1,Operating Forces,Combat Operations/Support,140,1C2C,Electronic Warfare,Y,U,2013,Base,NA,NA,NA,NA,92364,NA,NA,,,NA
5267,2013,1804N,,"Operation & Maintenance, Navy",Navy,1,Operating Forces,Combat Operations/Support,150,1C3C,Space Systems and Surveillance,Y,U,2013,Base,NA,NA,NA,NA,174437,NA,NA,,,NA
5268,2013,1804N,,"Operation & Maintenance, Navy",Navy,1,Operating Forces,Combat Operations/Support,160,1C4C,Warfare Tactics,Y,U,2013,Base,NA,NA,NA,NA,441035,NA,NA,,,NA
5269,2013,1804N,,"Operation & Maintenance, Navy",Navy,1,Operating Forces,Combat Operations/Support,170,1C5C,Operational Meteorology and Oceanography,Y,U,2013,Base,NA,NA,NA,NA,333554,NA,NA,,,NA
5270,2013,1804N,,"Operation & Maintenance, Navy",Navy,1,Operating Forces,Combat Operations/Support,180,1C6C,Combat Support Forces,Y,U,2013,Base,NA,NA,NA,NA,910087,NA,NA,,,NA
5271,2013,1804N,,"Operation & Maintenance, Navy",Navy,1,Operating Forces,Combat Operations/Support,190,1C7C,Equipment Maintenance,Y,U,2013,Base,NA,NA,NA,NA,167158,NA,NA,,,NA
5272,2013,1804N,,"Operation & Maintenance, Navy",Navy,1,Operating Forces,Combat Operations/Support,200,1C8C,Depot Operations Support,Y,U,2013,Base,NA,NA,NA,NA,4183,NA,NA,,,NA
5273,2013,1804N,,"Operation & Maintenance, Navy",Navy,1,Operating Forces,Combat Operations/Support,210,1CCH,Combatant Commanders Core Operations,Y,U,2013,Base,NA,NA,NA,NA,95528,NA,NA,,,NA
5274,2013,1804N,,"Operation & Maintenance, Navy",Navy,1,Operating Forces,Combat Operations/Support,220,1CCM,Combatant Commanders Direct Mission Support,Y,U,2013,Base,NA,NA,NA,NA,204569,NA,NA,,,NA
5275,2013,1804N,,"Operation & Maintenance, Navy",Navy,1,Operating Forces,Weapons Support,230,1D1D,Cruise Missile,Y,U,2013,Base,NA,NA,NA,NA,111884,NA,NA,,,NA
5276,2013,1804N,,"Operation & Maintenance, Navy",Navy,1,Operating Forces,Weapons Support,240,1D2D,Fleet Ballistic Missile,Y,U,2013,Base,NA,NA,NA,NA,1181038,NA,NA,,,NA
5277,2013,1804N,,"Operation & Maintenance, Navy",Navy,1,Operating Forces,Weapons Support,250,1D3D,In-Service Weapons Systems Support,Y,U,2013,Base,NA,NA,NA,NA,87606,NA,NA,,,NA
5278,2013,1804N,,"Operation & Maintenance, Navy",Navy,1,Operating Forces,Weapons Support,260,1D4D,Weapons Maintenance,Y,U,2013,Base,NA,NA,NA,NA,519583,NA,NA,,,NA
5279,2013,1804N,,"Operation & Maintenance, Navy",Navy,1,Operating Forces,Weapons Support,270,1D7D,Other Weapon Systems Support,Y,U,2013,Base,NA,NA,NA,NA,300435,NA,NA,,,NA
5280,2013,1804N,,"Operation & Maintenance, Navy",Navy,1,Operating Forces,Base Support,280,BSIT,Enterprise Information,Y,U,2013,Base,NA,NA,NA,NA,1077924,NA,NA,,,NA
5281,2013,1804N,,"Operation & Maintenance, Navy",Navy,1,Operating Forces,Base Support,290,BSM1,"Sustainment, Restoration and Modernization",Y,U,2013,Base,NA,NA,NA,NA,2101279,NA,NA,,,NA
5282,2013,1804N,,"Operation & Maintenance, Navy",Navy,1,Operating Forces,Base Support,300,BSS1,Base Operating Support,Y,U,2013,Base,NA,NA,NA,NA,4822093,NA,NA,,,NA
5283,2013,1804N,,"Operation & Maintenance, Navy",Navy,2,Mobilization,Ready Reserve and Prepositioning Force,310,2A1F,Ship Prepositioning and Surge,Y,U,2013,Base,NA,NA,NA,NA,334659,NA,NA,,,NA
5284,2013,1804N,,"Operation & Maintenance, Navy",Navy,2,Mobilization,Activations/Inactivations,320,2B1G,Aircraft Activations/Inactivations,Y,U,2013,Base,NA,NA,NA,NA,6562,NA,NA,,,NA
5285,2013,1804N,,"Operation & Maintenance, Navy",Navy,2,Mobilization,Activations/Inactivations,330,2B2G,Ship Activations/Inactivations,Y,U,2013,Base,NA,NA,NA,NA,1066329,NA,NA,,,NA
5286,2013,1804N,,"Operation & Maintenance, Navy",Navy,2,Mobilization,Mobilization Preparation,340,2C1H,Expeditionary Health Services Systems,Y,U,2013,Base,NA,NA,NA,NA,83901,NA,NA,,,NA
5287,2013,1804N,,"Operation & Maintenance, Navy",Navy,2,Mobilization,Mobilization Preparation,350,2C2H,Industrial Readiness,Y,U,2013,Base,NA,NA,NA,NA,2695,NA,NA,,,NA
5288,2013,1804N,,"Operation & Maintenance, Navy",Navy,2,Mobilization,Mobilization Preparation,360,2C3H,Coast Guard Support,Y,U,2013,Base,NA,NA,NA,NA,23502,NA,NA,,,NA
5289,2013,1804N,,"Operation & Maintenance, Navy",Navy,3,Training and Recruiting,Accession Training,370,3A1J,Officer Acquisition,Y,U,2013,Base,NA,NA,NA,NA,147807,NA,NA,,,NA
5290,2013,1804N,,"Operation & Maintenance, Navy",Navy,3,Training and Recruiting,Accession Training,380,3A2J,Recruit Training,Y,U,2013,Base,NA,NA,NA,NA,10473,NA,NA,,,NA
5291,2013,1804N,,"Operation & Maintenance, Navy",Navy,3,Training and Recruiting,Accession Training,390,3A3J,Reserve Officers Training Corps,Y,U,2013,Base,NA,NA,NA,NA,139220,NA,NA,,,NA
5292,2013,1804N,,"Operation & Maintenance, Navy",Navy,3,Training and Recruiting,Basic Skills and Advanced Training,400,3B1K,Specialized Skill Training,Y,U,2013,Base,NA,NA,NA,NA,582177,NA,NA,,,NA
5293,2013,1804N,,"Operation & Maintenance, Navy",Navy,3,Training and Recruiting,Basic Skills and Advanced Training,410,3B2K,Flight Training,Y,U,2013,Base,NA,NA,NA,NA,5456,NA,NA,,,NA
5294,2013,1804N,,"Operation & Maintenance, Navy",Navy,3,Training and Recruiting,Basic Skills and Advanced Training,420,3B3K,Professional Development Education,Y,U,2013,Base,NA,NA,NA,NA,170746,NA,NA,,,NA
5295,2013,1804N,,"Operation & Maintenance, Navy",Navy,3,Training and Recruiting,Basic Skills and Advanced Training,430,3B4K,Training Support,Y,U,2013,Base,NA,NA,NA,NA,153403,NA,NA,,,NA
5296,2013,1804N,,"Operation & Maintenance, Navy",Navy,3,Training and Recruiting,Recruiting and Other Training & Education,440,3C1L,Recruiting and Advertising,Y,U,2013,Base,NA,NA,NA,NA,241329,NA,NA,,,NA
5297,2013,1804N,,"Operation & Maintenance, Navy",Navy,3,Training and Recruiting,Recruiting and Other Training & Education,450,3C3L,Off-Duty and Voluntary Education,Y,U,2013,Base,NA,NA,NA,NA,108226,NA,NA,,,NA
5298,2013,1804N,,"Operation & Maintenance, Navy",Navy,3,Training and Recruiting,Recruiting and Other Training & Education,460,3C4L,Civilian Education and Training,Y,U,2013,Base,NA,NA,NA,NA,105776,NA,NA,,,NA
5299,2013,1804N,,"Operation & Maintenance, Navy",Navy,3,Training and Recruiting,Recruiting and Other Training & Education,470,3C5L,Junior ROTC,Y,U,2013,Base,NA,NA,NA,NA,51817,NA,NA,,,NA
5300,2013,1804N,,"Operation & Maintenance, Navy",Navy,4,Administration and Servicewide Activities,Servicewide Support,480,4A1M,Administration,Y,U,2013,Base,NA,NA,NA,NA,797177,NA,NA,,,NA
5301,2013,1804N,,"Operation & Maintenance, Navy",Navy,4,Administration and Servicewide Activities,Servicewide Support,490,4A2M,External Relations,Y,U,2013,Base,NA,NA,NA,NA,12872,NA,NA,,,NA
5302,2013,1804N,,"Operation & Maintenance, Navy",Navy,4,Administration and Servicewide Activities,Servicewide Support,500,4A3M,Civilian Manpower and Personnel Management,Y,U,2013,Base,NA,NA,NA,NA,120181,NA,NA,,,NA
5303,2013,1804N,,"Operation & Maintenance, Navy",Navy,4,Administration and Servicewide Activities,Servicewide Support,510,4A4M,Military Manpower and Personnel Management,Y,U,2013,Base,NA,NA,NA,NA,235753,NA,NA,,,NA
5304,2013,1804N,,"Operation & Maintenance, Navy",Navy,4,Administration and Servicewide Activities,Servicewide Support,520,4A5M,Other Personnel Support,Y,U,2013,Base,NA,NA,NA,NA,263060,NA,NA,,,NA
5305,2013,1804N,,"Operation & Maintenance, Navy",Navy,4,Administration and Servicewide Activities,Servicewide Support,530,4A6M,Servicewide Communications,Y,U,2013,Base,NA,NA,NA,NA,363213,NA,NA,,,NA
5306,2013,1804N,,"Operation & Maintenance, Navy",Navy,4,Administration and Servicewide Activities,Servicewide Support,540,4A8M,Medical Activities,Y,U,2013,Base,NA,NA,NA,NA,0,NA,NA,,,NA
5307,2013,1804N,,"Operation & Maintenance, Navy",Navy,4,Administration and Servicewide Activities,Logistics Operations and Technical Support,550,4B1N,Servicewide Transportation,Y,U,2013,Base,NA,NA,NA,NA,182343,NA,NA,,,NA
5308,2013,1804N,,"Operation & Maintenance, Navy",Navy,4,Administration and Servicewide Activities,Logistics Operations and Technical Support,560,4B2E,Environmental Programs,Y,U,2013,Base,NA,NA,NA,NA,0,NA,NA,,,NA
5309,2013,1804N,,"Operation & Maintenance, Navy",Navy,4,Administration and Servicewide Activities,Logistics Operations and Technical Support,570,4B2N,"Planning, Engineering and Design",Y,U,2013,Base,NA,NA,NA,NA,282464,NA,NA,,,NA
