,SourceFiscalYear,AccountDSI,MilDeptDW,AccountTitle,Organization,BudgetActivity,BudgetActivityTitle,AGtitle,LineNumber,SAG,SAG.Title,IncludeInTOA,Classified,FiscalYear,OriginType,ActualTotal,EnactedTotal,EnactedType,PBtotal,PBtype,SpecialTotal,SpecialType,BudgetSubActivityTitle,BudgetLineItem,Var.16
139,2012,1804,N,"Operation & Maintenance, Navy",Navy,1,Operating Forces,Weapons Support,260,1D4D,Weapons Maintenance,Y,U,2010,Total,551799,NA,NA,NA,NA,NA,NA,,,NA
140,2012,1804,N,"Operation & Maintenance, Navy",Navy,1,Operating Forces,Weapons Support,270,1D7D,Other Weapon Systems Support,Y,U,2010,Total,348727,NA,NA,NA,NA,NA,NA,,,NA
141,2012,1804,N,"Operation & Maintenance, Navy",Navy,1,Operating Forces,Base Support,280,BSIT,Enterprise Information,Y,U,2010,Total,973127,NA,NA,NA,NA,NA,NA,,,NA
142,2012,1804,N,"Operation & Maintenance, Navy",Navy,1,Operating Forces,Base Support,290,BSM1,"Sustainment, Restoration And Modernization",Y,U,2010,Total,1814916,NA,NA,NA,NA,NA,NA,,,NA
143,2012,1804,N,"Operation & Maintenance, Navy",Navy,1,Operating Forces,Base Support,300,BSS1,Base Operating Support,Y,U,2010,Total,4391125,NA,NA,NA,NA,NA,NA,,,NA
144,2012,1804,N,"Operation & Maintenance, Navy",Navy,2,Mobilization,Ready Reserve And Prepositioning Force,310,2A1F,Ship Prepositioning And Surge,Y,U,2010,Total,410811,NA,NA,NA,NA,NA,NA,,,NA
145,2012,1804,N,"Operation & Maintenance, Navy",Navy,2,Mobilization,Activations/Inactivations,320,2B1G,Aircraft Activations/Inactivations,Y,U,2010,Total,6587,NA,NA,NA,NA,NA,NA,,,NA
146,2012,1804,N,"Operation & Maintenance, Navy",Navy,2,Mobilization,Activations/Inactivations,330,2B2G,Ship Activations/Inactivations,Y,U,2010,Total,208988,NA,NA,NA,NA,NA,NA,,,NA
147,2012,1804,N,"Operation & Maintenance, Navy",Navy,2,Mobilization,Mobilization Preparation,340,2C1H,Expeditionary Health Services Systems,Y,U,2010,Total,26850,NA,NA,NA,NA,NA,NA,,,NA
148,2012,1804,N,"Operation & Maintenance, Navy",Navy,2,Mobilization,Mobilization Preparation,350,2C2H,Industrial Readiness,Y,U,2010,Total,2257,NA,NA,NA,NA,NA,NA,,,NA
149,2012,1804,N,"Operation & Maintenance, Navy",Navy,2,Mobilization,Mobilization Preparation,360,2C3H,Coast Guard Support,Y,U,2010,Total,25094,NA,NA,NA,NA,NA,NA,,,NA
150,2012,1804,N,"Operation & Maintenance, Navy",Navy,3,Training and Recruiting,Accession Training,370,3A1J,Officer Acquisition,Y,U,2010,Total,145930,NA,NA,NA,NA,NA,NA,,,NA
151,2012,1804,N,"Operation & Maintenance, Navy",Navy,3,Training and Recruiting,Accession Training,380,3A2J,Recruit Training,Y,U,2010,Total,10437,NA,NA,NA,NA,NA,NA,,,NA
152,2012,1804,N,"Operation & Maintenance, Navy",Navy,3,Training and Recruiting,Accession Training,390,3A3J,Reserve Officers Training Corps,Y,U,2010,Total,132892,NA,NA,NA,NA,NA,NA,,,NA
153,2012,1804,N,"Operation & Maintenance, Navy",Navy,3,Training and Recruiting,Basic Skills And Advanced Training,400,3B1K,Specialized Skill Training,Y,U,2010,Total,593979,NA,NA,NA,NA,NA,NA,,,NA
154,2012,1804,N,"Operation & Maintenance, Navy",Navy,3,Training and Recruiting,Basic Skills And Advanced Training,410,3B2K,Flight Training,Y,U,2010,Total,1437583,NA,NA,NA,NA,NA,NA,,,NA
155,2012,1804,N,"Operation & Maintenance, Navy",Navy,3,Training and Recruiting,Basic Skills And Advanced Training,420,3B3K,Professional Development Education,Y,U,2010,Total,172013,NA,NA,NA,NA,NA,NA,,,NA
156,2012,1804,N,"Operation & Maintenance, Navy",Navy,3,Training and Recruiting,Basic Skills And Advanced Training,430,3B4K,Training Support,Y,U,2010,Total,160066,NA,NA,NA,NA,NA,NA,,,NA
157,2012,1804,N,"Operation & Maintenance, Navy",Navy,3,Training and Recruiting,Recruiting And Other Training & Education,440,3C1L,Recruiting And Advertising,Y,U,2010,Total,247385,NA,NA,NA,NA,NA,NA,,,NA
158,2012,1804,N,"Operation & Maintenance, Navy",Navy,3,Training and Recruiting,Recruiting And Other Training & Education,450,3C3L,Off-Duty And Voluntary Education,Y,U,2010,Total,149734,NA,NA,NA,NA,NA,NA,,,NA
159,2012,1804,N,"Operation & Maintenance, Navy",Navy,3,Training and Recruiting,Recruiting And Other Training & Education,460,3C4L,Civilian Education And Training,Y,U,2010,Total,101259,NA,NA,NA,NA,NA,NA,,,NA
160,2012,1804,N,"Operation & Maintenance, Navy",Navy,3,Training and Recruiting,Recruiting And Other Training & Education,470,3C5L,Junior ROTC,Y,U,2010,Total,52648,NA,NA,NA,NA,NA,NA,,,NA
161,2012,1804,N,"Operation & Maintenance, Navy",Navy,4,Administration and Servicewide Activities,Servicewide Support,480,4A1M,Administration,Y,U,2010,Total,824816,NA,NA,NA,NA,NA,NA,,,NA
162,2012,1804,N,"Operation & Maintenance, Navy",Navy,4,Administration and Servicewide Activities,Servicewide Support,490,4A2M,External Relations,Y,U,2010,Total,11337,NA,NA,NA,NA,NA,NA,,,NA
163,2012,1804,N,"Operation & Maintenance, Navy",Navy,4,Administration and Servicewide Activities,Servicewide Support,500,4A3M,Civilian Manpower And Personnel Management,Y,U,2010,Total,118736,NA,NA,NA,NA,NA,NA,,,NA
164,2012,1804,N,"Operation & Maintenance, Navy",Navy,4,Administration and Servicewide Activities,Servicewide Support,510,4A4M,Military Manpower And Personnel Management,Y,U,2010,Total,211558,NA,NA,NA,NA,NA,NA,,,NA
165,2012,1804,N,"Operation & Maintenance, Navy",Navy,4,Administration and Servicewide Activities,Servicewide Support,520,4A5M,Other Personnel Support,Y,U,2010,Total,296941,NA,NA,NA,NA,NA,NA,,,NA
166,2012,1804,N,"Operation & Maintenance, Navy",Navy,4,Administration and Servicewide Activities,Servicewide Support,530,4A6M,Servicewide Communications,Y,U,2010,Total,435024,NA,NA,NA,NA,NA,NA,,,NA
167,2012,1804,N,"Operation & Maintenance, Navy",Navy,4,Administration and Servicewide Activities,Servicewide Support,540,4A8M,Medical Activities,Y,U,2010,Total,21548,NA,NA,NA,NA,NA,NA,,,NA
168,2012,1804,N,"Operation & Maintenance, Navy",Navy,4,Administration and Servicewide Activities,Logistics Operations And Technical Support,550,4B1N,Servicewide Transportation,Y,U,2010,Total,423768,NA,NA,NA,NA,NA,NA,,,NA
169,2012,1804,N,"Operation & Maintenance, Navy",Navy,4,Administration and Servicewide Activities,Logistics Operations And Technical Support,560,4B2E,Environmental Programs,Y,U,2010,Total,285681,NA,NA,NA,NA,NA,NA,,,NA
170,2012,1804,N,"Operation & Maintenance, Navy",Navy,4,Administration and Servicewide Activities,Logistics Operations And Technical Support,570,4B2N,"Planning, Engineering And Design",Y,U,2010,Total,247959,NA,NA,NA,NA,NA,NA,,,NA
171,2012,1804,N,"Operation & Maintenance, Navy",Navy,4,Administration and Servicewide Activities,Logistics Operations And Technical Support,580,4B3N,Acquisition And Program Management,Y,U,2010,Total,783833,NA,NA,NA,NA,NA,NA,,,NA
172,2012,1804,N,"Operation & Maintenance, Navy",Navy,4,Administration and Servicewide Activities,Logistics Operations And Technical Support,590,4B5N,"Hull, Mechanical And Electrical Support",Y,U,2010,Total,59188,NA,NA,NA,NA,NA,NA,,,NA
173,2012,1804,N,"Operation & Maintenance, Navy",Navy,4,Administration and Servicewide Activities,Logistics Operations And Technical Support,600,4B6N,Combat/Weapons Systems,Y,U,2010,Total,16341,NA,NA,NA,NA,NA,NA,,,NA
174,2012,1804,N,"Operation & Maintenance, Navy",Navy,4,Administration and Servicewide Activities,Logistics Operations And Technical Support,610,4B7N,Space And Electronic Warfare Systems,Y,U,2010,Total,70103,NA,NA,NA,NA,NA,NA,,,NA
175,2012,1804,N,"Operation & Maintenance, Navy",Navy,4,Administration and Servicewide Activities,Investigations And Security Programs,620,4C1P,Naval Investigative Service,Y,U,2010,Total,559411,NA,NA,NA,NA,NA,NA,,,NA
176,2012,1804,N,"Operation & Maintenance, Navy",Navy,4,Administration and Servicewide Activities,Support Of Other Nations,680,4D1Q,International Headquarters And Agencies,Y,U,2010,Total,4885,NA,NA,NA,NA,NA,NA,,,NA
177,2012,1804,N,"Operation & Maintenance, Navy",Navy,4,Administration and Servicewide Activities,Cancelled Accounts,690,4EMM,Cancelled Account Adjustments,Y,U,2010,Total,3553,NA,NA,NA,NA,NA,NA,,,NA
178,2012,1804,N,"Operation & Maintenance, Navy",Navy,4,Administration and Servicewide Activities,Cancelled Accounts,700,4EPJ,Judgement Fund,Y,U,2010,Total,400,NA,NA,NA,NA,NA,NA,,,NA
179,2012,1804,N,"Operation & Maintenance, Navy",,4,Administration and Servicewide Activities,,NA,9999,Classified Programs,Y,U,2010,Total,632020,NA,NA,NA,NA,NA,NA,,,NA
180,2012,1804,N,"Operation & Maintenance, Navy",Navy,20,Undistributed,Undistributed,710,CR11,Adj to Match Continuing Resolution,Y,U,2010,Total,0,NA,NA,NA,NA,NA,NA,,,NA
181,2012,1106,N,"Operation & Maintenance, Marine Corps",Navy,1,Operating Forces,Expeditionary Forces,10,1A1A,Operational Forces,Y,U,2010,Total,2737312,NA,NA,NA,NA,NA,NA,,,NA
182,2012,1106,N,"Operation & Maintenance, Marine Corps",Navy,1,Operating Forces,Expeditionary Forces,20,1A2A,Field Logistics,Y,U,2010,Total,1752177,NA,NA,NA,NA,NA,NA,,,NA
183,2012,1106,N,"Operation & Maintenance, Marine Corps",Navy,1,Operating Forces,Expeditionary Forces,30,1A3A,Depot Maintenance,Y,U,2010,Total,499991,NA,NA,NA,NA,NA,NA,,,NA
184,2012,1106,N,"Operation & Maintenance, Marine Corps",Navy,1,Operating Forces,USMC Prepositioning,40,1B1B,Maritime Prepositioning,Y,U,2010,Total,71124,NA,NA,NA,NA,NA,NA,,,NA
185,2012,1106,N,"Operation & Maintenance, Marine Corps",Navy,1,Operating Forces,USMC Prepositioning,50,1B2B,Norway Prepositioning,Y,U,2010,Total,5551,NA,NA,NA,NA,NA,NA,,,NA
186,2012,1106,N,"Operation & Maintenance, Marine Corps",Navy,1,Operating Forces,Base Support,60,BSM1,"Sustainment, Restoration, & Modernization",Y,U,2010,Total,728248,NA,NA,NA,NA,NA,NA,,,NA
187,2012,1106,N,"Operation & Maintenance, Marine Corps",Navy,1,Operating Forces,Base Support,70,BSS1,Base Operating Support,Y,U,2010,Total,2535828,NA,NA,NA,NA,NA,NA,,,NA
188,2012,1106,N,"Operation & Maintenance, Marine Corps",Navy,3,Training and Recruiting,Accession Training,80,3A1C,Recruit Training,Y,U,2010,Total,16921,NA,NA,NA,NA,NA,NA,,,NA
189,2012,1106,N,"Operation & Maintenance, Marine Corps",Navy,3,Training and Recruiting,Accession Training,90,3A2C,Officer Acquisition,Y,U,2010,Total,536,NA,NA,NA,NA,NA,NA,,,NA
190,2012,1106,N,"Operation & Maintenance, Marine Corps",Navy,3,Training and Recruiting,Basic Skills And Advanced Training,100,3B1D,Specialized Skill Training,Y,U,2010,Total,86815,NA,NA,NA,NA,NA,NA,,,NA
191,2012,1106,N,"Operation & Maintenance, Marine Corps",Navy,3,Training and Recruiting,Basic Skills And Advanced Training,110,3B2D,Flight Training,Y,U,2010,Total,368,NA,NA,NA,NA,NA,NA,,,NA
192,2012,1106,N,"Operation & Maintenance, Marine Corps",Navy,3,Training and Recruiting,Basic Skills And Advanced Training,120,3B3D,Professional Development Education,Y,U,2010,Total,28678,NA,NA,NA,NA,NA,NA,,,NA
193,2012,1106,N,"Operation & Maintenance, Marine Corps",Navy,3,Training and Recruiting,Basic Skills And Advanced Training,130,3B4D,Training Support,Y,U,2010,Total,574356,NA,NA,NA,NA,NA,NA,,,NA
194,2012,1106,N,"Operation & Maintenance, Marine Corps",Navy,3,Training and Recruiting,Recruiting And Other Training & Education,140,3C1F,Recruiting And Advertising,Y,U,2010,Total,240319,NA,NA,NA,NA,NA,NA,,,NA
195,2012,1106,N,"Operation & Maintenance, Marine Corps",Navy,3,Training and Recruiting,Recruiting And Other Training & Education,150,3C2F,Off-Duty And Voluntary Education,Y,U,2010,Total,53162,NA,NA,NA,NA,NA,NA,,,NA
196,2012,1106,N,"Operation & Maintenance, Marine Corps",Navy,3,Training and Recruiting,Recruiting And Other Training & Education,160,3C3F,Junior ROTC,Y,U,2010,Total,19241,NA,NA,NA,NA,NA,NA,,,NA
197,2012,1106,N,"Operation & Maintenance, Marine Corps",Navy,4,Administration and Servicewide Activities,Servicewide Support,170,4A2G,Special Support,Y,U,2010,Total,343190,NA,NA,NA,NA,NA,NA,,,NA
198,2012,1106,N,"Operation & Maintenance, Marine Corps",Navy,4,Administration and Servicewide Activities,Servicewide Support,180,4A3G,Servicewide Transportation,Y,U,2010,Total,549611,NA,NA,NA,NA,NA,NA,,,NA
199,2012,1106,N,"Operation & Maintenance, Marine Corps",Navy,4,Administration and Servicewide Activities,Servicewide Support,190,4A4G,Administration,Y,U,2010,Total,83906,NA,NA,NA,NA,NA,NA,,,NA
200,2012,1106,N,"Operation & Maintenance, Marine Corps",Navy,4,Administration and Servicewide Activities,Servicewide Support,200,4B3N,Acquisition & Program Management,Y,U,2010,Total,0,NA,NA,NA,NA,NA,NA,,,NA
201,2012,1106,N,"Operation & Maintenance, Marine Corps",Navy,20,Undistributed,Undistributed,210,CR11,Adj to Match Continuing Resolution,Y,U,2010,Total,0,NA,NA,NA,NA,NA,NA,,,NA
202,2012,1806,N,"Operation & Maintenance, Navy Res",Navy,1,Operating Forces,Air Operations,10,1A1A,Mission And Other Flight Operations,Y,U,2010,Total,609104,NA,NA,NA,NA,NA,NA,,,NA
203,2012,1806,N,"Operation & Maintenance, Navy Res",Navy,1,Operating Forces,Air Operations,20,1A3A,Intermediate Maintenance,Y,U,2010,Total,16715,NA,NA,NA,NA,NA,NA,,,NA
204,2012,1806,N,"Operation & Maintenance, Navy Res",Navy,1,Operating Forces,Air Operations,30,1A4A,Air Operations And Safety Support,Y,U,2010,Total,2304,NA,NA,NA,NA,NA,NA,,,NA
205,2012,1806,N,"Operation & Maintenance, Navy Res",Navy,1,Operating Forces,Air Operations,40,1A5A,Aircraft Depot Maintenance,Y,U,2010,Total,156315,NA,NA,NA,NA,NA,NA,,,NA
206,2012,1806,N,"Operation & Maintenance, Navy Res",Navy,1,Operating Forces,Air Operations,50,1A6A,Aircraft Depot Operations Support,Y,U,2010,Total,305,NA,NA,NA,NA,NA,NA,,,NA
207,2012,1806,N,"Operation & Maintenance, Navy Res",Navy,1,Operating Forces,Ship Operations,60,1B1B,Mission And Other Ship Operations,Y,U,2010,Total,78431,NA,NA,NA,NA,NA,NA,,,NA
208,2012,1806,N,"Operation & Maintenance, Navy Res",Navy,1,Operating Forces,Ship Operations,70,1B2B,Ship Operations Support & Training,Y,U,2010,Total,588,NA,NA,NA,NA,NA,NA,,,NA
209,2012,1806,N,"Operation & Maintenance, Navy Res",Navy,1,Operating Forces,Ship Operations,80,1B4B,Ship Depot Maintenance,Y,U,2010,Total,59442,NA,NA,NA,NA,NA,NA,,,NA
210,2012,1806,N,"Operation & Maintenance, Navy Res",Navy,1,Operating Forces,Combat Operations/Support,90,1C1C,Combat Communications,Y,U,2010,Total,18365,NA,NA,NA,NA,NA,NA,,,NA
211,2012,1806,N,"Operation & Maintenance, Navy Res",Navy,1,Operating Forces,Combat Operations/Support,100,1C6C,Combat Support Forces,Y,U,2010,Total,157013,NA,NA,NA,NA,NA,NA,,,NA
212,2012,1806,N,"Operation & Maintenance, Navy Res",Navy,1,Operating Forces,Weapons Support,110,1D4D,Weapons Maintenance,Y,U,2010,Total,5487,NA,NA,NA,NA,NA,NA,,,NA
213,2012,1806,N,"Operation & Maintenance, Navy Res",Navy,1,Operating Forces,Base Support,120,BSIT,Enterprise Information,Y,U,2010,Total,75892,NA,NA,NA,NA,NA,NA,,,NA
214,2012,1806,N,"Operation & Maintenance, Navy Res",Navy,1,Operating Forces,Base Support,130,BSMR,"Sustainment, Restoration And Modernization",Y,U,2010,Total,93424,NA,NA,NA,NA,NA,NA,,,NA
215,2012,1806,N,"Operation & Maintenance, Navy Res",Navy,1,Operating Forces,Base Support,140,BSSR,Base Operating Support,Y,U,2010,Total,115511,NA,NA,NA,NA,NA,NA,,,NA
216,2012,1806,N,"Operation & Maintenance, Navy Res",Navy,4,Administration and Servicewide Activities,Servicewide Support,150,4A1M,Administration,Y,U,2010,Total,2205,NA,NA,NA,NA,NA,NA,,,NA
217,2012,1806,N,"Operation & Maintenance, Navy Res",Navy,4,Administration and Servicewide Activities,Servicewide Support,160,4A4M,Military Manpower And Personnel Management,Y,U,2010,Total,15422,NA,NA,NA,NA,NA,NA,,,NA
218,2012,1806,N,"Operation & Maintenance, Navy Res",Navy,4,Administration and Servicewide Activities,Servicewide Support,170,4A6M,Servicewide Communications,Y,U,2010,Total,1955,NA,NA,NA,NA,NA,NA,,,NA
219,2012,1806,N,"Operation & Maintenance, Navy Res",Navy,4,Administration and Servicewide Activities,Logistics Operations And Technical Support,180,4B3N,Acquisition And Program Management,Y,U,2010,Total,3578,NA,NA,NA,NA,NA,NA,,,NA
220,2012,1806,N,"Operation & Maintenance, Navy Res",Navy,4,Administration and Servicewide Activities,Cancelled Accounts,190,4EMM,Cancelled Account Adjustments,Y,U,2010,Total,27,NA,NA,NA,NA,NA,NA,,,NA
221,2012,1806,N,"Operation & Maintenance, Navy Res",Navy,4,Administration and Servicewide Activities,Cancelled Accounts,200,4EPJ,Judgment Fund,Y,U,2010,Total,25,NA,NA,NA,NA,NA,NA,,,NA
222,2012,1806,N,"Operation & Maintenance, Navy Res",Navy,20,Undistributed,Undistributed,210,CR11,Adj to Match Continuing Resolution,Y,U,2010,Total,0,NA,NA,NA,NA,NA,NA,,,NA
223,2012,1107,N,"Operation & Maintenance, MC Reserve",Navy,1,Operating Forces,Expeditionary Forces,10,1A1A,Operating Forces,Y,U,2010,Total,122399,NA,NA,NA,NA,NA,NA,,,NA
224,2012,1107,N,"Operation & Maintenance, MC Reserve",Navy,1,Operating Forces,Expeditionary Forces,20,1A3A,Depot Maintenance,Y,U,2010,Total,13286,NA,NA,NA,NA,NA,NA,,,NA
225,2012,1107,N,"Operation & Maintenance, MC Reserve",Navy,1,Operating Forces,Expeditionary Forces,30,1A5A,Training Support,Y,U,2010,Total,23452,NA,NA,NA,NA,NA,NA,,,NA
226,2012,1107,N,"Operation & Maintenance, MC Reserve",Navy,1,Operating Forces,Base Support,40,BSM1,"Sustainment, Restoration And Modernization",Y,U,2010,Total,25426,NA,NA,NA,NA,NA,NA,,,NA
227,2012,1107,N,"Operation & Maintenance, MC Reserve",Navy,1,Operating Forces,Base Support,50,BSS1,Base Operating Support,Y,U,2010,Total,105707,NA,NA,NA,NA,NA,NA,,,NA
228,2012,1107,N,"Operation & Maintenance, MC Reserve",Navy,4,Administration and Servicewide Activities,Servicewide Support,60,4A2G,Special Support,Y,U,2010,Total,848,NA,NA,NA,NA,NA,NA,,,NA
229,2012,1107,N,"Operation & Maintenance, MC Reserve",Navy,4,Administration and Servicewide Activities,Servicewide Support,70,4A3G,Servicewide Transportation,Y,U,2010,Total,142,NA,NA,NA,NA,NA,NA,,,NA
230,2012,1107,N,"Operation & Maintenance, MC Reserve",Navy,4,Administration and Servicewide Activities,Servicewide Support,80,4A4G,Administration,Y,U,2010,Total,9575,NA,NA,NA,NA,NA,NA,,,NA
231,2012,1107,N,"Operation & Maintenance, MC Reserve",Navy,4,Administration and Servicewide Activities,Servicewide Support,90,4A6G,Recruiting And Advertising,Y,U,2010,Total,8742,NA,NA,NA,NA,NA,NA,,,NA
232,2012,1107,N,"Operation & Maintenance, MC Reserve",Navy,20,Undistributed,Undistributed,100,CR11,Adj to Match Continuing Resolution,Y,U,2010,Total,0,NA,NA,NA,NA,NA,NA,,,NA
233,2012,3400,F,"Operation & Maintenance, Air Force",Air Force,1,Operating Forces,Air Operations,10,011A,Primary Combat Forces,Y,U,2010,Total,5371698,NA,NA,NA,NA,NA,NA,,,NA
234,2012,3400,F,"Operation & Maintenance, Air Force",Air Force,1,Operating Forces,Air Operations,20,011C,Combat Enhancement Forces,Y,U,2010,Total,4442810,NA,NA,NA,NA,NA,NA,,,NA
235,2012,3400,F,"Operation & Maintenance, Air Force",Air Force,1,Operating Forces,Air Operations,30,011D,"Air Operations Training (OJT, Maintain Skills)",Y,U,2010,Total,1399962,NA,NA,NA,NA,NA,NA,,,NA
236,2012,3400,F,"Operation & Maintenance, Air Force",Air Force,1,Operating Forces,Air Operations,40,011G,Mission Support Operations,Y,U,2010,Total,21,NA,NA,NA,NA,NA,NA,,,NA
237,2012,3400,F,"Operation & Maintenance, Air Force",Air Force,1,Operating Forces,Air Operations,50,011M,Depot Maintenance,Y,U,2010,Total,2787421,NA,NA,NA,NA,NA,NA,,,NA
238,2012,3400,F,"Operation & Maintenance, Air Force",Air Force,1,Operating Forces,Air Operations,60,011R,"Facilities Sustainment, Restoration & Modernization",Y,U,2010,Total,1907995,NA,NA,NA,NA,NA,NA,,,NA
239,2012,3400,F,"Operation & Maintenance, Air Force",Air Force,1,Operating Forces,Air Operations,70,011Z,Base Support,Y,U,2010,Total,5433071,NA,NA,NA,NA,NA,NA,,,NA
240,2012,3400,F,"Operation & Maintenance, Air Force",Air Force,1,Operating Forces,Combat Related Operations,80,012A,Global C3I And Early Warning,Y,U,2010,Total,1442016,NA,NA,NA,NA,NA,NA,,,NA
241,2012,3400,F,"Operation & Maintenance, Air Force",Air Force,1,Operating Forces,Combat Related Operations,90,012C,Other Combat Ops Spt Programs,Y,U,2010,Total,1259828,NA,NA,NA,NA,NA,NA,,,NA
242,2012,3400,F,"Operation & Maintenance, Air Force",Air Force,1,Operating Forces,Combat Related Operations,100,012F,Tactical Intel And Other Special Activities,Y,U,2010,Total,529120,NA,NA,NA,NA,NA,NA,,,NA
243,2012,3400,F,"Operation & Maintenance, Air Force",Air Force,1,Operating Forces,Space Operations,110,013A,Launch Facilities,Y,U,2010,Total,332009,NA,NA,NA,NA,NA,NA,,,NA
244,2012,3400,F,"Operation & Maintenance, Air Force",Air Force,1,Operating Forces,Space Operations,120,013C,Space Control Systems,Y,U,2010,Total,693121,NA,NA,NA,NA,NA,NA,,,NA
245,2012,3400,F,"Operation & Maintenance, Air Force",Air Force,1,Operating Forces,COCOM,130,015A,Combatant Commanders Direct Mission Support,Y,U,2010,Total,982454,NA,NA,NA,NA,NA,NA,,,NA
246,2012,3400,F,"Operation & Maintenance, Air Force",Air Force,1,Operating Forces,COCOM,140,015B,Combatant Commanders Core Operations,Y,U,2010,Total,184459,NA,NA,NA,NA,NA,NA,,,NA
247,2012,3400,F,"Operation & Maintenance, Air Force",Air Force,2,Mobilization,Mobility Operations,150,021A,Airlift Operations,Y,U,2010,Total,6189816,NA,NA,NA,NA,NA,NA,,,NA
248,2012,3400,F,"Operation & Maintenance, Air Force",Air Force,2,Mobilization,Mobility Operations,160,021D,Mobilization Preparedness,Y,U,2010,Total,266035,NA,NA,NA,NA,NA,NA,,,NA
