"AccountDSI","AccountTitle","Organization","SourceFiscalYear","FiscalYear","Base","OCO","OMBbureau","pOCO"
"5189D","Lease of DoD Real Property","NAVY",2014,"2013",41736,0,"Operations & Maintenance",0
"5189D","Lease of DoD Real Property","NAVY",2015,"2014",58046,0,"Operations & Maintenance",0
"5189D","Lease of DoD Real Property","NAVY",2016,"2015",8486,0,"Operations & Maintenance",0
"5189D","Lease of DoD Real Property","NAVY",2017,"2016",7409,0,"Operations & Maintenance",0
"5286","National Science Center, Army","ARMY",2012,"2011",25,0,"Operations & Maintenance",0
"5286A","National Science Center, Army","ARMY",2013,"2012",25,0,"Operations & Maintenance",0
"5286A","National Science Center, Army","ARMY",2014,"2013",0,0,"Operations & Maintenance",
"5751D","Contributions to the Cooperative Threat Red Pgm","DTRA",2016,"2015",0,0,"Operations & Maintenance",
"5751D","Contributions to the Cooperative Threat Red Pgm","DTRA",2017,"2016",0,0,"Operations & Maintenance",
"5751D","Contributions to the Cooperative Threat Reduction Program","DTRA",2015,"2014",0,0,"Operations & Maintenance",
"4557N","National Defense Sealift Fund","NAVY",2012,"2011",1667945,0,"Revolving Funds",0
"4557N","National Defense Sealift Fund","NAVY",2013,"2012",1065075,0,"Revolving Funds",0
"4557N","National Defense Sealift Fund","NAVY",2014,"2013",1107254,0,"Revolving Funds",0
"4557N","National Defense Sealift Fund","NAVY",2015,"2014",597213,0,"Revolving Funds",0
"4557N","National Defense Sealift Fund","NAVY",2016,"2015",485012,0,"Revolving Funds",0
"4557N","National Defense Sealift Fund","NAVY",2017,"2016",474164,0,"Revolving Funds",0
"4640D","Defense Coalition Acquisition, Defense","DSCA",2012,"2011",0,0,"Revolving Funds",
"493001A","Working Capital Fund, Army","ARMY",2012,"2011",54636,0,"Revolving Funds",0
"493001A","Working Capital Fund, Army","ARMY",2013,"2012",101194,54000,"Revolving Funds",0.347951596066858
"493001A","Working Capital Fund, Army","ARMY",2014,"2013",101814,42600,"Revolving Funds",0.294985250737463
"493001A","Working Capital Fund, Army","ARMY",2015,"2014",175158,44732,"Revolving Funds",0.203428987220883
"493001A","Working Capital Fund, Army","ARMY",2016,"2015",238727,0,"Revolving Funds",0
"493001A","Working Capital Fund, Army","ARMY",2017,"2016",195432,0,"Revolving Funds",0
"493002N","Working Capital Fund, Navy","NAVY",2012,"2011",0,0,"Revolving Funds",
"493002N","Working Capital Fund, Navy","NAVY",2014,"2013",24200,0,"Revolving Funds",0
"493002N","Working Capital Fund, Navy","NAVY",2015,"2014",0,0,"Revolving Funds",
"493003F","Working Capital Fund, Air Force","AF",2012,"2011",66861,17000,"Revolving Funds",0.20271639975674
"493003F","Working Capital Fund, Air Force","AF",2013,"2012",65372,12000,"Revolving Funds",0.155094866359923
"493003F","Working Capital Fund, Air Force","AF",2014,"2013",65771,240400,"Revolving Funds",0.785182136779773
"493003F","Working Capital Fund, Air Force","AF",2015,"2014",61731,88500,"Revolving Funds",0.589092797092478
"493003F","Working Capital Fund, Air Force","AF",2016,"2015",61717,5000,"Revolving Funds",0.0749434177196217
"493003F","Working Capital Fund, Air Force","AF",2017,"2016",62898,2500,"Revolving Funds",0.0382274687299306
"493004D","Working Capital Fund, DECA","DECA",2012,"2011",1273571,0,"Revolving Funds",0
"493004D","Working Capital Fund, DECA","DECA",2013,"2012",1376830,0,"Revolving Funds",0
"493004D","Working Capital Fund, DECA","DECA",2014,"2013",1385256,0,"Revolving Funds",0
"493004D","Working Capital Fund, DECA","DECA",2015,"2014",1365897,0,"Revolving Funds",0
"493004D","Working Capital Fund, DECA","DECA",2016,"2015",1304731,0,"Revolving Funds",0
"493004D","Working Capital Fund, DECA","DECA",2017,"2016",1435354,0,"Revolving Funds",0
"493005D","Working Capital Fund, Defense-Wide","DEFW",2014,"2013",194,0,"Revolving Funds",0
"493005D","Working Capital Fund, Defense-Wide","DLA",2012,"2011",39622,468230,"Revolving Funds",0.921981207123335
"493005D","Working Capital Fund, Defense-Wide","DLA",2013,"2012",31614,369013,"Revolving Funds",0.921088693472981
"493005D","Working Capital Fund, Defense-Wide","DLA",2014,"2013",31614,220364,"Revolving Funds",0.874536665899404
"493005D","Working Capital Fund, Defense-Wide","DLA",2015,"2014",46428,131678,"Revolving Funds",0.739323773483207
"493005D","Working Capital Fund, Defense-Wide","DLA",2016,"2015",44293,86350,"Revolving Funds",0.660961551709621
"493005D","Working Capital Fund, Defense-Wide","DLA",2017,"2016",45084,86350,"Revolving Funds",0.656983733280582
"493005D","Working Capital Fund, Defense-Wide","UNDD",2012,"2011",16127,964206,"Revolving Funds",0.983549467374861
"0144D","Mine Resistant Ambush Prot Veh Fund","OSD",2012,"2011",0,7307357,"Procurement",1
"0144D","Mine Resistant Ambush Prot Veh Fund","OSD",2013,"2012",0,2600170,"Procurement",1
"0144D","Mine Resistant Ambush Prot Veh Fund","OSD",2014,"2013",0,0,"Procurement",
"0144D","Mine Resistant Ambush Prot Veh Fund","UNDD",2012,"2011",0,0,"Procurement",
"0300D","Procurement, Defense-Wide","",2012,"2011",682643,354129,"Procurement",0.341568830948367
"0300D","Procurement, Defense-Wide","",2013,"2012",545100,96548,"Procurement",0.15046879285839
"0300D","Procurement, Defense-Wide","",2014,"2013",555787,126201,"Procurement",0.185048710534496
"0300D","Procurement, Defense-Wide","",2015,"2014",527875,78986,"Procurement",0.130155010785007
"0300D","Procurement, Defense-Wide","",2016,"2015",505394,65829,"Procurement",0.115242208384466
"0300D","Procurement, Defense-Wide","",2017,"2016",599457,35482,"Procurement",0.0558825335977157
"0300D","Procurement, Defense-Wide","BTA",2012,"2011",4000,0,"Procurement",0
"0300D","Procurement, Defense-Wide","BTA",2013,"2012",0,0,"Procurement",
"0300D","Procurement, Defense-Wide","CBDP",2012,"2011",369936,0,"Procurement",0
"0300D","Procurement, Defense-Wide","CBDP",2013,"2012",247247,0,"Procurement",0
"0300D","Procurement, Defense-Wide","CBDP",2014,"2013",298878,0,"Procurement",0
"0300D","Procurement, Defense-Wide","CBDP",2015,"2014",281613,0,"Procurement",0
"0300D","Procurement, Defense-Wide","CBDP",2016,"2015",334129,17000,"Procurement",0.0484152547923982
"0300D","Procurement, Defense-Wide","CBDP",2017,"2016",295710,0,"Procurement",0
"0300D","Procurement, Defense-Wide","DCAA",2012,"2011",1477,0,"Procurement",0
"0300D","Procurement, Defense-Wide","DCAA",2013,"2012",1473,0,"Procurement",0
"0300D","Procurement, Defense-Wide","DCAA",2014,"2013",1486,0,"Procurement",0
"0300D","Procurement, Defense-Wide","DCAA",2015,"2014",1291,0,"Procurement",0
"0300D","Procurement, Defense-Wide","DCAA",2016,"2015",1594,0,"Procurement",0
"0300D","Procurement, Defense-Wide","DCAA",2017,"2016",1488,0,"Procurement",0
"0300D","Procurement, Defense-Wide","DCMA",2012,"2011",2052,0,"Procurement",0
"0300D","Procurement, Defense-Wide","DCMA",2013,"2012",2076,0,"Procurement",0
"0300D","Procurement, Defense-Wide","DCMA",2014,"2013",2129,0,"Procurement",0
"0300D","Procurement, Defense-Wide","DCMA",2015,"2014",5711,0,"Procurement",0
"0300D","Procurement, Defense-Wide","DCMA",2016,"2015",4325,0,"Procurement",0
"0300D","Procurement, Defense-Wide","DCMA",2017,"2016",2494,0,"Procurement",0
"0300D","Procurement, Defense-Wide","DEFW",2013,"2012",15000,0,"Procurement",0
"0300D","Procurement, Defense-Wide","DEFW",2014,"2013",746010,0,"Procurement",0
"0300D","Procurement, Defense-Wide","DHRA",2012,"2011",32263,0,"Procurement",0
"0300D","Procurement, Defense-Wide","DHRA",2013,"2012",11019,0,"Procurement",0
"0300D","Procurement, Defense-Wide","DHRA",2014,"2013",6147,0,"Procurement",0
"0300D","Procurement, Defense-Wide","DHRA",2015,"2014",42201,0,"Procurement",0
"0300D","Procurement, Defense-Wide","DHRA",2016,"2015",17268,0,"Procurement",0
"0300D","Procurement, Defense-Wide","DHRA",2017,"2016",9341,0,"Procurement",0
"0300D","Procurement, Defense-Wide","DISA",2012,"2011",369018,7711,"Procurement",0.0204682941849446
"0300D","Procurement, Defense-Wide","DISA",2013,"2012",372013,3307,"Procurement",0.00881114782052648
"0300D","Procurement, Defense-Wide","DISA",2014,"2013",303081,5260,"Procurement",0.0170590352888523
"0300D","Procurement, Defense-Wide","DISA",2015,"2014",248256,4760,"Procurement",0.0188130394915737
"0300D","Procurement, Defense-Wide","DISA",2016,"2015",276161,4330,"Procurement",0.0154372154543283
"0300D","Procurement, Defense-Wide","DISA",2017,"2016",1009525,1940,"Procurement",0.00191801001517601
"0300D","Procurement, Defense-Wide","DLA",2012,"2011",4846,0,"Procurement",0
"0300D","Procurement, Defense-Wide","DLA",2013,"2012",11537,0,"Procurement",0
"0300D","Procurement, Defense-Wide","DLA",2014,"2013",9575,0,"Procurement",0
"0300D","Procurement, Defense-Wide","DLA",2015,"2014",13019,0,"Procurement",0
"0300D","Procurement, Defense-Wide","DLA",2016,"2015",7364,0,"Procurement",0
"0300D","Procurement, Defense-Wide","DLA",2017,"2016",5644,0,"Procurement",0
"0300D","Procurement, Defense-Wide","DMACT",2012,"2011",10478,0,"Procurement",0
"0300D","Procurement, Defense-Wide","DMACT",2013,"2012",14542,0,"Procurement",0
"0300D","Procurement, Defense-Wide","DMACT",2014,"2013",15179,0,"Procurement",0
"0300D","Procurement, Defense-Wide","DMACT",2015,"2014",15414,0,"Procurement",0
"0300D","Procurement, Defense-Wide","DMACT",2016,"2015",11402,0,"Procurement",0
"0300D","Procurement, Defense-Wide","DMACT",2017,"2016",11208,0,"Procurement",0
"0300D","Procurement, Defense-Wide","DODEA",2012,"2011",1451,0,"Procurement",0
"0300D","Procurement, Defense-Wide","DODEA",2013,"2012",1444,0,"Procurement",0
"0300D","Procurement, Defense-Wide","DODEA",2014,"2013",1458,0,"Procurement",0
"0300D","Procurement, Defense-Wide","DODEA",2015,"2014",1454,0,"Procurement",0
"0300D","Procurement, Defense-Wide","DODEA",2016,"2015",1269,0,"Procurement",0
"0300D","Procurement, Defense-Wide","DODEA",2017,"2016",1298,0,"Procurement",0
"0300D","Procurement, Defense-Wide","DSCA",2012,"2011",0,0,"Procurement",
"0300D","Procurement, Defense-Wide","DSCA",2013,"2012",971,0,"Procurement",0
"0300D","Procurement, Defense-Wide","DSCA",2014,"2013",0,0,"Procurement",
"0300D","Procurement, Defense-Wide","DSCA",2015,"2014",978,0,"Procurement",0
"0300D","Procurement, Defense-Wide","DSCA",2016,"2015",0,0,"Procurement",
"0300D","Procurement, Defense-Wide","DSS",2012,"2011",0,0,"Procurement",
"0300D","Procurement, Defense-Wide","DSS",2013,"2012",974,0,"Procurement",0
"0300D","Procurement, Defense-Wide","DSS",2014,"2013",2522,0,"Procurement",0
"0300D","Procurement, Defense-Wide","DSS",2015,"2014",5020,0,"Procurement",0
"0300D","Procurement, Defense-Wide","DSS",2016,"2015",1039,0,"Procurement",0
"0300D","Procurement, Defense-Wide","DSS",2017,"2016",1048,0,"Procurement",0
"0300D","Procurement, Defense-Wide","DTRA",2012,"2011",12057,0,"Procurement",0
"0300D","Procurement, Defense-Wide","DTRA",2013,"2012",13006,0,"Procurement",0
"0300D","Procurement, Defense-Wide","DTRA",2014,"2013",13146,0,"Procurement",0
"0300D","Procurement, Defense-Wide","DTRA",2015,"2014",13486,0,"Procurement",0
"0300D","Procurement, Defense-Wide","DTRA",2016,"2015",7689,0,"Procurement",0
"0300D","Procurement, Defense-Wide","DTRA",2017,"2016",5574,0,"Procurement",0
"0300D","Procurement, Defense-Wide","DTSA",2012,"2011",0,0,"Procurement",
"0300D","Procurement, Defense-Wide","DTSA",2013,"2012",447,0,"Procurement",0
"0300D","Procurement, Defense-Wide","DTSA",2014,"2013",0,0,"Procurement",
"0300D","Procurement, Defense-Wide","MDA",2012,"2011",952950,0,"Procurement",0
"0300D","Procurement, Defense-Wide","MDA",2013,"2012",1654738,0,"Procurement",0
"0300D","Procurement, Defense-Wide","MDA",2014,"2013",1077775,0,"Procurement",0
"0300D","Procurement, Defense-Wide","MDA",2015,"2014",1560174,0,"Procurement",0
"0300D","Procurement, Defense-Wide","MDA",2016,"2015",1758520,0,"Procurement",0
"0300D","Procurement, Defense-Wide","MDA",2017,"2016",1489203,0,"Procurement",0
"0300D","Procurement, Defense-Wide","NSA",2012,"2011",2546,0,"Procurement",0
"0300D","Procurement, Defense-Wide","NSA",2013,"2012",5787,3000,"Procurement",0.341413451689997
"0300D","Procurement, Defense-Wide","NSA",2014,"2013",6770,0,"Procurement",0
"0300D","Procurement, Defense-Wide","NSA",2015,"2014",14363,0,"Procurement",0
"0300D","Procurement, Defense-Wide","NSA",2016,"2015",23448,0,"Procurement",0
"0300D","Procurement, Defense-Wide","NSA",2017,"2016",37177,0,"Procurement",0
"0300D","Procurement, Defense-Wide","OSD",2012,"2011",144188,20700,"Procurement",0.125539760322158
"0300D","Procurement, Defense-Wide","OSD",2013,"2012",67299,8300,"Procurement",0.109789812034551
"0300D","Procurement, Defense-Wide","OSD",2014,"2013",63520,0,"Procurement",0
"0300D","Procurement, Defense-Wide","OSD",2015,"2014",50223,0,"Procurement",0
"0300D","Procurement, Defense-Wide","OSD",2016,"2015",39412,0,"Procurement",0
"0300D","Procurement, Defense-Wide","OSD",2017,"2016",44439,0,"Procurement",0
"0300D","Procurement, Defense-Wide","SOCOM",2012,"2011",1651758,492006,"Procurement",0.229505673199102
"0300D","Procurement, Defense-Wide","SOCOM",2013,"2012",1882052,294613,"Procurement",0.135350639625298
"0300D","Procurement, Defense-Wide","SOCOM",2014,"2013",1782054,64888,"Procurement",0.0351326679451764
"0300D","Procurement, Defense-Wide","SOCOM",2015,"2014",1414160,45201,"Procurement",0.030973145095696
"0300D","Procurement, Defense-Wide","SOCOM",2016,"2015",1400039,180227,"Procurement",0.114048520945208
"0300D","Procurement, Defense-Wide","SOCOM",2017,"2016",1690951,136496,"Procurement",0.0746921798552845
"0300D","Procurement, Defense-Wide","TJS",2012,"2011",11526,0,"Procurement",0
"0300D","Procurement, Defense-Wide","TJS",2013,"2012",29729,0,"Procurement",0
"0300D","Procurement, Defense-Wide","TJS",2014,"2013",21878,0,"Procurement",0
"0300D","Procurement, Defense-Wide","TJS",2015,"2014",13290,0,"Procurement",0
"0300D","Procurement, Defense-Wide","TJS",2016,"2015",10283,0,"Procurement",0
"0300D","Procurement, Defense-Wide","TJS",2017,"2016",13027,0,"Procurement",0
"0300D","Procurement, Defense-Wide","UNDD",2012,"2011",-232524,-220779,"Procurement",0.487045089046399
"0300D","Procurement, Defense-Wide","WHS",2012,"2011",27179,0,"Procurement",0
"0300D","Procurement, Defense-Wide","WHS",2013,"2012",31791,0,"Procurement",0
"0300D","Procurement, Defense-Wide","WHS",2014,"2013",26550,0,"Procurement",0
"0300D","Procurement, Defense-Wide","WHS",2015,"2014",46759,0,"Procurement",0
"0300D","Procurement, Defense-Wide","WHS",2016,"2015",29599,0,"Procurement",0
"0300D","Procurement, Defense-Wide","WHS",2017,"2016",27859,0,"Procurement",0
"0303D","Joint Urgent Operational Needs Fund","DEFW",2013,"2012",0,0,"Procurement",
"0303D","Joint Urgent Operational Needs Fund","DEFW",2014,"2013",0,0,"Procurement",
"0303D","Joint Urgent Operational Needs Fund","DEFW",2015,"2014",0,0,"Procurement",
"0303D","Joint Urgent Operational Needs Fund","DEFW",2016,"2015",0,0,"Procurement",
"0303D","Joint Urgent Operational Needs Fund","DEFW",2017,"2016",0,0,"Procurement",
"0303D","Joint Urgent Operational Needs Fund","UNDD",2012,"2011",0,0,"Procurement",
"0350D","National Guard & Reserve Equipment","OSD",2012,"2011",0,950000,"Procurement",1
"0350D","National Guard & Reserve Equipment","OSD",2013,"2012",0,1e+06,"Procurement",1
"0350D","National Guard and Reserve Equipment","DEFW",2015,"2014",0,1e+06,"Procurement",1
"0350D","National Guard and Reserve Equipment","DEFW",2016,"2015",0,1200000,"Procurement",1
"0350D","National Guard and Reserve Equipment","DEFW",2017,"2016",0,1e+06,"Procurement",1
"0350D","National Guard and Reserve Equipment","OSD",2014,"2013",0,0,"Procurement",
"0360D","Defense Production Act Purchases","OSD",2012,"2011",150281,0,"Procurement",0
"0360D","Defense Production Act Purchases","OSD",2013,"2012",169964,0,"Procurement",0
"0360D","Defense Production Act Purchases","OSD",2014,"2013",171004,0,"Procurement",0
"0360D","Defense Production Act Purchases","OSD",2015,"2014",60135,0,"Procurement",0
"0360D","Defense Production Act Purchases","OSD",2016,"2015",51638,0,"Procurement",0
"0360D","Defense Production Act Purchases","OSD",2017,"2016",76680,0,"Procurement",0
"0390D","Chem Agents & Munitions Destruction","ARMY",2012,"2011",1560760,0,"Procurement",0
"0390D","Chem Agents & Munitions Destruction","ARMY",2013,"2012",1554422,0,"Procurement",0
"0390D","Chem Agents & Munitions Destruction","ARMY",2014,"2013",1563935,0,"Procurement",0
"0390D","Chem Agents & Munitions Destruction","ARMY",2015,"2014",1004123,0,"Procurement",0
"0390D","Chem Agents & Munitions Destruction","ARMY",2016,"2015",802268,0,"Procurement",0
"0390D","Chem Agents & Munitions Destruction","ARMY",2017,"2016",699821,0,"Procurement",0
"1109N","Procurement, Marine Corps","",2012,"2011",0,0,"Procurement",
"1109N","Procurement, Marine Corps","",2013,"2012",1606,0,"Procurement",0
"1109N","Procurement, Marine Corps","",2014,"2013",2290,0,"Procurement",0
"1109N","Procurement, Marine Corps","",2015,"2014",5659,0,"Procurement",0
"1109N","Procurement, Marine Corps","",2016,"2015",2498,0,"Procurement",0
"1109N","Procurement, Marine Corps","",2017,"2016",2803,0,"Procurement",0
"1109N","Procurement, Marine Corps","NAVY",2012,"2011",1516812,1042103,"Procurement",0.407244085872333
"1109N","Procurement, Marine Corps","NAVY",2013,"2012",1420964,1233996,"Procurement",0.46478892337361
"1109N","Procurement, Marine Corps","NAVY",2014,"2013",1428986,943683,"Procurement",0.397730572616745
"1109N","Procurement, Marine Corps","NAVY",2015,"2014",1235299,125984,"Procurement",0.0925479859808725
"1109N","Procurement, Marine Corps","NAVY",2016,"2015",932711,65589,"Procurement",0.0657006911749975
"1109N","Procurement, Marine Corps","NAVY",2017,"2016",1184009,56934,"Procurement",0.0458796254138989
"1506N","Aircraft Procurement, Navy","NAVY",2012,"2011",18585718,1123824,"Procurement",0.05701928537964
"1506N","Aircraft Procurement, Navy","NAVY",2013,"2012",17675734,480935,"Procurement",0.0264880634217653
"1506N","Aircraft Procurement, Navy","NAVY",2014,"2013",17705432,164582,"Procurement",0.00920995361279515
"1506N","Aircraft Procurement, Navy","NAVY",2015,"2014",16442794,211176,"Procurement",0.0126802197914371
"1506N","Aircraft Procurement, Navy","NAVY",2016,"2015",14758035,243359,"Procurement",0.0162224257292356
"1506N","Aircraft Procurement, Navy","NAVY",2017,"2016",18637152,210990,"Procurement",0.0111942068348169
"1507N","Weapons Procurement, Navy","NAVY",2012,"2011",3347216,50700,"Procurement",0.014920910346224
"1507N","Weapons Procurement, Navy","NAVY",2013,"2012",3224432,41070,"Procurement",0.0125769330412292
"1507N","Weapons Procurement, Navy","NAVY",2014,"2013",3209680,23500,"Procurement",0.00726838592345616
"1507N","Weapons Procurement, Navy","NAVY",2015,"2014",3009157,86500,"Procurement",0.0279423721684928
"1507N","Weapons Procurement, Navy","NAVY",2016,"2015",3137257,66785,"Procurement",0.0208439839427823
"1507N","Weapons Procurement, Navy","NAVY",2017,"2016",3104004,0,"Procurement",0
"1508N","Procurement of Ammo, Navy & MC","NAVY",2012,"2011",798181,675957,"Procurement",0.458543908372215
"1508N","Procurement of Ammo, Navy & MC","NAVY",2013,"2012",626848,317100,"Procurement",0.335929521541441
"1508N","Procurement of Ammo, Navy & MC","NAVY",2014,"2013",602249,285747,"Procurement",0.321788611660413
"1508N","Procurement of Ammo, Navy & MC","NAVY",2015,"2014",549316,169362,"Procurement",0.235657693709839
"1508N","Procurement of Ammo, Navy & MC","NAVY",2016,"2015",674100,154519,"Procurement",0.186477741881371
"1508N","Procurement of Ammo, Navy & MC","NAVY",2017,"2016",651920,117966,"Procurement",0.153225282704193
"1611N","Shipbuilding & Conversion, Navy","NAVY",2012,"2011",13838716,0,"Procurement",0
"1611N","Shipbuilding & Conversion, Navy","NAVY",2013,"2012",14919114,0,"Procurement",0
"1611N","Shipbuilding and Conversion, Navy","NAVY",2014,"2013",15382992,0,"Procurement",0
"1611N","Shipbuilding and Conversion, Navy","NAVY",2015,"2014",15231364,0,"Procurement",0
"1611N","Shipbuilding and Conversion, Navy","NAVY",2016,"2015",16143760,0,"Procurement",0
"1611N","Shipbuilding and Conversion, Navy","NAVY",2017,"2016",22418431,0,"Procurement",0
"1810N","Other Procurement, Navy","",2012,"2011",19767,0,"Procurement",0
"1810N","Other Procurement, Navy","",2013,"2012",14402,0,"Procurement",0
"1810N","Other Procurement, Navy","",2014,"2013",13063,0,"Procurement",0
"1810N","Other Procurement, Navy","",2015,"2014",12140,0,"Procurement",0
"1810N","Other Procurement, Navy","",2016,"2015",10847,2400,"Procurement",0.181173095795274
"1810N","Other Procurement, Navy","",2017,"2016",21439,12000,"Procurement",0.358862406172433
"1810N","Other Procurement, Navy","NAVY",2012,"2011",5319840,269877,"Procurement",0.0482809773732731
"1810N","Other Procurement, Navy","NAVY",2013,"2012",5998983,236125,"Procurement",0.0378702341643481
"1810N","Other Procurement, Navy","NAVY",2014,"2013",5977161,98882,"Procurement",0.016274078376338
"1810N","Other Procurement, Navy","NAVY",2015,"2014",5560478,0,"Procurement",0
"1810N","Other Procurement, Navy","NAVY",2016,"2015",5835711,121310,"Procurement",0.0203642055315904
"1810N","Other Procurement, Navy","NAVY",2017,"2016",6462818,186,"Procurement",2.87791868920397e-05
"2031A","Aircraft Procurement, Army","ARMY",2012,"2011",5078111,1438802,"Procurement",0.220779685105509
"2031A","Aircraft Procurement, Army","ARMY",2013,"2012",5360334,1137381,"Procurement",0.175043226734321
"2031A","Aircraft Procurement, Army","ARMY",2014,"2013",5371508,486200,"Procurement",0.0830017474411493
"2031A","Aircraft Procurement, Army","ARMY",2015,"2014",4764891,669000,"Procurement",0.123116197950971
"2031A","Aircraft Procurement, Army","ARMY",2016,"2015",5216225,196200,"Procurement",0.0362499249412232
"2031A","Aircraft Procurement, Army","ARMY",2017,"2016",6302720,161987,"Procurement",0.025057129425974
"2032A","Missile Procurement, Army","ARMY",2012,"2011",1247194,475954,"Procurement",0.276211909830148
"2032A","Missile Procurement, Army","ARMY",2013,"2012",1461223,126556,"Procurement",0.0797063067341236
"2032A","Missile Procurement, Army","ARMY",2014,"2013",1439982,49653,"Procurement",0.033332326375253
"2032A","Missile Procurement, Army","ARMY",2015,"2014",1549491,128645,"Procurement",0.0766594602582866
"2032A","Missile Procurement, Army","ARMY",2016,"2015",1208692,32136,"Procurement",0.0258988352938522
"2032A","Missile Procurement, Army","ARMY",2017,"2016",1628695,37260,"Procurement",0.0223655500898884
"2033A","Procurement of W&TCV, Army","ARMY",2012,"2011",2287516,1172208,"Procurement",0.338815466204819
"2033A","Procurement of W&TCV, Army","ARMY",2013,"2012",2070405,37117,"Procurement",0.0176116785495003
"2033A","Procurement of W&TCV, Army","ARMY",2014,"2013",2064127,15422,"Procurement",0.00741603107212189
"2033A","Procurement of W&TCV, Army","ARMY",2015,"2014",1610811,0,"Procurement",0
"2033A","Procurement of W&TCV, Army","ARMY",2016,"2015",1722136,5000,"Procurement",0.00289496600151928
"2033A","Procurement of W&TCV, Army","ARMY",2017,"2016",1951646,486630,"Procurement",0.199579538985742
"2034A","Procurement of Ammunition, Army","ARMY",2012,"2011",2049773,381222,"Procurement",0.156817270294674
"2034A","Procurement of Ammunition, Army","ARMY",2013,"2012",1884424,208381,"Procurement",0.0995701940696816
"2034A","Procurement of Ammunition, Army","ARMY",2014,"2013",1882175,357493,"Procurement",0.159618747064297
"2034A","Procurement of Ammunition, Army","ARMY",2015,"2014",1444067,190900,"Procurement",0.116760766425255
"2034A","Procurement of Ammunition, Army","ARMY",2016,"2015",1015477,140905,"Procurement",0.121849873138807
"2034A","Procurement of Ammunition, Army","ARMY",2017,"2016",1245426,222040,"Procurement",0.151308445987846
"2035A","Other Procurement, Army","",2012,"2011",2560,775,"Procurement",0.232383808095952
"2035A","Other Procurement, Army","",2013,"2012",4273,795,"Procurement",0.156866614048934
"2035A","Other Procurement, Army","",2014,"2013",3435,0,"Procurement",0
"2035A","Other Procurement, Army","",2015,"2014",3558,0,"Procurement",0
"2035A","Other Procurement, Army","",2016,"2015",3619,1000,"Procurement",0.216497077289457
"2035A","Other Procurement, Army","",2017,"2016",6467,0,"Procurement",0
"2035A","Other Procurement, Army","ARMY",2012,"2011",8415389,7687036,"Procurement",0.477383748100053
"2035A","Other Procurement, Army","ARMY",2013,"2012",7919941,1333550,"Procurement",0.144113178475021
"2035A","Other Procurement, Army","ARMY",2014,"2013",7528156,2015907,"Procurement",0.211221049148565
"2035A","Other Procurement, Army","ARMY",2015,"2014",4933350,653902,"Procurement",0.117034635273297
"2035A","Other Procurement, Army","ARMY",2016,"2015",4743904,772583,"Procurement",0.140049817936669
"2035A","Other Procurement, Army","ARMY",2017,"2016",5712344,1175596,"Procurement",0.170674541299721
"2093A","Joint Impr Explosive Dev Defeat Fund","ARMY",2012,"2011",121550,1762010,"Procurement",0.935467943681115
"2093A","Joint Impr Explosive Dev Defeat Fund","ARMY",2013,"2012",0,2441984,"Procurement",1
"2093A","Joint Impr Explosive Dev Defeat Fund","ARMY",2014,"2013",0,1675400,"Procurement",1
"2093A","Joint Impr Explosive Dev Defeat Fund","ARMY",2015,"2014",0,879225,"Procurement",1
"2093A","Joint Impr Explosive Dev Defeat Fund","ARMY",2016,"2015",0,444464,"Procurement",1
"2093A","Joint Improvised Explosive Device Defeat Fund","ARMY",2017,"2016",0,349464,"Procurement",1
"2093D","Joint Improvised-Threat Defeat Fund","DTRA",2017,"2016",0,0,"Procurement",
"3010F","Aircraft Procurement, Air Force","",2012,"2011",12981,0,"Procurement",0
"3010F","Aircraft Procurement, Air Force","",2013,"2012",16502,0,"Procurement",0
"3010F","Aircraft Procurement, Air Force","",2014,"2013",20164,0,"Procurement",0
"3010F","Aircraft Procurement, Air Force","",2015,"2014",75845,0,"Procurement",0
"3010F","Aircraft Procurement, Air Force","",2016,"2015",69380,0,"Procurement",0
"3010F","Aircraft Procurement, Air Force","",2017,"2016",42503,0,"Procurement",0
"3010F","Aircraft Procurement, Air Force","AF",2012,"2011",12612458,896227,"Procurement",0.0663445035545651
"3010F","Aircraft Procurement, Air Force","AF",2013,"2012",12933498,1235777,"Procurement",0.0872152597786408
"3010F","Aircraft Procurement, Air Force","AF",2014,"2013",12723641,305600,"Procurement",0.0234549349421045
"3010F","Aircraft Procurement, Air Force","AF",2015,"2014",10303335,188868,"Procurement",0.0180007954478197
"3010F","Aircraft Procurement, Air Force","AF",2016,"2015",11998323,481019,"Procurement",0.0385452213746526
"3010F","Aircraft Procurement, Air Force","AF",2017,"2016",16310364,128900,"Procurement",0.0078409836352771
"3011F","Procurement of Ammunition, Air Force","AF",2012,"2011",799078,256819,"Procurement",0.243223534113649
"3011F","Procurement of Ammunition, Air Force","AF",2013,"2012",499185,109010,"Procurement",0.179235278159143
"3011F","Procurement of Ammunition, Air Force","AF",2014,"2013",502240,116203,"Procurement",0.187896055093194
"3011F","Procurement of Ammunition, Air Force","AF",2015,"2014",729677,137826,"Procurement",0.15887668399994
"3011F","Procurement of Ammunition, Air Force","AF",2016,"2015",659909,219785,"Procurement",0.249842558889796
"3011F","Procurement of Ammunition, Air Force","AF",2017,"2016",1744515,228874,"Procurement",0.115980174207924
"3020F","Missile Procurement, Air Force","",2012,"2011",893287,0,"Procurement",0
"3020F","Missile Procurement, Air Force","",2013,"2012",768980,0,"Procurement",0
