"SourceFiscalYear","AccountDSI","MilDeptDW","AccountTitle","Organization","BudgetActivity","BudgetActivityTitle","AGtitle","LineNumber","SAG","SAG.Title","IncludeInTOA","Classified","FiscalYear","OriginType","ActualTotal","EnactedTotal","EnactedType","PBtotal","PBtype","SpecialTotal","SpecialType","BudgetSubActivityTitle","BudgetLineItem","Var.16"
2012,"2065","A","Operation & Maintenance, ARNG","ARMY","01","Operating Forces","Land Forces","030","113","Echelons Above Brigade","Y","U",2011,"Total",,607567,,,,,,,,
2012,"2065","A","Operation & Maintenance, ARNG","ARMY","01","Operating Forces","Land Forces","040","114","Theater Level Assets","Y","U",2011,"Total",,249930,,,,,,,,
2012,"2065","A","Operation & Maintenance, ARNG","ARMY","01","Operating Forces","Land Forces","050","115","Land Forces Operations Support","Y","U",2011,"Total",,35657,,,,,,,,
2012,"2065","A","Operation & Maintenance, ARNG","ARMY","01","Operating Forces","Land Forces","060","116","Aviation Assets","Y","U",2011,"Total",,838895,,,,,,,,
2012,"2065","A","Operation & Maintenance, ARNG","ARMY","01","Operating Forces","Land Forces Readiness","070","121","Force Readiness Operations Support","Y","U",2011,"Total",,570119,,,,,,,,
2012,"2065","A","Operation & Maintenance, ARNG","ARMY","01","Operating Forces","Land Forces Readiness","080","122","Land Forces Systems Readiness","Y","U",2011,"Total",,121980,,,,,,,,
2012,"2065","A","Operation & Maintenance, ARNG","ARMY","01","Operating Forces","Land Forces Readiness","090","123","Land Forces Depot Maintenance","Y","U",2011,"Total",,380789,,,,,,,,
2012,"2065","A","Operation & Maintenance, ARNG","ARMY","01","Operating Forces","Land Forces Readiness Support","100","131","Base Operations Support","Y","U",2011,"Total",,933514,,,,,,,,
2012,"2065","A","Operation & Maintenance, ARNG","ARMY","01","Operating Forces","Land Forces Readiness Support","110","132","Facilities Sustainment, Restoration, & Modernization","Y","U",2011,"Total",,621843,,,,,,,,
2012,"2065","A","Operation & Maintenance, ARNG","ARMY","01","Operating Forces","Land Forces Readiness Support","120","133","Management And Operational Hq","Y","U",2011,"Total",,540738,,,,,,,,
2012,"2065","A","Operation & Maintenance, ARNG","ARMY","01","Operating Forces","Land Forces Readiness Support","130","135","Additional Activities","Y","U",2011,"Total",,544349,,,,,,,,
2012,"2065","A","Operation & Maintenance, ARNG","ARMY","04","Admin & Srvwd Activities","Logistics Operations","140","421","Servicewide Transportation","Y","U",2011,"Total",,17771,,,,,,,,
2012,"2065","A","Operation & Maintenance, ARNG","ARMY","04","Admin & Srvwd Activities","Servicewide Support","150","431","Administration","Y","U",2011,"Total",,183781,,,,,,,,
2012,"2065","A","Operation & Maintenance, ARNG","ARMY","04","Admin & Srvwd Activities","Servicewide Support","160","432","Servicewide Communications","Y","U",2011,"Total",,48188,,,,,,,,
2012,"2065","A","Operation & Maintenance, ARNG","ARMY","04","Admin & Srvwd Activities","Servicewide Support","170","433","Manpower Management","Y","U",2011,"Total",,8020,,,,,,,,
2012,"2065","A","Operation & Maintenance, ARNG","ARMY","04","Admin & Srvwd Activities","Servicewide Support","180","434","Recruiting And Advertising","Y","U",2011,"Total",,440245,,,,,,,,
2012,"2065","A","Operation & Maintenance, ARNG","ARMY","20","Undistributed","Undistributed","190","CR11","Adj to Match Continuing Resolution","Y","U",2011,"Total",,-445092,,,,,,,,
2012,"2091","A","Afghanistan Security Forces Fund","ARMY","01","Ministry of Defense","Defense Forces","010","ES01","Infrastructure","Y","U",2011,"Total",,1790933,,,,,,,,
2012,"2091","A","Afghanistan Security Forces Fund","ARMY","01","Ministry of Defense","Defense Forces","020","ES02","Equipment And Transportation","Y","U",2011,"Total",,1846623,,,,,,,,
2012,"2091","A","Afghanistan Security Forces Fund","ARMY","01","Ministry of Defense","Defense Forces","030","ES03","Training And Operations","Y","U",2011,"Total",,836842,,,,,,,,
2012,"2091","A","Afghanistan Security Forces Fund","ARMY","01","Ministry of Defense","Defense Forces","040","ES04","Sustainment","Y","U",2011,"Total",,2992616,,,,,,,,
2012,"2091","A","Afghanistan Security Forces Fund","ARMY","02","Ministry of Interior","Interior Forces","060","ES05","Infrastructure","Y","U",2011,"Total",,1078413,,,,,,,,
2012,"2091","A","Afghanistan Security Forces Fund","ARMY","02","Ministry of Interior","Interior Forces","070","ES06","Equipment And Transportation","Y","U",2011,"Total",,917966,,,,,,,,
2012,"2091","A","Afghanistan Security Forces Fund","ARMY","02","Ministry of Interior","Interior Forces","080","ES07","Training And Operations","Y","U",2011,"Total",,990213,,,,,,,,
2012,"2091","A","Afghanistan Security Forces Fund","ARMY","02","Ministry of Interior","Interior Forces","090","ES08","Sustainment","Y","U",2011,"Total",,1098845,,,,,,,,
2012,"2091","A","Afghanistan Security Forces Fund","ARMY","03","Associated Activities","Related Activities","110","ES10","Sustainment","Y","U",2011,"Total",,6037,,,,,,,,
2012,"2091","A","Afghanistan Security Forces Fund","ARMY","03","Associated Activities","Related Activities","120","ES11","Training And Operations","Y","U",2011,"Total",,1530,,,,,,,,
2012,"2091","A","Afghanistan Security Forces Fund","ARMY","03","Associated Activities","Related Activities","130","ES12","Infrastructure","Y","U",2011,"Total",,58265,,,,,,,,
2012,"2091","A","Afghanistan Security Forces Fund","ARMY","03","Associated Activities","Related Activities","140","ES14","Coin Activities","Y","U",2011,"Total",,1000,,,,,,,,
2012,"2091","A","Afghanistan Security Forces Fund","ARMY","03","Associated Activities","Related Activities","150","ES16","Equipment And Transportation","Y","U",2011,"Total",,0,,,,,,,,
2012,"2091","A","Afghanistan Security Forces Fund","ARMY","05","Contributions","Related Activities","170","500","Contributions","Y","U",2011,"Total",,0,,,,,,,,
2012,"2091","A","Afghanistan Security Forces Fund","ARMY","20","Undistributed","Undistributed","180","CR11","Adj to Match Continuing Resolution","Y","U",2011,"Total",,-2676609,,,,,,,,
2012,"2092","A","Iraq Security Forces Fund","ARMY","01","Ministry of Defense","Administration","040","100","Iraq Security Forces Fund","Y","U",2011,"Total",,0,,,,,,,,
2012,"2092","A","Iraq Security Forces Fund","ARMY","01","Ministry of Defense","Defense Forces","010","ES02","Equipment And Transportation","Y","U",2011,"Total",,1067706,,,,,,,,
2012,"2092","A","Iraq Security Forces Fund","ARMY","01","Ministry of Defense","Defense Forces","020","ES03","Training","Y","U",2011,"Total",,248075,,,,,,,,
2012,"2092","A","Iraq Security Forces Fund","ARMY","01","Ministry of Defense","Defense Forces","030","ES04","Sustainment","Y","U",2011,"Total",,341125,,,,,,,,
2012,"2092","A","Iraq Security Forces Fund","ARMY","02","Ministry of Interior","Administration","070","200","Iraq Interior Forces","Y","U",2011,"Total",,0,,,,,,,,
2012,"2092","A","Iraq Security Forces Fund","ARMY","02","Ministry of Interior","Interior Forces","050","ES06","Equipment And Transportation","Y","U",2011,"Total",,220469,,,,,,,,
2012,"2092","A","Iraq Security Forces Fund","ARMY","02","Ministry of Interior","Interior Forces","060","ES08","Sustainment","Y","U",2011,"Total",,47625,,,,,,,,
2012,"2092","A","Iraq Security Forces Fund","ARMY","03","Associated Activities","Related Activities","080","ES10","Quick Response Force","Y","U",2011,"Total",,75000,,,,,,,,
2012,"2092","A","Iraq Security Forces Fund","ARMY","20","Undistributed","Undistributed","090","CR11","Adj to Match Continuing Resolution","Y","U",2011,"Total",,-1086058,,,,,,,,
2012,"2096","A","Afghanistan Infrastructure Fund","ARMY","01","Power","Administration","010","110","Power","Y","U",2011,"Total",,0,,,,,,,,
2012,"2096","A","Afghanistan Infrastructure Fund","ARMY","01","Power","Administration","020","120","Transportation","Y","U",2011,"Total",,0,,,,,,,,
2012,"2096","A","Afghanistan Infrastructure Fund","ARMY","01","Power","Administration","030","130","Water","Y","U",2011,"Total",,0,,,,,,,,
2012,"2096","A","Afghanistan Infrastructure Fund","ARMY","01","Power","Administration","040","140","Other Related Activities","Y","U",2011,"Total",,0,,,,,,,,
2012,"1804","N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Air Operations","010","1A1A","Mission And Other Flight Operations","Y","U",2011,"Total",,6269750,,,,,,,,
2012,"1804","N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Air Operations","020","1A2A","Fleet Air Training","Y","U",2011,"Total",,84798,,,,,,,,
2012,"1804","N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Air Operations","030","1A3A","Aviation Technical Data & Engineering Services","Y","U",2011,"Total",,40332,,,,,,,,
2012,"1804","N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Air Operations","040","1A4A","Air Operations And Safety Support","Y","U",2011,"Total",,127322,,,,,,,,
2012,"1804","N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Air Operations","050","1A4N","Air Systems Support","Y","U",2011,"Total",,400087,,,,,,,,
2012,"1804","N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Air Operations","060","1A5A","Aircraft Depot Maintenance","Y","U",2011,"Total",,1454524,,,,,,,,
2012,"1804","N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Air Operations","070","1A6A","Aircraft Depot Operations Support","Y","U",2011,"Total",,27448,,,,,,,,
2012,"1804","N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Air Operations","080","1A9A","Aviation Logistics","Y","U",2011,"Total",,0,,,,,,,,
2012,"1804","N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Ship Operations","090","1B1B","Mission And Other Ship Operations","Y","U",2011,"Total",,4848378,,,,,,,,
2012,"1804","N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Ship Operations","100","1B2B","Ship Operations Support & Training","Y","U",2011,"Total",,756455,,,,,,,,
2012,"1804","N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Ship Operations","110","1B4B","Ship Depot Maintenance","Y","U",2011,"Total",,6028226,,,,,,,,
2012,"1804","N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Ship Operations","120","1B5B","Ship Depot Operations Support","Y","U",2011,"Total",,1344844,,,,,,,,
2012,"1804","N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Combat Operations/Support","130","1C1C","Combat Communications","Y","U",2011,"Total",,653537,,,,,,,,
2012,"1804","N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Combat Operations/Support","140","1C2C","Electronic Warfare","Y","U",2011,"Total",,89340,,,,,,,,
2012,"1804","N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Combat Operations/Support","150","1C3C","Space Systems And Surveillance","Y","U",2011,"Total",,177397,,,,,,,,
2012,"1804","N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Combat Operations/Support","160","1C4C","Warfare Tactics","Y","U",2011,"Total",,498869,,,,,,,,
2012,"1804","N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Combat Operations/Support","170","1C5C","Operational Meteorology And Oceanography","Y","U",2011,"Total",,341380,,,,,,,,
2012,"1804","N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Combat Operations/Support","180","1C6C","Combat Support Forces","Y","U",2011,"Total",,3821345,,,,,,,,
2012,"1804","N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Combat Operations/Support","190","1C7C","Equipment Maintenance","Y","U",2011,"Total",,169662,,,,,,,,
2012,"1804","N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Combat Operations/Support","200","1C8C","Depot Operations Support","Y","U",2011,"Total",,2836,,,,,,,,
2012,"1804","N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Combat Operations/Support","210","1CCH","Combatant Commanders Core Operations","Y","U",2011,"Total",,215250,,,,,,,,
2012,"1804","N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Combat Operations/Support","220","1CCM","Combatant Commanders Direct Mission Support","Y","U",2011,"Total",,281526,,,,,,,,
2012,"1804","N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Weapons Support","230","1D1D","Cruise Missile","Y","U",2011,"Total",,130219,,,,,,,,
2012,"1804","N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Weapons Support","240","1D2D","Fleet Ballistic Missile","Y","U",2011,"Total",,1138418,,,,,,,,
2012,"1804","N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Weapons Support","250","1D3D","In-Service Weapons Systems Support","Y","U",2011,"Total",,188302,,,,,,,,
2012,"1804","N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Weapons Support","260","1D4D","Weapons Maintenance","Y","U",2011,"Total",,542080,,,,,,,,
2012,"1804","N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Weapons Support","270","1D7D","Other Weapon Systems Support","Y","U",2011,"Total",,383689,,,,,,,,
2012,"1804","N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Base Support","280","BSIT","Enterprise Information","Y","U",2011,"Total",,830857,,,,,,,,
2012,"1804","N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Base Support","290","BSM1","Sustainment, Restoration And Modernization","Y","U",2011,"Total",,1928636,,,,,,,,
2012,"1804","N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Base Support","300","BSS1","Base Operating Support","Y","U",2011,"Total",,4884606,,,,,,,,
2012,"1804","N","Operation & Maintenance, Navy","NAVY","02","Mobilization","Ready Reserve And Prepositioning Force","310","2A1F","Ship Prepositioning And Surge","Y","U",2011,"Total",,451347,,,,,,,,
2012,"1804","N","Operation & Maintenance, Navy","NAVY","02","Mobilization","Activations/Inactivations","320","2B1G","Aircraft Activations/Inactivations","Y","U",2011,"Total",,7593,,,,,,,,
2012,"1804","N","Operation & Maintenance, Navy","NAVY","02","Mobilization","Activations/Inactivations","330","2B2G","Ship Activations/Inactivations","Y","U",2011,"Total",,177482,,,,,,,,
2012,"1804","N","Operation & Maintenance, Navy","NAVY","02","Mobilization","Mobilization Preparation","340","2C1H","Expeditionary Health Services Systems","Y","U",2011,"Total",,75390,,,,,,,,
2012,"1804","N","Operation & Maintenance, Navy","NAVY","02","Mobilization","Mobilization Preparation","350","2C2H","Industrial Readiness","Y","U",2011,"Total",,2707,,,,,,,,
2012,"1804","N","Operation & Maintenance, Navy","NAVY","02","Mobilization","Mobilization Preparation","360","2C3H","Coast Guard Support","Y","U",2011,"Total",,278306,,,,,,,,
2012,"1804","N","Operation & Maintenance, Navy","NAVY","03","Training and Recruiting","Accession Training","370","3A1J","Officer Acquisition","Y","U",2011,"Total",,141057,,,,,,,,
2012,"1804","N","Operation & Maintenance, Navy","NAVY","03","Training and Recruiting","Accession Training","380","3A2J","Recruit Training","Y","U",2011,"Total",,10853,,,,,,,,
2012,"1804","N","Operation & Maintenance, Navy","NAVY","03","Training and Recruiting","Accession Training","390","3A3J","Reserve Officers Training Corps","Y","U",2011,"Total",,143504,,,,,,,,
2012,"1804","N","Operation & Maintenance, Navy","NAVY","03","Training and Recruiting","Basic Skills And Advanced Training","400","3B1K","Specialized Skill Training","Y","U",2011,"Total",,614458,,,,,,,,
2012,"1804","N","Operation & Maintenance, Navy","NAVY","03","Training and Recruiting","Basic Skills And Advanced Training","410","3B2K","Flight Training","Y","U",2011,"Total",,1538171,,,,,,,,
2012,"1804","N","Operation & Maintenance, Navy","NAVY","03","Training and Recruiting","Basic Skills And Advanced Training","420","3B3K","Professional Development Education","Y","U",2011,"Total",,162844,,,,,,,,
2012,"1804","N","Operation & Maintenance, Navy","NAVY","03","Training and Recruiting","Basic Skills And Advanced Training","430","3B4K","Training Support","Y","U",2011,"Total",,176553,,,,,,,,
2012,"1804","N","Operation & Maintenance, Navy","NAVY","03","Training and Recruiting","Recruiting And Other Training & Education","440","3C1L","Recruiting And Advertising","Y","U",2011,"Total",,261287,,,,,,,,
2012,"1804","N","Operation & Maintenance, Navy","NAVY","03","Training and Recruiting","Recruiting And Other Training & Education","450","3C3L","Off-Duty And Voluntary Education","Y","U",2011,"Total",,145560,,,,,,,,
2012,"1804","N","Operation & Maintenance, Navy","NAVY","03","Training and Recruiting","Recruiting And Other Training & Education","460","3C4L","Civilian Education And Training","Y","U",2011,"Total",,109865,,,,,,,,
2012,"1804","N","Operation & Maintenance, Navy","NAVY","03","Training and Recruiting","Recruiting And Other Training & Education","470","3C5L","Junior ROTC","Y","U",2011,"Total",,50369,,,,,,,,
2012,"1804","N","Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Servicewide Support","480","4A1M","Administration","Y","U",2011,"Total",,833275,,,,,,,,
2012,"1804","N","Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Servicewide Support","490","4A2M","External Relations","Y","U",2011,"Total",,8099,,,,,,,,
2012,"1804","N","Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Servicewide Support","500","4A3M","Civilian Manpower And Personnel Management","Y","U",2011,"Total",,119288,,,,,,,,
2012,"1804","N","Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Servicewide Support","510","4A4M","Military Manpower And Personnel Management","Y","U",2011,"Total",,205989,,,,,,,,
2012,"1804","N","Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Servicewide Support","520","4A5M","Other Personnel Support","Y","U",2011,"Total",,285286,,,,,,,,
2012,"1804","N","Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Servicewide Support","530","4A6M","Servicewide Communications","Y","U",2011,"Total",,531738,,,,,,,,
2012,"1804","N","Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Servicewide Support","540","4A8M","Medical Activities","Y","U",2011,"Total",,0,,,,,,,,
2012,"1804","N","Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Logistics Operations And Technical Support","550","4B1N","Servicewide Transportation","Y","U",2011,"Total",,531162,,,,,,,,
2012,"1804","N","Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Logistics Operations And Technical Support","560","4B2E","Environmental Programs","Y","U",2011,"Total",,0,,,,,,,,
2012,"1804","N","Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Logistics Operations And Technical Support","570","4B2N","Planning, Engineering And Design","Y","U",2011,"Total",,259990,,,,,,,,
2012,"1804","N","Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Logistics Operations And Technical Support","580","4B3N","Acquisition And Program Management","Y","U",2011,"Total",,874160,,,,,,,,
2012,"1804","N","Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Logistics Operations And Technical Support","590","4B5N","Hull, Mechanical And Electrical Support","Y","U",2011,"Total",,55217,,,,,,,,
2012,"1804","N","Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Logistics Operations And Technical Support","600","4B6N","Combat/Weapons Systems","Y","U",2011,"Total",,19053,,,,,,,,
2012,"1804","N","Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Logistics Operations And Technical Support","610","4B7N","Space And Electronic Warfare Systems","Y","U",2011,"Total",,79855,,,,,,,,
2012,"1804","N","Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Investigations And Security Programs","620","4C1P","Naval Investigative Service","Y","U",2011,"Total",,627948,,,,,,,,
2012,"1804","N","Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Support Of Other Nations","680","4D1Q","International Headquarters And Agencies","Y","U",2011,"Total",,5567,,,,,,,,
2012,"1804","N","Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Cancelled Accounts","690","4EMM","Cancelled Account Adjustments","Y","U",2011,"Total",,0,,,,,,,,
2012,"1804","N","Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Cancelled Accounts","700","4EPJ","Judgement Fund","Y","U",2011,"Total",,0,,,,,,,,
2012,"1804","N","Operation & Maintenance, Navy","","04","Admin & Srvwd Activities","","","9999","Classified Programs","Y","U",2011,"Total",,636856,,,,,,,,
2012,"1804","N","Operation & Maintenance, Navy","NAVY","20","Undistributed","Undistributed","710","CR11","Adj to Match Continuing Resolution","Y","U",2011,"Total",,-4605927,,,,,,,,
2012,"1106","N","Operation & Maintenance, Marine Corps","NAVY","01","Operating Forces","Expeditionary Forces","010","1A1A","Operational Forces","Y","U",2011,"Total",,3194250,,,,,,,,
2012,"1106","N","Operation & Maintenance, Marine Corps","NAVY","01","Operating Forces","Expeditionary Forces","020","1A2A","Field Logistics","Y","U",2011,"Total",,1173364,,,,,,,,
2012,"1106","N","Operation & Maintenance, Marine Corps","NAVY","01","Operating Forces","Expeditionary Forces","030","1A3A","Depot Maintenance","Y","U",2011,"Total",,602141,,,,,,,,
2012,"1106","N","Operation & Maintenance, Marine Corps","NAVY","01","Operating Forces","USMC Prepositioning","040","1B1B","Maritime Prepositioning","Y","U",2011,"Total",,80152,,,,,,,,
2012,"1106","N","Operation & Maintenance, Marine Corps","NAVY","01","Operating Forces","USMC Prepositioning","050","1B2B","Norway Prepositioning","Y","U",2011,"Total",,0,,,,,,,,
2012,"1106","N","Operation & Maintenance, Marine Corps","NAVY","01","Operating Forces","Base Support","060","BSM1","Sustainment, Restoration, & Modernization","Y","U",2011,"Total",,594904,,,,,,,,
2012,"1106","N","Operation & Maintenance, Marine Corps","NAVY","01","Operating Forces","Base Support","070","BSS1","Base Operating Support","Y","U",2011,"Total",,2261438,,,,,,,,
2012,"1106","N","Operation & Maintenance, Marine Corps","NAVY","03","Training and Recruiting","Accession Training","080","3A1C","Recruit Training","Y","U",2011,"Total",,16096,,,,,,,,
2012,"1106","N","Operation & Maintenance, Marine Corps","NAVY","03","Training and Recruiting","Accession Training","090","3A2C","Officer Acquisition","Y","U",2011,"Total",,420,,,,,,,,
2012,"1106","N","Operation & Maintenance, Marine Corps","NAVY","03","Training and Recruiting","Basic Skills And Advanced Training","100","3B1D","Specialized Skill Training","Y","U",2011,"Total",,91197,,,,,,,,
2012,"1106","N","Operation & Maintenance, Marine Corps","NAVY","03","Training and Recruiting","Basic Skills And Advanced Training","110","3B2D","Flight Training","Y","U",2011,"Total",,0,,,,,,,,
2012,"1106","N","Operation & Maintenance, Marine Corps","NAVY","03","Training and Recruiting","Basic Skills And Advanced Training","120","3B3D","Professional Development Education","Y","U",2011,"Total",,32379,,,,,,,,
2012,"1106","N","Operation & Maintenance, Marine Corps","NAVY","03","Training and Recruiting","Basic Skills And Advanced Training","130","3B4D","Training Support","Y","U",2011,"Total",,542813,,,,,,,,
2012,"1106","N","Operation & Maintenance, Marine Corps","NAVY","03","Training and Recruiting","Recruiting And Other Training & Education","140","3C1F","Recruiting And Advertising","Y","U",2011,"Total",,233663,,,,,,,,
2012,"1106","N","Operation & Maintenance, Marine Corps","NAVY","03","Training and Recruiting","Recruiting And Other Training & Education","150","3C2F","Off-Duty And Voluntary Education","Y","U",2011,"Total",,61980,,,,,,,,
2012,"1106","N","Operation & Maintenance, Marine Corps","NAVY","03","Training and Recruiting","Recruiting And Other Training & Education","160","3C3F","Junior ROTC","Y","U",2011,"Total",,19497,,,,,,,,
2012,"1106","N","Operation & Maintenance, Marine Corps","NAVY","04","Admin & Srvwd Activities","Servicewide Support","170","4A2G","Special Support","Y","U",2011,"Total",,0,,,,,,,,
2012,"1106","N","Operation & Maintenance, Marine Corps","NAVY","04","Admin & Srvwd Activities","Servicewide Support","180","4A3G","Servicewide Transportation","Y","U",2011,"Total",,389569,,,,,,,,
2012,"1106","N","Operation & Maintenance, Marine Corps","NAVY","04","Admin & Srvwd Activities","Servicewide Support","190","4A4G","Administration","Y","U",2011,"Total",,345429,,,,,,,,
2012,"1106","N","Operation & Maintenance, Marine Corps","NAVY","04","Admin & Srvwd Activities","Servicewide Support","200","4B3N","Acquisition & Program Management","Y","U",2011,"Total",,87570,,,,,,,,
2012,"1106","N","Operation & Maintenance, Marine Corps","NAVY","20","Undistributed","Undistributed","210","CR11","Adj to Match Continuing Resolution","Y","U",2011,"Total",,-34555,,,,,,,,
2012,"1806","N","Operation & Maintenance, Navy Res","NAVY","01","Operating Forces","Air Operations","010","1A1A","Mission And Other Flight Operations","Y","U",2011,"Total",,648738,,,,,,,,
2012,"1806","N","Operation & Maintenance, Navy Res","NAVY","01","Operating Forces","Air Operations","020","1A3A","Intermediate Maintenance","Y","U",2011,"Total",,13609,,,,,,,,
2012,"1806","N","Operation & Maintenance, Navy Res","NAVY","01","Operating Forces","Air Operations","030","1A4A","Air Operations And Safety Support","Y","U",2011,"Total",,2668,,,,,,,,
2012,"1806","N","Operation & Maintenance, Navy Res","NAVY","01","Operating Forces","Air Operations","040","1A5A","Aircraft Depot Maintenance","Y","U",2011,"Total",,158137,,,,,,,,
2012,"1806","N","Operation & Maintenance, Navy Res","NAVY","01","Operating Forces","Air Operations","050","1A6A","Aircraft Depot Operations Support","Y","U",2011,"Total",,309,,,,,,,,
2012,"1806","N","Operation & Maintenance, Navy Res","NAVY","01","Operating Forces","Ship Operations","060","1B1B","Mission And Other Ship Operations","Y","U",2011,"Total",,75152,,,,,,,,
2012,"1806","N","Operation & Maintenance, Navy Res","NAVY","01","Operating Forces","Ship Operations","070","1B2B","Ship Operations Support & Training","Y","U",2011,"Total",,587,,,,,,,,
2012,"1806","N","Operation & Maintenance, Navy Res","NAVY","01","Operating Forces","Ship Operations","080","1B4B","Ship Depot Maintenance","Y","U",2011,"Total",,91551,,,,,,,,
2012,"1806","N","Operation & Maintenance, Navy Res","NAVY","01","Operating Forces","Combat Operations/Support","090","1C1C","Combat Communications","Y","U",2011,"Total",,19067,,,,,,,,
2012,"1806","N","Operation & Maintenance, Navy Res","NAVY","01","Operating Forces","Combat Operations/Support","100","1C6C","Combat Support Forces","Y","U",2011,"Total",,152355,,,,,,,,
2012,"1806","N","Operation & Maintenance, Navy Res","NAVY","01","Operating Forces","Weapons Support","110","1D4D","Weapons Maintenance","Y","U",2011,"Total",,5492,,,,,,,,
2012,"1806","N","Operation & Maintenance, Navy Res","NAVY","01","Operating Forces","Base Support","120","BSIT","Enterprise Information","Y","U",2011,"Total",,56046,,,,,,,,
2012,"1806","N","Operation & Maintenance, Navy Res","NAVY","01","Operating Forces","Base Support","130","BSMR","Sustainment, Restoration And Modernization","Y","U",2011,"Total",,81407,,,,,,,,
2012,"1806","N","Operation & Maintenance, Navy Res","NAVY","01","Operating Forces","Base Support","140","BSSR","Base Operating Support","Y","U",2011,"Total",,131988,,,,,,,,
2012,"1806","N","Operation & Maintenance, Navy Res","NAVY","04","Admin & Srvwd Activities","Servicewide Support","150","4A1M","Administration","Y","U",2011,"Total",,3276,,,,,,,,
2012,"1806","N","Operation & Maintenance, Navy Res","NAVY","04","Admin & Srvwd Activities","Servicewide Support","160","4A4M","Military Manpower And Personnel Management","Y","U",2011,"Total",,14762,,,,,,,,
2012,"1806","N","Operation & Maintenance, Navy Res","NAVY","04","Admin & Srvwd Activities","Servicewide Support","170","4A6M","Servicewide Communications","Y","U",2011,"Total",,2628,,,,,,,,
2012,"1806","N","Operation & Maintenance, Navy Res","NAVY","04","Admin & Srvwd Activities","Logistics Operations And Technical Support","180","4B3N","Acquisition And Program Management","Y","U",2011,"Total",,3551,,,,,,,,
2012,"1806","N","Operation & Maintenance, Navy Res","NAVY","04","Admin & Srvwd Activities","Cancelled Accounts","190","4EMM","Cancelled Account Adjustments","Y","U",2011,"Total",,0,,,,,,,,
2012,"1806","N","Operation & Maintenance, Navy Res","NAVY","04","Admin & Srvwd Activities","Cancelled Accounts","200","4EPJ","Judgment Fund","Y","U",2011,"Total",,0,,,,,,,,
2012,"1806","N","Operation & Maintenance, Navy Res","NAVY","20","Undistributed","Undistributed","210","CR11","Adj to Match Continuing Resolution","Y","U",2011,"Total",,-51817,,,,,,,,
2012,"1107","N","Operation & Maintenance, MC Reserve","NAVY","01","Operating Forces","Expeditionary Forces","010","1A1A","Operating Forces","Y","U",2011,"Total",,128137,,,,,,,,
2012,"1107","N","Operation & Maintenance, MC Reserve","NAVY","01","Operating Forces","Expeditionary Forces","020","1A3A","Depot Maintenance","Y","U",2011,"Total",,16392,,,,,,,,
