"","SourceFiscalYear","AccountDSI","MilDeptDW","AccountTitle","Organization","BudgetActivity","BudgetActivityTitle","AGtitle","LineNumber","LineNumber","SAG","SAG.Title","IncludeInTOA","IncludeInTOA","Classified","FiscalYear","OriginType","ActualTotal","EnactedTotal","EnactedType","PBtotal","PBtype"
"479",2012,"2091","A","Afghanistan Security Forces Fund","ARMY","05","Contributions","Related Activities","170","170","500","Contributions","Y","Y","U",2011,"Base",NA,NA,0,NA,NA
"480",2012,"2091","A","Afghanistan Security Forces Fund","ARMY","20","Undistributed","Undistributed","180","180","CR11","Adj to Match Continuing Resolution","Y","Y","U",2011,"Base",NA,NA,0,NA,NA
"481",2012,"2092","A","Iraq Security Forces Fund","ARMY","01","Ministry of Defense","Administration","040","040","100","Iraq Security Forces Fund","Y","Y","U",2011,"Base",NA,NA,0,NA,NA
"482",2012,"2092","A","Iraq Security Forces Fund","ARMY","01","Ministry of Defense","Defense Forces","010","010","ES02","Equipment And Transportation","Y","Y","U",2011,"Base",NA,NA,0,NA,NA
"483",2012,"2092","A","Iraq Security Forces Fund","ARMY","01","Ministry of Defense","Defense Forces","020","020","ES03","Training","Y","Y","U",2011,"Base",NA,NA,0,NA,NA
"484",2012,"2092","A","Iraq Security Forces Fund","ARMY","01","Ministry of Defense","Defense Forces","030","030","ES04","Sustainment","Y","Y","U",2011,"Base",NA,NA,0,NA,NA
"485",2012,"2092","A","Iraq Security Forces Fund","ARMY","02","Ministry of Interior","Administration","070","070","200","Iraq Interior Forces","Y","Y","U",2011,"Base",NA,NA,0,NA,NA
"486",2012,"2092","A","Iraq Security Forces Fund","ARMY","02","Ministry of Interior","Interior Forces","050","050","ES06","Equipment And Transportation","Y","Y","U",2011,"Base",NA,NA,0,NA,NA
"487",2012,"2092","A","Iraq Security Forces Fund","ARMY","02","Ministry of Interior","Interior Forces","060","060","ES08","Sustainment","Y","Y","U",2011,"Base",NA,NA,0,NA,NA
"488",2012,"2092","A","Iraq Security Forces Fund","ARMY","03","Associated Activities","Related Activities","080","080","ES10","Quick Response Force","Y","Y","U",2011,"Base",NA,NA,0,NA,NA
"489",2012,"2092","A","Iraq Security Forces Fund","ARMY","20","Undistributed","Undistributed","090","090","CR11","Adj to Match Continuing Resolution","Y","Y","U",2011,"Base",NA,NA,0,NA,NA
"490",2012,"2096","A","Afghanistan Infrastructure Fund","ARMY","01","Power","Administration","010","010","110","Power","Y","Y","U",2011,"Base",NA,NA,0,NA,NA
"491",2012,"2096","A","Afghanistan Infrastructure Fund","ARMY","01","Power","Administration","020","020","120","Transportation","Y","Y","U",2011,"Base",NA,NA,0,NA,NA
"492",2012,"2096","A","Afghanistan Infrastructure Fund","ARMY","01","Power","Administration","030","030","130","Water","Y","Y","U",2011,"Base",NA,NA,0,NA,NA
"493",2012,"2096","A","Afghanistan Infrastructure Fund","ARMY","01","Power","Administration","040","040","140","Other Related Activities","Y","Y","U",2011,"Base",NA,NA,0,NA,NA
"494",2012,"1804","N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Air Operations","010","010","1A1A","Mission And Other Flight Operations","Y","Y","U",2011,"Base",NA,NA,8457322,NA,NA
"495",2012,"1804","N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Air Operations","020","020","1A2A","Fleet Air Training","Y","Y","U",2011,"Base",NA,NA,155302,NA,NA
"496",2012,"1804","N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Air Operations","030","030","1A3A","Aviation Technical Data & Engineering Services","Y","Y","U",2011,"Base",NA,NA,74328,NA,NA
"497",2012,"1804","N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Air Operations","040","040","1A4A","Air Operations And Safety Support","Y","Y","U",2011,"Base",NA,NA,191843,NA,NA
"498",2012,"1804","N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Air Operations","050","050","1A4N","Air Systems Support","Y","Y","U",2011,"Base",NA,NA,678750,NA,NA
"499",2012,"1804","N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Air Operations","060","060","1A5A","Aircraft Depot Maintenance","Y","Y","U",2011,"Base",NA,NA,2331885,NA,NA
"500",2012,"1804","N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Air Operations","070","070","1A6A","Aircraft Depot Operations Support","Y","Y","U",2011,"Base",NA,NA,52403,NA,NA
"501",2012,"1804","N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Air Operations","080","080","1A9A","Aviation Logistics","Y","Y","U",2011,"Base",NA,NA,0,NA,NA
"502",2012,"1804","N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Ship Operations","090","090","1B1B","Mission And Other Ship Operations","Y","Y","U",2011,"Base",NA,NA,7058052,NA,NA
"503",2012,"1804","N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Ship Operations","100","100","1B2B","Ship Operations Support & Training","Y","Y","U",2011,"Base",NA,NA,1391756,NA,NA
"504",2012,"1804","N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Ship Operations","110","110","1B4B","Ship Depot Maintenance","Y","Y","U",2011,"Base",NA,NA,9090859,NA,NA
"505",2012,"1804","N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Ship Operations","120","120","1B5B","Ship Depot Operations Support","Y","Y","U",2011,"Base",NA,NA,2567542,NA,NA
"506",2012,"1804","N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Combat Operations/Support","130","130","1C1C","Combat Communications","Y","Y","U",2011,"Base",NA,NA,1174274,NA,NA
"507",2012,"1804","N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Combat Operations/Support","140","140","1C2C","Electronic Warfare","Y","Y","U",2011,"Base",NA,NA,170566,NA,NA
"508",2012,"1804","N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Combat Operations/Support","150","150","1C3C","Space Systems And Surveillance","Y","Y","U",2011,"Base",NA,NA,338682,NA,NA
"509",2012,"1804","N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Combat Operations/Support","160","160","1C4C","Warfare Tactics","Y","Y","U",2011,"Base",NA,NA,794346,NA,NA
"510",2012,"1804","N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Combat Operations/Support","170","170","1C5C","Operational Meteorology And Oceanography","Y","Y","U",2011,"Base",NA,NA,604301,NA,NA
"511",2012,"1804","N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Combat Operations/Support","180","180","1C6C","Combat Support Forces","Y","Y","U",2011,"Base",NA,NA,2068816,NA,NA
"512",2012,"1804","N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Combat Operations/Support","190","190","1C7C","Equipment Maintenance","Y","Y","U",2011,"Base",NA,NA,316894,NA,NA
"513",2012,"1804","N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Combat Operations/Support","200","200","1C8C","Depot Operations Support","Y","Y","U",2011,"Base",NA,NA,5414,NA,NA
"514",2012,"1804","N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Combat Operations/Support","210","210","1CCH","Combatant Commanders Core Operations","Y","Y","U",2011,"Base",NA,NA,397586,NA,NA
"515",2012,"1804","N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Combat Operations/Support","220","220","1CCM","Combatant Commanders Direct Mission Support","Y","Y","U",2011,"Base",NA,NA,523249,NA,NA
"516",2012,"1804","N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Weapons Support","230","230","1D1D","Cruise Missile","Y","Y","U",2011,"Base",NA,NA,248611,NA,NA
"517",2012,"1804","N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Weapons Support","240","240","1D2D","Fleet Ballistic Missile","Y","Y","U",2011,"Base",NA,NA,2173439,NA,NA
"518",2012,"1804","N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Weapons Support","250","250","1D3D","In-Service Weapons Systems Support","Y","Y","U",2011,"Base",NA,NA,170268,NA,NA
"519",2012,"1804","N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Weapons Support","260","260","1D4D","Weapons Maintenance","Y","Y","U",2011,"Base",NA,NA,877382,NA,NA
"520",2012,"1804","N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Weapons Support","270","270","1D7D","Other Weapon Systems Support","Y","Y","U",2011,"Base",NA,NA,700192,NA,NA
"521",2012,"1804","N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Base Support","280","280","BSIT","Enterprise Information","Y","Y","U",2011,"Base",NA,NA,1566491,NA,NA
"522",2012,"1804","N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Base Support","290","290","BSM1","Sustainment, Restoration And Modernization","Y","Y","U",2011,"Base",NA,NA,3628168,NA,NA
"523",2012,"1804","N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Base Support","300","300","BSS1","Base Operating Support","Y","Y","U",2011,"Base",NA,NA,8596739,NA,NA
"524",2012,"1804","N","Operation & Maintenance, Navy","NAVY","02","Mobilization","Ready Reserve And Prepositioning Force","310","310","2A1F","Ship Prepositioning And Surge","Y","Y","U",2011,"Base",NA,NA,809580,NA,NA
"525",2012,"1804","N","Operation & Maintenance, Navy","NAVY","02","Mobilization","Activations/Inactivations","320","320","2B1G","Aircraft Activations/Inactivations","Y","Y","U",2011,"Base",NA,NA,14496,NA,NA
"526",2012,"1804","N","Operation & Maintenance, Navy","NAVY","02","Mobilization","Activations/Inactivations","330","330","2B2G","Ship Activations/Inactivations","Y","Y","U",2011,"Base",NA,NA,338844,NA,NA
"527",2012,"1804","N","Operation & Maintenance, Navy","NAVY","02","Mobilization","Mobilization Preparation","340","340","2C1H","Expeditionary Health Services Systems","Y","Y","U",2011,"Base",NA,NA,135532,NA,NA
"528",2012,"1804","N","Operation & Maintenance, Navy","NAVY","02","Mobilization","Mobilization Preparation","350","350","2C2H","Industrial Readiness","Y","Y","U",2011,"Base",NA,NA,5168,NA,NA
"529",2012,"1804","N","Operation & Maintenance, Navy","NAVY","02","Mobilization","Mobilization Preparation","360","360","2C3H","Coast Guard Support","Y","Y","U",2011,"Base",NA,NA,45524,NA,NA
"530",2012,"1804","N","Operation & Maintenance, Navy","NAVY","03","Training and Recruiting","Accession Training","370","370","3A1J","Officer Acquisition","Y","Y","U",2011,"Base",NA,NA,269302,NA,NA
"531",2012,"1804","N","Operation & Maintenance, Navy","NAVY","03","Training and Recruiting","Accession Training","380","380","3A2J","Recruit Training","Y","Y","U",2011,"Base",NA,NA,20720,NA,NA
"532",2012,"1804","N","Operation & Maintenance, Navy","NAVY","03","Training and Recruiting","Accession Training","390","390","3A3J","Reserve Officers Training Corps","Y","Y","U",2011,"Base",NA,NA,273974,NA,NA
"533",2012,"1804","N","Operation & Maintenance, Navy","NAVY","03","Training and Recruiting","Basic Skills And Advanced Training","400","400","3B1K","Specialized Skill Training","Y","Y","U",2011,"Base",NA,NA,1017598,NA,NA
"534",2012,"1804","N","Operation & Maintenance, Navy","NAVY","03","Training and Recruiting","Basic Skills And Advanced Training","410","410","3B2K","Flight Training","Y","Y","U",2011,"Base",NA,NA,2936637,NA,NA
"535",2012,"1804","N","Operation & Maintenance, Navy","NAVY","03","Training and Recruiting","Basic Skills And Advanced Training","420","420","3B3K","Professional Development Education","Y","Y","U",2011,"Base",NA,NA,310898,NA,NA
"536",2012,"1804","N","Operation & Maintenance, Navy","NAVY","03","Training and Recruiting","Basic Skills And Advanced Training","430","430","3B4K","Training Support","Y","Y","U",2011,"Base",NA,NA,326761,NA,NA
"537",2012,"1804","N","Operation & Maintenance, Navy","NAVY","03","Training and Recruiting","Recruiting And Other Training & Education","440","440","3C1L","Recruiting And Advertising","Y","Y","U",2011,"Base",NA,NA,498842,NA,NA
"538",2012,"1804","N","Operation & Maintenance, Navy","NAVY","03","Training and Recruiting","Recruiting And Other Training & Education","450","450","3C3L","Off-Duty And Voluntary Education","Y","Y","U",2011,"Base",NA,NA,277899,NA,NA
"539",2012,"1804","N","Operation & Maintenance, Navy","NAVY","03","Training and Recruiting","Recruiting And Other Training & Education","460","460","3C4L","Civilian Education And Training","Y","Y","U",2011,"Base",NA,NA,209751,NA,NA
"540",2012,"1804","N","Operation & Maintenance, Navy","NAVY","03","Training and Recruiting","Recruiting And Other Training & Education","470","470","3C5L","Junior ROTC","Y","Y","U",2011,"Base",NA,NA,96163,NA,NA
"541",2012,"1804","N","Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Servicewide Support","480","480","4A1M","Administration","Y","Y","U",2011,"Base",NA,NA,1582725,NA,NA
"542",2012,"1804","N","Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Servicewide Support","490","490","4A2M","External Relations","Y","Y","U",2011,"Base",NA,NA,14571,NA,NA
"543",2012,"1804","N","Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Servicewide Support","500","500","4A3M","Civilian Manpower And Personnel Management","Y","Y","U",2011,"Base",NA,NA,226882,NA,NA
"544",2012,"1804","N","Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Servicewide Support","510","510","4A4M","Military Manpower And Personnel Management","Y","Y","U",2011,"Base",NA,NA,371859,NA,NA
"545",2012,"1804","N","Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Servicewide Support","520","520","4A5M","Other Personnel Support","Y","Y","U",2011,"Base",NA,NA,539495,NA,NA
"546",2012,"1804","N","Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Servicewide Support","530","530","4A6M","Servicewide Communications","Y","Y","U",2011,"Base",NA,NA,960443,NA,NA
"547",2012,"1804","N","Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Servicewide Support","540","540","4A8M","Medical Activities","Y","Y","U",2011,"Base",NA,NA,0,NA,NA
"548",2012,"1804","N","Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Logistics Operations And Technical Support","550","550","4B1N","Servicewide Transportation","Y","Y","U",2011,"Base",NA,NA,439671,NA,NA
"549",2012,"1804","N","Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Logistics Operations And Technical Support","560","560","4B2E","Environmental Programs","Y","Y","U",2011,"Base",NA,NA,0,NA,NA
"550",2012,"1804","N","Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Logistics Operations And Technical Support","570","570","4B2N","Planning, Engineering And Design","Y","Y","U",2011,"Base",NA,NA,496366,NA,NA
"551",2012,"1804","N","Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Logistics Operations And Technical Support","580","580","4B3N","Acquisition And Program Management","Y","Y","U",2011,"Base",NA,NA,1657295,NA,NA
"552",2012,"1804","N","Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Logistics Operations And Technical Support","590","590","4B5N","Hull, Mechanical And Electrical Support","Y","Y","U",2011,"Base",NA,NA,105419,NA,NA
"553",2012,"1804","N","Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Logistics Operations And Technical Support","600","600","4B6N","Combat/Weapons Systems","Y","Y","U",2011,"Base",NA,NA,36376,NA,NA
"554",2012,"1804","N","Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Logistics Operations And Technical Support","610","610","4B7N","Space And Electronic Warfare Systems","Y","Y","U",2011,"Base",NA,NA,148347,NA,NA
"555",2012,"1804","N","Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Investigations And Security Programs","620","620","4C1P","Naval Investigative Service","Y","Y","U",2011,"Base",NA,NA,1049061,NA,NA
"556",2012,"1804","N","Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Support Of Other Nations","680","680","4D1Q","International Headquarters And Agencies","Y","Y","U",2011,"Base",NA,NA,10627,NA,NA
"557",2012,"1804","N","Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Cancelled Accounts","690","690","4EMM","Cancelled Account Adjustments","Y","Y","U",2011,"Base",NA,NA,0,NA,NA
"558",2012,"1804","N","Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Cancelled Accounts","700","700","4EPJ","Judgement Fund","Y","Y","U",2011,"Base",NA,NA,0,NA,NA
"559",2012,"1804","N","Operation & Maintenance, Navy","","04","Admin & Srvwd Activities","","","","9999","Classified Programs","Y","Y","U",2011,"Base",NA,NA,1172759,NA,NA
"560",2012,"1804","N","Operation & Maintenance, Navy","NAVY","20","Undistributed","Undistributed","710","710","CR11","Adj to Match Continuing Resolution","Y","Y","U",2011,"Base",NA,NA,-3463571,NA,NA
