"","FiscalYear","AccountDSI","OriginType","SourceFiscalYear","EnactedTotal","EnactedType"
"3134","2015","1106N","OCO",2016,0,1850984
"3135","2015","1107N","OCO",2016,0,10540
"3136","2015","1109N","OCO",2016,0,131178
"3137","2015","1236N","OCO",2016,0,0
"3138","2015","1319N","OCO",2016,0,36020
"3139","2015","1506N","OCO",2016,0,486718
"3140","2015","1507N","OCO",2016,0,133570
"3141","2015","1508N","OCO",2016,0,309038
"3142","2015","1611N","OCO",2016,0,0
"3143","2015","1804N","OCO",2016,0,6253819
"3144","2015","1806N","OCO",2016,0,45876
"3145","2015","1810N","OCO",2016,0,247420
"3146","2015","2020A","OCO",2016,0,18358656
"3147","2015","2031A","OCO",2016,0,392400
"3148","2015","2032A","OCO",2016,0,64272
"3149","2015","2033A","OCO",2016,0,10000
"3150","2015","2034A","OCO",2016,0,281810
"3151","2015","2035A","OCO",2016,0,1547166
"3152","2015","2040A","OCO",2016,0,2000
"3153","2015","2065A","OCO",2016,0,77661
"3154","2015","2080A","OCO",2016,0,41532
"3155","2015","2091A","OCO",2016,0,4109333
"3156","2015","2093A","OCO",2016,0,888928
"3157","2015","2096A","OCO",2016,0,0
"3158","2015","2097A","OCO",2016,0,1618000
"3159","2015","2098A","OCO",2016,0,0
"3160","2015","3010F","OCO",2016,0,962038
"3161","2015","3011F","OCO",2016,0,439570
"3162","2015","3020F","OCO",2016,0,272378
"3163","2015","3021F","OCO",2016,0,0
"3164","2015","3080F","OCO",2016,0,7215052
"3165","2015","3400F","OCO",2016,0,10076383
"3166","2015","3600F","OCO",2016,0,14706
"3167","2015","3740F","OCO",2016,0,77794
"3168","2015","3840F","OCO",2016,0,22600
"3169","2015","4557N","OCO",2016,0,0
"3170","2015","493001A","OCO",2016,0,0
"3171","2015","493003F","OCO",2016,0,5000
"3172","2015","493004D","OCO",2016,0,0
"3173","2015","493005D","OCO",2016,0,86350
"3174","2015","5185N","OCO",2016,0,0
"3175","2015","5188D","OCO",2016,0,0
"3176","2015","5189D","OCO",2016,0,0
"3177","2015","5751D","OCO",2016,0,0
"3178","2015","Unlabeled","OCO",2016,0,867560
"3179","2015","","Total",2016,0,0
"3180","2015","*  $95M for Ebola Response and Preparedness included in this total.","Total",2016,0,0
"3181","2015","* $17M for Ebola Response and Preparedness included in this total.","Total",2016,0,0
"3182","2015","* Defense Health Program - $135.4M for transfer to the Veteran’s Administration included in this total.","Total",2016,0,0
"3183","2015","0100D","Total",2016,38312430,0
"3184","2015","0104D","Total",2016,13723,0
"3185","2015","0105D","Total",2016,1155687,0
"3186","2015","0107D","Total",2016,323853,0
"3187","2015","0111D","Total",2016,83034,0
"3188","2015","0114D","Total",2016,175000,0
"3189","2015","0130D","Total",2016,34082064,0
"3190","2015","0134D","Total",2016,365108,0
"3191","2015","0145D","Total",2016,1300000,0
"3192","2015","0300D","Total",2016,9392642,0
"3193","2015","0303D","Total",2016,0,0
"3194","2015","0350D","Total",2016,2400000,0
"3195","2015","0360D","Total",2016,103276,0
"3196","2015","0390D","Total",2016,2200449,0
"3197","2015","0400D","Total",2016,17486872,0
"3198","2015","0460D","Total",2016,208711,0
"3199","2015","0513N","Total",2016,540000,0
"3200","2015","0810A","Total",2016,201560,0
"3201","2015","0810D","Total",2016,8547,0
"3202","2015","0810F","Total",2016,408716,0
"3203","2015","0810N","Total",2016,277294,0
"3204","2015","0811D","Total",2016,250853,0
"3205","2015","0819D","Total",2016,103000,0
"3206","2015","0838D","Total",2016,10000,0
"3207","2015","1106N","Total",2016,7451938,0
"3208","2015","1107N","Total",2016,281386,0
"3209","2015","1109N","Total",2016,2001596,0
"3210","2015","1236N","Total",2016,0,0
"3211","2015","1319N","Total",2016,15990624,0
"3212","2015","1506N","Total",2016,30002788,0
"3213","2015","1507N","Total",2016,6408084,0
"3214","2015","1508N","Total",2016,1657238,0
"3215","2015","1611N","Total",2016,32287520,0
"3216","2015","1804N","Total",2016,43805865,0
"3217","2015","1806N","Total",2016,1067076,0
"3218","2015","1810N","Total",2016,11940536,0
"3219","2015","2020A","Total",2016,50111405,0
"3220","2015","2031A","Total",2016,10824850,0
"3221","2015","2032A","Total",2016,2481656,0
"3222","2015","2033A","Total",2016,3454272,0
"3223","2015","2034A","Total",2016,2312764,0
"3224","2015","2035A","Total",2016,11042212,0
"3225","2015","2040A","Total",2016,6675146,0
"3226","2015","2065A","Total",2016,6253612,0
"3227","2015","2080A","Total",2016,2554925,0
"3228","2015","2091A","Total",2016,4109333,0
"3229","2015","2093A","Total",2016,888928,0
"3230","2015","2096A","Total",2016,0,0
"3231","2015","2097A","Total",2016,1618000,0
"3232","2015","2098A","Total",2016,0,0
"3233","2015","3010F","Total",2016,25097444,0
"3234","2015","3011F","Total",2016,1759388,0
"3235","2015","3020F","Total",2016,9524408,0
"3236","2015","3021F","Total",2016,0,0
"3237","2015","3080F","Total",2016,40774318,0
"3238","2015","3400F","Total",2016,44535053,0
"3239","2015","3600F","Total",2016,23645180,0
"3240","2015","3740F","Total",2016,3104136,0
"3241","2015","3840F","Total",2016,6431158,0
"3242","2015","4557N","Total",2016,509429,0
"3243","2015","493001A","Total",2016,238727,0
"3244","2015","493003F","Total",2016,66717,0
"3245","2015","493004D","Total",2016,1304731,0
"3246","2015","493005D","Total",2016,130643,0
"3247","2015","5185N","Total",2016,0,0
"3248","2015","5188D","Total",2016,5546,0
"3249","2015","5189D","Total",2016,24629,0
"3250","2015","5751D","Total",2016,0,0
"3251","2015","Unlabeled","Total",2016,0,0
"3252","2016","","Base",2016,0,0
"3253","2016","*  $95M for Ebola Response and Preparedness included in this total.","Base",2016,0,0
"3254","2016","* $17M for Ebola Response and Preparedness included in this total.","Base",2016,0,0
"3255","2016","* Defense Health Program - $135.4M for transfer to the Veteran’s Administration included in this total.","Base",2016,0,0
"3256","2016","0100D","Base",2016,0,0
"3257","2016","0104D","Base",2016,0,0
"3258","2016","0105D","Base",2016,0,0
"3259","2016","0107D","Base",2016,0,0
"3260","2016","0111D","Base",2016,0,0
"3261","2016","0114D","Base",2016,0,0
"3262","2016","0130D","Base",2016,0,0
"3263","2016","0134D","Base",2016,0,0
"3264","2016","0145D","Base",2016,0,0
"3265","2016","0300D","Base",2016,0,0
"3266","2016","0303D","Base",2016,0,0
"3267","2016","0350D","Base",2016,0,0
"3268","2016","0360D","Base",2016,0,0
"3269","2016","0390D","Base",2016,0,0
"3270","2016","0400D","Base",2016,0,0
"3271","2016","0460D","Base",2016,0,0
"3272","2016","0513N","Base",2016,0,0
"3273","2016","0810A","Base",2016,0,0
"3274","2016","0810D","Base",2016,0,0
"3275","2016","0810F","Base",2016,0,0
"3276","2016","0810N","Base",2016,0,0
"3277","2016","0811D","Base",2016,0,0
"3278","2016","0819D","Base",2016,0,0
"3279","2016","0838D","Base",2016,0,0
"3280","2016","1106N","Base",2016,0,0
"3281","2016","1107N","Base",2016,0,0
"3282","2016","1109N","Base",2016,0,0
"3283","2016","1236N","Base",2016,0,0
"3284","2016","1319N","Base",2016,0,0
"3285","2016","1506N","Base",2016,0,0
"3286","2016","1507N","Base",2016,0,0
"3287","2016","1508N","Base",2016,0,0
"3288","2016","1611N","Base",2016,0,0
"3289","2016","1804N","Base",2016,0,0
"3290","2016","1806N","Base",2016,0,0
"3291","2016","1810N","Base",2016,0,0
"3292","2016","2020A","Base",2016,0,0
"3293","2016","2031A","Base",2016,0,0
"3294","2016","2032A","Base",2016,0,0
"3295","2016","2033A","Base",2016,0,0
"3296","2016","2034A","Base",2016,0,0
"3297","2016","2035A","Base",2016,0,0
"3298","2016","2040A","Base",2016,0,0
"3299","2016","2065A","Base",2016,0,0
"3300","2016","2080A","Base",2016,0,0
"3301","2016","2091A","Base",2016,0,0
"3302","2016","2093A","Base",2016,0,0
"3303","2016","2096A","Base",2016,0,0
"3304","2016","2097A","Base",2016,0,0
"3305","2016","2098A","Base",2016,0,0
"3306","2016","3010F","Base",2016,0,0
"3307","2016","3011F","Base",2016,0,0
"3308","2016","3020F","Base",2016,0,0
"3309","2016","3021F","Base",2016,0,0
"3310","2016","3080F","Base",2016,0,0
"3311","2016","3400F","Base",2016,0,0
"3312","2016","3600F","Base",2016,0,0
"3313","2016","3740F","Base",2016,0,0
"3314","2016","3840F","Base",2016,0,0
"3315","2016","4557N","Base",2016,0,0
"3316","2016","493001A","Base",2016,0,0
"3317","2016","493003F","Base",2016,0,0
"3318","2016","493004D","Base",2016,0,0
"3319","2016","493005D","Base",2016,0,0
"3320","2016","5185N","Base",2016,0,0
"3321","2016","5188D","Base",2016,0,0
"3322","2016","5189D","Base",2016,0,0
"3323","2016","5751D","Base",2016,0,0
"3324","2016","Unlabeled","Base",2016,0,0
"3325","2016","","OCO",2016,0,0
"3326","2016","*  $95M for Ebola Response and Preparedness included in this total.","OCO",2016,0,0
"3327","2016","* $17M for Ebola Response and Preparedness included in this total.","OCO",2016,0,0
"3328","2016","* Defense Health Program - $135.4M for transfer to the Veteran’s Administration included in this total.","OCO",2016,0,0
"3329","2016","0100D","OCO",2016,0,0
"3330","2016","0104D","OCO",2016,0,0
"3331","2016","0105D","OCO",2016,0,0
"3332","2016","0107D","OCO",2016,0,0
"3333","2016","0111D","OCO",2016,0,0
"3334","2016","0114D","OCO",2016,0,0
"3335","2016","0130D","OCO",2016,0,0
"3336","2016","0134D","OCO",2016,0,0
"3337","2016","0145D","OCO",2016,0,0
"3338","2016","0300D","OCO",2016,0,0
"3339","2016","0303D","OCO",2016,0,0
"3340","2016","0350D","OCO",2016,0,0
"3341","2016","0360D","OCO",2016,0,0
"3342","2016","0390D","OCO",2016,0,0
"3343","2016","0400D","OCO",2016,0,0
"3344","2016","0460D","OCO",2016,0,0
"3345","2016","0513N","OCO",2016,0,0
"3346","2016","0810A","OCO",2016,0,0
"3347","2016","0810D","OCO",2016,0,0
"3348","2016","0810F","OCO",2016,0,0
"3349","2016","0810N","OCO",2016,0,0
"3350","2016","0811D","OCO",2016,0,0
"3351","2016","0819D","OCO",2016,0,0
"3352","2016","0838D","OCO",2016,0,0
"3353","2016","1106N","OCO",2016,0,0
"3354","2016","1107N","OCO",2016,0,0
"3355","2016","1109N","OCO",2016,0,0
"3356","2016","1236N","OCO",2016,0,0
"3357","2016","1319N","OCO",2016,0,0
"3358","2016","1506N","OCO",2016,0,0
"3359","2016","1507N","OCO",2016,0,0
"3360","2016","1508N","OCO",2016,0,0
"3361","2016","1611N","OCO",2016,0,0
"3362","2016","1804N","OCO",2016,0,0
"3363","2016","1806N","OCO",2016,0,0
"3364","2016","1810N","OCO",2016,0,0
"3365","2016","2020A","OCO",2016,0,0
"3366","2016","2031A","OCO",2016,0,0
"3367","2016","2032A","OCO",2016,0,0
"3368","2016","2033A","OCO",2016,0,0
"3369","2016","2034A","OCO",2016,0,0
"3370","2016","2035A","OCO",2016,0,0
"3371","2016","2040A","OCO",2016,0,0
"3372","2016","2065A","OCO",2016,0,0
"3373","2016","2080A","OCO",2016,0,0
"3374","2016","2091A","OCO",2016,0,0
"3375","2016","2093A","OCO",2016,0,0
"3376","2016","2096A","OCO",2016,0,0
"3377","2016","2097A","OCO",2016,0,0
"3378","2016","2098A","OCO",2016,0,0
"3379","2016","3010F","OCO",2016,0,0
"3380","2016","3011F","OCO",2016,0,0
"3381","2016","3020F","OCO",2016,0,0
"3382","2016","3021F","OCO",2016,0,0
"3383","2016","3080F","OCO",2016,0,0
"3384","2016","3400F","OCO",2016,0,0
"3385","2016","3600F","OCO",2016,0,0
"3386","2016","3740F","OCO",2016,0,0
"3387","2016","3840F","OCO",2016,0,0
"3388","2016","4557N","OCO",2016,0,0
"3389","2016","493001A","OCO",2016,0,0
"3390","2016","493003F","OCO",2016,0,0
"3391","2016","493004D","OCO",2016,0,0
"3392","2016","493005D","OCO",2016,0,0
"3393","2016","5185N","OCO",2016,0,0
"3394","2016","5188D","OCO",2016,0,0
"3395","2016","5189D","OCO",2016,0,0
"3396","2016","5751D","OCO",2016,0,0
"3397","2016","Unlabeled","OCO",2016,0,0
"3398","2016","","Total",2016,0,0
"3399","2016","*  $95M for Ebola Response and Preparedness included in this total.","Total",2016,0,0
"3400","2016","* $17M for Ebola Response and Preparedness included in this total.","Total",2016,0,0
"3401","2016","* Defense Health Program - $135.4M for transfer to the Veteran’s Administration included in this total.","Total",2016,0,0
"3402","2016","0100D","Total",2016,0,0
"3403","2016","0104D","Total",2016,0,0
"3404","2016","0105D","Total",2016,0,0
"3405","2016","0107D","Total",2016,0,0
"3406","2016","0111D","Total",2016,0,0
"3407","2016","0114D","Total",2016,0,0
"3408","2016","0130D","Total",2016,0,0
"3409","2016","0134D","Total",2016,0,0
"3410","2016","0145D","Total",2016,0,0
"3411","2016","0300D","Total",2016,0,0
"3412","2016","0303D","Total",2016,0,0
"3413","2016","0350D","Total",2016,0,0
"3414","2016","0360D","Total",2016,0,0
"3415","2016","0390D","Total",2016,0,0
"3416","2016","0400D","Total",2016,0,0
"3417","2016","0460D","Total",2016,0,0
"3418","2016","0513N","Total",2016,0,0
"3419","2016","0810A","Total",2016,0,0
"3420","2016","0810D","Total",2016,0,0
"3421","2016","0810F","Total",2016,0,0
"3422","2016","0810N","Total",2016,0,0
"3423","2016","0811D","Total",2016,0,0
"3424","2016","0819D","Total",2016,0,0
"3425","2016","0838D","Total",2016,0,0
"3426","2016","1106N","Total",2016,0,0
"3427","2016","1107N","Total",2016,0,0
"3428","2016","1109N","Total",2016,0,0
"3429","2016","1236N","Total",2016,0,0
"3430","2016","1319N","Total",2016,0,0
"3431","2016","1506N","Total",2016,0,0
"3432","2016","1507N","Total",2016,0,0
"3433","2016","1508N","Total",2016,0,0
"3434","2016","1611N","Total",2016,0,0
"3435","2016","1804N","Total",2016,0,0
"3436","2016","1806N","Total",2016,0,0
"3437","2016","1810N","Total",2016,0,0
"3438","2016","2020A","Total",2016,0,0
"3439","2016","2031A","Total",2016,0,0
"3440","2016","2032A","Total",2016,0,0
"3441","2016","2033A","Total",2016,0,0
"3442","2016","2034A","Total",2016,0,0
"3443","2016","2035A","Total",2016,0,0
"3444","2016","2040A","Total",2016,0,0
"3445","2016","2065A","Total",2016,0,0
"3446","2016","2080A","Total",2016,0,0
"3447","2016","2091A","Total",2016,0,0
"3448","2016","2093A","Total",2016,0,0
"3449","2016","2096A","Total",2016,0,0
"3450","2016","2097A","Total",2016,0,0
"3451","2016","2098A","Total",2016,0,0
"3452","2016","3010F","Total",2016,0,0
"3453","2016","3011F","Total",2016,0,0
"3454","2016","3020F","Total",2016,0,0
"3455","2016","3021F","Total",2016,0,0
"3456","2016","3080F","Total",2016,0,0
"3457","2016","3400F","Total",2016,0,0
"3458","2016","3600F","Total",2016,0,0
"3459","2016","3740F","Total",2016,0,0
"3460","2016","3840F","Total",2016,0,0
"3461","2016","4557N","Total",2016,0,0
"3462","2016","493001A","Total",2016,0,0
"3463","2016","493003F","Total",2016,0,0
"3464","2016","493004D","Total",2016,0,0
"3465","2016","493005D","Total",2016,0,0
"3466","2016","5185N","Total",2016,0,0
"3467","2016","5188D","Total",2016,0,0
"3468","2016","5189D","Total",2016,0,0
"3469","2016","5751D","Total",2016,0,0
"3470","2016","Unlabeled","Total",2016,0,0
"3471","2015","1000N","Total",2017,0,0
"3472","2015","1001N","Total",2017,0,0
"3473","2015","1002N","Total",2017,0,0
"3474","2015","1003N","Total",2017,0,0
"3475","2015","1004A","Total",2017,0,0
"3476","2015","1005A","Total",2017,0,0
"3477","2015","1006A","Total",2017,0,0
"3478","2015","1007F","Total",2017,0,0
"3479","2015","1008F","Total",2017,0,0
"3480","2015","1009F","Total",2017,0,0
"3481","2015","1105N","Total",2017,0,0
"3482","2015","1108N","Total",2017,0,0
"3483","2015","1405N","Total",2017,0,0
"3484","2015","1453N","Total",2017,0,0
"3485","2015","2010A","Total",2017,0,0
"3486","2015","2060A","Total",2017,0,0
"3487","2015","2070A","Total",2017,0,0
"3488","2015","3500F","Total",2017,0,0
"3489","2015","3700F","Total",2017,0,0
"3490","2015","3850F","Total",2017,0,0
"3491","2016","1000N","Base",2017,0,1281468
"3492","2016","1001N","Base",2017,0,726196
"3493","2016","1002N","Base",2017,0,115519
"3494","2016","1003N","Base",2017,0,67797
"3495","2016","1004A","Base",2017,0,1889889
"3496","2016","1005A","Base",2017,0,357528
"3497","2016","1006A","Base",2017,0,629824
"3498","2016","1007F","Base",2017,0,1239093
"3499","2016","1008F","Base",2017,0,117541
"3500","2016","1009F","Base",2017,0,203847
"3501","2016","1105N","Base",2017,0,12817521
"3502","2016","1108N","Base",2017,0,702481
"3503","2016","1405N","Base",2017,0,1866891
"3504","2016","1453N","Base",2017,0,27704040
"3505","2016","2010A","Base",2017,0,40923483
"3506","2016","2060A","Base",2017,0,7892327
"3507","2016","2070A","Base",2017,0,4463164
"3508","2016","3500F","Base",2017,0,27446772
"3509","2016","3700F","Base",2017,0,1682942
"3510","2016","3850F","Base",2017,0,3201890
"3511","2016","1000N","OCO",2017,0,0
"3512","2016","1001N","OCO",2017,0,0
"3513","2016","1002N","OCO",2017,0,0
"3514","2016","1003N","OCO",2017,0,0
"3515","2016","1004A","OCO",2017,0,0
"3516","2016","1005A","OCO",2017,0,0
"3517","2016","1006A","OCO",2017,0,0
"3518","2016","1007F","OCO",2017,0,0
"3519","2016","1008F","OCO",2017,0,0
"3520","2016","1009F","OCO",2017,0,0
"3521","2016","1105N","OCO",2017,0,171079
"3522","2016","1108N","OCO",2017,0,3393
"3523","2016","1405N","OCO",2017,0,12693
"3524","2016","1453N","OCO",2017,0,251011
"3525","2016","2010A","OCO",2017,0,1846356
"3526","2016","2060A","OCO",2017,0,166015
"3527","2016","2070A","OCO",2017,0,24462
"3528","2016","3500F","OCO",2017,0,726126
"3529","2016","3700F","OCO",2017,0,18710
"3530","2016","3850F","OCO",2017,0,2828
"3531","2016","1000N","Total",2017,1281468,0
"3532","2016","1001N","Total",2017,726196,0
"3533","2016","1002N","Total",2017,115519,0
"3534","2016","1003N","Total",2017,67797,0
"3535","2016","1004A","Total",2017,1889889,0
"3536","2016","1005A","Total",2017,357528,0
"3537","2016","1006A","Total",2017,629824,0
"3538","2016","1007F","Total",2017,1239093,0
"3539","2016","1008F","Total",2017,117541,0
"3540","2016","1009F","Total",2017,203847,0
"3541","2016","1105N","Total",2017,12988600,0
"3542","2016","1108N","Total",2017,705874,0
"3543","2016","1405N","Total",2017,1879584,0
"3544","2016","1453N","Total",2017,27955051,0
"3545","2016","2010A","Total",2017,42769839,0
"3546","2016","2060A","Total",2017,8058342,0
"3547","2016","2070A","Total",2017,4487626,0
"3548","2016","3500F","Total",2017,28172898,0
"3549","2016","3700F","Total",2017,1701652,0
"3550","2016","3850F","Total",2017,3204718,0
"3551","2017","1000N","Base",2017,0,0
"3552","2017","1001N","Base",2017,0,0
"3553","2017","1002N","Base",2017,0,0
"3554","2017","1003N","Base",2017,0,0
"3555","2017","1004A","Base",2017,0,0
"3556","2017","1005A","Base",2017,0,0
"3557","2017","1006A","Base",2017,0,0
"3558","2017","1007F","Base",2017,0,0
"3559","2017","1008F","Base",2017,0,0
"3560","2017","1009F","Base",2017,0,0
"3561","2017","1105N","Base",2017,0,0
"3562","2017","1108N","Base",2017,0,0
"3563","2017","1405N","Base",2017,0,0
"3564","2017","1453N","Base",2017,0,0
"3565","2017","2010A","Base",2017,0,0
"3566","2017","2060A","Base",2017,0,0
"3567","2017","2070A","Base",2017,0,0
"3568","2017","3500F","Base",2017,0,0
"3569","2017","3700F","Base",2017,0,0
"3570","2017","3850F","Base",2017,0,0
"3571","2017","1000N","OCO",2017,0,0
"3572","2017","1001N","OCO",2017,0,0
"3573","2017","1002N","OCO",2017,0,0
"3574","2017","1003N","OCO",2017,0,0
"3575","2017","1004A","OCO",2017,0,0
"3576","2017","1005A","OCO",2017,0,0
"3577","2017","1006A","OCO",2017,0,0
"3578","2017","1007F","OCO",2017,0,0
"3579","2017","1008F","OCO",2017,0,0
"3580","2017","1009F","OCO",2017,0,0
"3581","2017","1105N","OCO",2017,0,0
"3582","2017","1108N","OCO",2017,0,0
"3583","2017","1405N","OCO",2017,0,0
"3584","2017","1453N","OCO",2017,0,0
"3585","2017","2010A","OCO",2017,0,0
"3586","2017","2060A","OCO",2017,0,0
"3587","2017","2070A","OCO",2017,0,0
"3588","2017","3500F","OCO",2017,0,0
"3589","2017","3700F","OCO",2017,0,0
"3590","2017","3850F","OCO",2017,0,0
"3591","2017","1000N","Total",2017,0,0
"3592","2017","1001N","Total",2017,0,0
"3593","2017","1002N","Total",2017,0,0
"3594","2017","1003N","Total",2017,0,0
"3595","2017","1004A","Total",2017,0,0
"3596","2017","1005A","Total",2017,0,0
"3597","2017","1006A","Total",2017,0,0
"3598","2017","1007F","Total",2017,0,0
"3599","2017","1008F","Total",2017,0,0
"3600","2017","1009F","Total",2017,0,0
"3601","2017","1105N","Total",2017,0,0
"3602","2017","1108N","Total",2017,0,0
"3603","2017","1405N","Total",2017,0,0
"3604","2017","1453N","Total",2017,0,0
"3605","2017","2010A","Total",2017,0,0
"3606","2017","2060A","Total",2017,0,0
"3607","2017","2070A","Total",2017,0,0
"3608","2017","3500F","Total",2017,0,0
"3609","2017","3700F","Total",2017,0,0
"3610","2017","3850F","Total",2017,0,0
"3611","2015","* Defense Health Program - $137.4M for transfer to the Department of Veterans Affairs included in this total.","Total",2017,0,0
"3612","2015","0100D","Total",2017,0,0
"3613","2015","0104D","Total",2017,0,0
"3614","2015","0105D","Total",2017,0,0
"3615","2015","0107D","Total",2017,0,0
"3616","2015","0111D","Total",2017,0,0
"3617","2015","0130D","Total",2017,0,0
"3618","2015","0134D","Total",2017,0,0
"3619","2015","0145D","Total",2017,0,0
"3620","2015","0300D","Total",2017,0,0
"3621","2015","0303D","Total",2017,0,0
"3622","2015","0350D","Total",2017,0,0
"3623","2015","0360D","Total",2017,0,0
"3624","2015","0390D","Total",2017,0,0
"3625","2015","0400D","Total",2017,0,0
"3626","2015","0460D","Total",2017,0,0
"3627","2015","0513N","Total",2017,0,0
"3628","2015","0810A","Total",2017,0,0
"3629","2015","0810D","Total",2017,0,0
"3630","2015","0810F","Total",2017,0,0
"3631","2015","0810N","Total",2017,0,0
"3632","2015","0811D","Total",2017,0,0
"3633","2015","0819D","Total",2017,0,0
"3634","2015","0838D","Total",2017,0,0
"3635","2015","1000N","Total",2017,0,0
"3636","2015","1001N","Total",2017,0,0
"3637","2015","1002N","Total",2017,0,0
"3638","2015","1003N","Total",2017,0,0
"3639","2015","1004A","Total",2017,0,0
"3640","2015","1005A","Total",2017,0,0
"3641","2015","1006A","Total",2017,0,0
"3642","2015","1007F","Total",2017,0,0
"3643","2015","1008F","Total",2017,0,0
"3644","2015","1009F","Total",2017,0,0
"3645","2015","1105N","Total",2017,0,0
"3646","2015","1106N","Total",2017,0,0
"3647","2015","1107N","Total",2017,0,0
"3648","2015","1108N","Total",2017,0,0
"3649","2015","1109N","Total",2017,0,0
"3650","2015","1319N","Total",2017,0,0
"3651","2015","1405N","Total",2017,0,0
"3652","2015","1453N","Total",2017,0,0
"3653","2015","1506N","Total",2017,0,0
"3654","2015","1507N","Total",2017,0,0
"3655","2015","1508N","Total",2017,0,0
"3656","2015","1611N","Total",2017,0,0
"3657","2015","1804N","Total",2017,0,0
"3658","2015","1806N","Total",2017,0,0
"3659","2015","1810N","Total",2017,0,0
"3660","2015","2010A","Total",2017,0,0
"3661","2015","2020A","Total",2017,0,0
"3662","2015","2031A","Total",2017,0,0
"3663","2015","2032A","Total",2017,0,0
"3664","2015","2033A","Total",2017,0,0
"3665","2015","2034A","Total",2017,0,0
"3666","2015","2035A","Total",2017,0,0
"3667","2015","2040A","Total",2017,0,0
"3668","2015","2060A","Total",2017,0,0
"3669","2015","2065A","Total",2017,0,0
"3670","2015","2070A","Total",2017,0,0
"3671","2015","2080A","Total",2017,0,0
"3672","2015","2091A","Total",2017,0,0
"3673","2015","2093A","Total",2017,0,0
"3674","2015","2093D","Total",2017,0,0
"3675","2015","2097A","Total",2017,0,0
"3676","2015","2098A","Total",2017,0,0
"3677","2015","3010F","Total",2017,0,0
"3678","2015","3011F","Total",2017,0,0
"3679","2015","3020F","Total",2017,0,0
"3680","2015","3021F","Total",2017,0,0
"3681","2015","3080F","Total",2017,0,0
"3682","2015","3400F","Total",2017,0,0
"3683","2015","3500F","Total",2017,0,0
"3684","2015","3600F","Total",2017,0,0
"3685","2015","3700F","Total",2017,0,0
"3686","2015","3740F","Total",2017,0,0
"3687","2015","3840F","Total",2017,0,0
"3688","2015","3850F","Total",2017,0,0
"3689","2015","4557N","Total",2017,0,0
"3690","2015","493001A","Total",2017,0,0
"3691","2015","493003F","Total",2017,0,0
"3692","2015","493004D","Total",2017,0,0
"3693","2015","493005D","Total",2017,0,0
"3694","2015","5188D","Total",2017,0,0
"3695","2015","5189D","Total",2017,0,0
"3696","2015","5751D","Total",2017,0,0
"3697","2015","Unlabeled","Total",2017,0,0
"3698","2016","* Defense Health Program - $137.4M for transfer to the Department of Veterans Affairs included in this total.","Base",2017,0,0
"3699","2016","0100D","Base",2017,0,32322396
"3700","2016","0104D","Base",2017,0,14078
"3701","2016","0105D","Base",2017,0,1050598
"3702","2016","0107D","Base",2017,0,316759
"3703","2016","0111D","Base",2017,0,0
"3704","2016","0130D","Base",2017,0,36516773
"3705","2016","0134D","Base",2017,0,358496
"3706","2016","0145D","Base",2017,0,0
"3707","2016","0300D","Base",2017,0,10490886
"3708","2016","0303D","Base",2017,0,0
"3709","2016","0350D","Base",2017,0,0
"3710","2016","0360D","Base",2017,0,153360
"3711","2016","0390D","Base",2017,0,2558326
"3712","2016","0400D","Base",2017,0,37363318
"3713","2016","0460D","Base",2017,0,374966
"3714","2016","0513N","Base",2017,0,0
"3715","2016","0810A","Base",2017,0,234829
"3716","2016","0810D","Base",2017,0,8232
"3717","2016","0810F","Base",2017,0,368131
"3718","2016","0810N","Base",2017,0,3e+05
"3719","2016","0811D","Base",2017,0,231217
"3720","2016","0819D","Base",2017,0,103266
"3721","2016","0838D","Base",2017,0,0
"3722","2016","1000N","Base",2017,0,1281468
"3723","2016","1001N","Base",2017,0,726196
"3724","2016","1002N","Base",2017,0,115519
"3725","2016","1003N","Base",2017,0,67797
"3726","2016","1004A","Base",2017,0,1889889
"3727","2016","1005A","Base",2017,0,357528
"3728","2016","1006A","Base",2017,0,629824
"3729","2016","1007F","Base",2017,0,1239093
"3730","2016","1008F","Base",2017,0,117541
"3731","2016","1009F","Base",2017,0,203847
"3732","2016","1105N","Base",2017,0,12817521
"3733","2016","1106N","Base",2017,0,5677365
"3734","2016","1107N","Base",2017,0,273497
"3735","2016","1108N","Base",2017,0,702481
"3736","2016","1109N","Base",2017,0,2373624
"3737","2016","1319N","Base",2017,0,36222494
"3738","2016","1405N","Base",2017,0,1866891
"3739","2016","1453N","Base",2017,0,27704040
"3740","2016","1506N","Base",2017,0,37274304
"3741","2016","1507N","Base",2017,0,6208008
"3742","2016","1508N","Base",2017,0,1303840
"3743","2016","1611N","Base",2017,0,44836862
"3744","2016","1804N","Base",2017,0,38946290
"3745","2016","1806N","Base",2017,0,956761
"3746","2016","1810N","Base",2017,0,12968514
"3747","2016","2010A","Base",2017,0,40923483
"3748","2016","2020A","Base",2017,0,31681140
"3749","2016","2031A","Base",2017,0,12605440
"3750","2016","2032A","Base",2017,0,3257390
"3751","2016","2033A","Base",2017,0,3903292
"3752","2016","2034A","Base",2017,0,2490852
"3753","2016","2035A","Base",2017,0,11437622
"3754","2016","2040A","Base",2017,0,15124340
"3755","2016","2060A","Base",2017,0,7892327
"3756","2016","2065A","Base",2017,0,6555945
"3757","2016","2070A","Base",2017,0,4463164
"3758","2016","2080A","Base",2017,0,2628891
