"","FiscalYear","AccountDSI","OriginType","SourceFiscalYear","EnactedTotal","EnactedType"
"2153","2014","493001A","Total",2014,0,0
"2154","2014","493002N","Total",2014,0,0
"2155","2014","493003F","Total",2014,0,0
"2156","2014","493004D","Total",2014,0,0
"2157","2014","493005D","Total",2014,0,0
"2158","2014","5188D","Total",2014,0,0
"2159","2014","5189D","Total",2014,0,0
"2160","2014","5286A","Total",2014,0,0
"2161","2014","Unlabeled","Total",2014,0,0
"2162","2013","* The FY 2014 column does not include anticipated internal realignments or reprogrammings.","Total",2015,0,0
"2163","2013","1000N","Total",2015,0,0
"2164","2013","1001N","Total",2015,0,0
"2165","2013","1002N","Total",2015,0,0
"2166","2013","1003N","Total",2015,0,0
"2167","2013","1004A","Total",2015,0,0
"2168","2013","1005A","Total",2015,0,0
"2169","2013","1006A","Total",2015,0,0
"2170","2013","1007F","Total",2015,0,0
"2171","2013","1008F","Total",2015,0,0
"2172","2013","1009F","Total",2015,0,0
"2173","2013","1105N","Total",2015,0,0
"2174","2013","1108N","Total",2015,0,0
"2175","2013","1405N","Total",2015,0,0
"2176","2013","1453N","Total",2015,0,0
"2177","2013","2010A","Total",2015,0,0
"2178","2013","2060A","Total",2015,0,0
"2179","2013","2070A","Total",2015,0,0
"2180","2013","3500F","Total",2015,0,0
"2181","2013","3700F","Total",2015,0,0
"2182","2013","3850F","Total",2015,0,0
"2183","2014","* The FY 2014 column does not include anticipated internal realignments or reprogrammings.","Base",2015,0,0
"2184","2014","1000N","Base",2015,0,1298063
"2185","2014","1001N","Base",2015,0,739326
"2186","2014","1002N","Base",2015,0,147812
"2187","2014","1003N","Base",2015,0,89108
"2188","2014","1004A","Base",2015,0,1971735
"2189","2014","1005A","Base",2015,0,471007
"2190","2014","1006A","Base",2015,0,818575
"2191","2014","1007F","Base",2015,0,1316910
"2192","2014","1008F","Base",2015,0,156087
"2193","2014","1009F","Base",2015,0,249750
"2194","2014","1105N","Base",2015,0,12755505
"2195","2014","1108N","Base",2015,0,655109
"2196","2014","1405N","Base",2015,0,1843966
"2197","2014","1453N","Base",2015,0,27201971
"2198","2014","2010A","Base",2015,0,40743257
"2199","2014","2060A","Base",2015,0,7776498
"2200","2014","2070A","Base",2015,0,4377563
"2201","2014","3500F","Base",2015,0,28461705
"2202","2014","3700F","Base",2015,0,1723159
"2203","2014","3850F","Base",2015,0,3114421
"2204","2014","* The FY 2014 column does not include anticipated internal realignments or reprogrammings.","OCO",2015,0,0
"2205","2014","1000N","OCO",2015,0,0
"2206","2014","1001N","OCO",2015,0,39735
"2207","2014","1002N","OCO",2015,0,0
"2208","2014","1003N","OCO",2015,0,0
"2209","2014","1004A","OCO",2015,0,137573
"2210","2014","1005A","OCO",2015,0,0
"2211","2014","1006A","OCO",2015,0,0
"2212","2014","1007F","OCO",2015,0,0
"2213","2014","1008F","OCO",2015,0,0
"2214","2014","1009F","OCO",2015,0,0
"2215","2014","1105N","OCO",2015,0,777922
"2216","2014","1108N","OCO",2015,0,15134
"2217","2014","1405N","OCO",2015,0,20238
"2218","2014","1453N","OCO",2015,0,558344
"2219","2014","2010A","OCO",2015,0,5449725
"2220","2014","2060A","OCO",2015,0,257064
"2221","2014","2070A","OCO",2015,0,33352
"2222","2014","3500F","OCO",2015,0,832862
"2223","2014","3700F","OCO",2015,0,20432
"2224","2014","3850F","OCO",2015,0,6919
"2225","2014","* The FY 2014 column does not include anticipated internal realignments or reprogrammings.","Total",2015,0,0
"2226","2014","1000N","Total",2015,1298063,0
"2227","2014","1001N","Total",2015,779061,0
"2228","2014","1002N","Total",2015,147812,0
"2229","2014","1003N","Total",2015,89108,0
"2230","2014","1004A","Total",2015,2109308,0
"2231","2014","1005A","Total",2015,471007,0
"2232","2014","1006A","Total",2015,818575,0
"2233","2014","1007F","Total",2015,1316910,0
"2234","2014","1008F","Total",2015,156087,0
"2235","2014","1009F","Total",2015,249750,0
"2236","2014","1105N","Total",2015,13533427,0
"2237","2014","1108N","Total",2015,670243,0
"2238","2014","1405N","Total",2015,1864204,0
"2239","2014","1453N","Total",2015,27760315,0
"2240","2014","2010A","Total",2015,46192982,0
"2241","2014","2060A","Total",2015,8033562,0
"2242","2014","2070A","Total",2015,4410915,0
"2243","2014","3500F","Total",2015,29294567,0
"2244","2014","3700F","Total",2015,1743591,0
"2245","2014","3850F","Total",2015,3121340,0
"2246","2015","* The FY 2014 column does not include anticipated internal realignments or reprogrammings.","Base",2015,0,0
"2247","2015","1000N","Base",2015,0,0
"2248","2015","1001N","Base",2015,0,0
"2249","2015","1002N","Base",2015,0,0
"2250","2015","1003N","Base",2015,0,0
"2251","2015","1004A","Base",2015,0,0
"2252","2015","1005A","Base",2015,0,0
"2253","2015","1006A","Base",2015,0,0
"2254","2015","1007F","Base",2015,0,0
"2255","2015","1008F","Base",2015,0,0
"2256","2015","1009F","Base",2015,0,0
"2257","2015","1105N","Base",2015,0,0
"2258","2015","1108N","Base",2015,0,0
"2259","2015","1405N","Base",2015,0,0
"2260","2015","1453N","Base",2015,0,0
"2261","2015","2010A","Base",2015,0,0
"2262","2015","2060A","Base",2015,0,0
"2263","2015","2070A","Base",2015,0,0
"2264","2015","3500F","Base",2015,0,0
"2265","2015","3700F","Base",2015,0,0
"2266","2015","3850F","Base",2015,0,0
"2267","2015","* The FY 2014 column does not include anticipated internal realignments or reprogrammings.","OCO",2015,0,0
"2268","2015","1000N","OCO",2015,0,0
"2269","2015","1001N","OCO",2015,0,0
"2270","2015","1002N","OCO",2015,0,0
"2271","2015","1003N","OCO",2015,0,0
"2272","2015","1004A","OCO",2015,0,0
"2273","2015","1005A","OCO",2015,0,0
"2274","2015","1006A","OCO",2015,0,0
"2275","2015","1007F","OCO",2015,0,0
"2276","2015","1008F","OCO",2015,0,0
"2277","2015","1009F","OCO",2015,0,0
"2278","2015","1105N","OCO",2015,0,0
"2279","2015","1108N","OCO",2015,0,0
"2280","2015","1405N","OCO",2015,0,0
"2281","2015","1453N","OCO",2015,0,0
"2282","2015","2010A","OCO",2015,0,0
"2283","2015","2060A","OCO",2015,0,0
"2284","2015","2070A","OCO",2015,0,0
"2285","2015","3500F","OCO",2015,0,0
"2286","2015","3700F","OCO",2015,0,0
"2287","2015","3850F","OCO",2015,0,0
"2288","2015","* The FY 2014 column does not include anticipated internal realignments or reprogrammings.","Total",2015,0,0
"2289","2015","1000N","Total",2015,0,0
"2290","2015","1001N","Total",2015,0,0
"2291","2015","1002N","Total",2015,0,0
"2292","2015","1003N","Total",2015,0,0
"2293","2015","1004A","Total",2015,0,0
"2294","2015","1005A","Total",2015,0,0
"2295","2015","1006A","Total",2015,0,0
"2296","2015","1007F","Total",2015,0,0
"2297","2015","1008F","Total",2015,0,0
"2298","2015","1009F","Total",2015,0,0
"2299","2015","1105N","Total",2015,0,0
"2300","2015","1108N","Total",2015,0,0
"2301","2015","1405N","Total",2015,0,0
"2302","2015","1453N","Total",2015,0,0
"2303","2015","2010A","Total",2015,0,0
"2304","2015","2060A","Total",2015,0,0
"2305","2015","2070A","Total",2015,0,0
"2306","2015","3500F","Total",2015,0,0
"2307","2015","3700F","Total",2015,0,0
"2308","2015","3850F","Total",2015,0,0
"2309","2013","*  Aircraft Procurement Army - This total reflects cancellation of $80,000 proposed in the FY 2015 President's Budget, but does not reflect cancellation of $117,000 proposed in the OCO amendment to the FY 2015 President's Budget.","Total",2015,0,0
"2310","2013","*  Missile Procurement Air Force - This total reflects cancellation of $67,000 proposed in the FY 2015 President's Budget.","Total",2015,0,0
"2311","2013","* Defense Health Program - $161.8M for transfer to the Veteran's Administration included in this total.","Total",2015,0,0
"2312","2013","* Operation & Maintenance, Navy - $291M for transfer to the Maritime Administration included in this total.","Total",2015,0,0
"2313","2013","** Other Procurement Army - This total reflects cancellation of $118,685 proposed in the FY 2015 President;s Budget.","Total",2015,0,0
"2314","2013","0100D","Total",2015,0,0
"2315","2013","0104D","Total",2015,0,0
"2316","2013","0105D","Total",2015,0,0
"2317","2013","0107D","Total",2015,0,0
"2318","2013","0111D","Total",2015,0,0
"2319","2013","0114D","Total",2015,0,0
"2320","2013","0118D","Total",2015,0,0
"2321","2013","0130D","Total",2015,0,0
"2322","2013","0134D","Total",2015,0,0
"2323","2013","0145D","Total",2015,0,0
"2324","2013","0300D","Total",2015,0,0
"2325","2013","0303D","Total",2015,0,0
"2326","2013","0350D","Total",2015,0,0
"2327","2013","0360D","Total",2015,0,0
"2328","2013","0390D","Total",2015,0,0
"2329","2013","0400D","Total",2015,0,0
"2330","2013","0460D","Total",2015,0,0
"2331","2013","0513N","Total",2015,0,0
"2332","2013","0810A","Total",2015,0,0
"2333","2013","0810D","Total",2015,0,0
"2334","2013","0810F","Total",2015,0,0
"2335","2013","0810N","Total",2015,0,0
"2336","2013","0811D","Total",2015,0,0
"2337","2013","0819D","Total",2015,0,0
"2338","2013","0833D","Total",2015,0,0
"2339","2013","0838D","Total",2015,0,0
"2340","2013","1106N","Total",2015,0,0
"2341","2013","1107N","Total",2015,0,0
"2342","2013","1109N","Total",2015,0,0
"2343","2013","1319N","Total",2015,0,0
"2344","2013","1506N","Total",2015,0,0
"2345","2013","1507N","Total",2015,0,0
"2346","2013","1508N","Total",2015,0,0
"2347","2013","1611N","Total",2015,0,0
"2348","2013","1804N","Total",2015,0,0
"2349","2013","1806N","Total",2015,0,0
"2350","2013","1810N","Total",2015,0,0
"2351","2013","2020A","Total",2015,0,0
"2352","2013","2031A","Total",2015,0,0
"2353","2013","2032A","Total",2015,0,0
"2354","2013","2033A","Total",2015,0,0
"2355","2013","2034A","Total",2015,0,0
"2356","2013","2035A","Total",2015,0,0
"2357","2013","2040A","Total",2015,0,0
"2358","2013","2065A","Total",2015,0,0
"2359","2013","2080A","Total",2015,0,0
"2360","2013","2091A","Total",2015,0,0
"2361","2013","2093A","Total",2015,0,0
"2362","2013","2096A","Total",2015,0,0
"2363","2013","3010F","Total",2015,0,0
"2364","2013","3011F","Total",2015,0,0
"2365","2013","3020F","Total",2015,0,0
"2366","2013","3080F","Total",2015,0,0
"2367","2013","3400F","Total",2015,0,0
"2368","2013","3600F","Total",2015,0,0
"2369","2013","3740F","Total",2015,0,0
"2370","2013","3840F","Total",2015,0,0
"2371","2013","4557N","Total",2015,0,0
"2372","2013","493001A","Total",2015,0,0
"2373","2013","493002N","Total",2015,0,0
"2374","2013","493003F","Total",2015,0,0
"2375","2013","493004D","Total",2015,0,0
"2376","2013","493005D","Total",2015,0,0
"2377","2013","5098A","Total",2015,0,0
"2378","2013","5188D","Total",2015,0,0
"2379","2013","5189D","Total",2015,0,0
"2380","2013","5751D","Total",2015,0,0
"2381","2013","Unlabeled","Total",2015,0,0
"2382","2014","*  Aircraft Procurement Army - This total reflects cancellation of $80,000 proposed in the FY 2015 President's Budget, but does not reflect cancellation of $117,000 proposed in the OCO amendment to the FY 2015 President's Budget.","Base",2015,0,0
"2383","2014","*  Missile Procurement Air Force - This total reflects cancellation of $67,000 proposed in the FY 2015 President's Budget.","Base",2015,0,0
"2384","2014","* Defense Health Program - $161.8M for transfer to the Veteran's Administration included in this total.","Base",2015,0,0
"2385","2014","* Operation & Maintenance, Navy - $291M for transfer to the Maritime Administration included in this total.","Base",2015,0,0
"2386","2014","** Other Procurement Army - This total reflects cancellation of $118,685 proposed in the FY 2015 President;s Budget.","Base",2015,0,0
"2387","2014","0100D","Base",2015,0,31147247
"2388","2014","0104D","Base",2015,0,13606
"2389","2014","0105D","Base",2015,0,1015885
"2390","2014","0107D","Base",2015,0,316000
"2391","2014","0111D","Base",2015,0,51031
"2392","2014","0114D","Base",2015,0,0
"2393","2014","0118D","Base",2015,0,0
"2394","2014","0130D","Base",2015,0,34242546
"2395","2014","0134D","Base",2015,0,500455
"2396","2014","0145D","Base",2015,0,0
"2397","2014","0300D","Base",2015,0,8510574
"2398","2014","0303D","Base",2015,0,0
"2399","2014","0350D","Base",2015,0,0
"2400","2014","0360D","Base",2015,0,120270
"2401","2014","0390D","Base",2015,0,2642157
"2402","2014","0400D","Base",2015,0,17078221
"2403","2014","0460D","Base",2015,0,246091
"2404","2014","0513N","Base",2015,0,2244400
"2405","2014","0810A","Base",2015,0,298815
"2406","2014","0810D","Base",2015,0,10757
"2407","2014","0810F","Base",2015,0,439820
"2408","2014","0810N","Base",2015,0,316103
"2409","2014","0811D","Base",2015,0,287443
"2410","2014","0819D","Base",2015,0,109500
"2411","2014","0833D","Base",2015,0,0
"2412","2014","0838D","Base",2015,0,0
"2413","2014","1106N","Base",2015,0,5389568
"2414","2014","1107N","Base",2015,0,255317
"2415","2014","1109N","Base",2015,0,2481916
"2416","2014","1319N","Base",2015,0,14946329
"2417","2014","1506N","Base",2015,0,32885588
"2418","2014","1507N","Base",2015,0,6018314
"2419","2014","1508N","Base",2015,0,1098632
"2420","2014","1611N","Base",2015,0,30462728
"2421","2014","1804N","Base",2015,0,35843728
"2422","2014","1806N","Base",2015,0,1158382
"2423","2014","1810N","Base",2015,0,11145236
"2424","2014","2020A","Base",2015,0,30643894
"2425","2014","2031A","Base",2015,0,9529782
"2426","2014","2032A","Base",2015,0,3098982
"2427","2014","2033A","Base",2015,0,3221622
"2428","2014","2034A","Base",2015,0,2888134
"2429","2014","2035A","Base",2015,0,9873816
"2430","2014","2040A","Base",2015,0,7122681
"2431","2014","2065A","Base",2015,0,6857530
"2432","2014","2080A","Base",2015,0,2940936
"2433","2014","2091A","Base",2015,0,0
"2434","2014","2093A","Base",2015,0,0
"2435","2014","2096A","Base",2015,0,0
"2436","2014","3010F","Base",2015,0,20758360
"2437","2014","3011F","Base",2015,0,1459354
"2438","2014","3020F","Base",2015,0,8649074
"2439","2014","3080F","Base",2015,0,33142336
"2440","2014","3400F","Base",2015,0,33117642
"2441","2014","3600F","Base",2015,0,23571637
"2442","2014","3740F","Base",2015,0,3062207
"2443","2014","3840F","Base",2015,0,6392304
"2444","2014","4557N","Base",2015,0,642206
"2445","2014","493001A","Base",2015,0,175158
"2446","2014","493002N","Base",2015,0,0
"2447","2014","493003F","Base",2015,0,61731
"2448","2014","493004D","Base",2015,0,1365897
"2449","2014","493005D","Base",2015,0,46428
"2450","2014","5098A","Base",2015,0,0
"2451","2014","5188D","Base",2015,0,30878
"2452","2014","5189D","Base",2015,0,130276
"2453","2014","5751D","Base",2015,0,0
"2454","2014","Unlabeled","Base",2015,0,0
"2455","2014","*  Aircraft Procurement Army - This total reflects cancellation of $80,000 proposed in the FY 2015 President's Budget, but does not reflect cancellation of $117,000 proposed in the OCO amendment to the FY 2015 President's Budget.","OCO",2015,0,0
"2456","2014","*  Missile Procurement Air Force - This total reflects cancellation of $67,000 proposed in the FY 2015 President's Budget.","OCO",2015,0,0
"2457","2014","* Defense Health Program - $161.8M for transfer to the Veteran's Administration included in this total.","OCO",2015,0,0
"2458","2014","* Operation & Maintenance, Navy - $291M for transfer to the Maritime Administration included in this total.","OCO",2015,0,0
"2459","2014","** Other Procurement Army - This total reflects cancellation of $118,685 proposed in the FY 2015 President;s Budget.","OCO",2015,0,0
"2460","2014","0100D","OCO",2015,0,6226678
"2461","2014","0104D","OCO",2015,0,0
"2462","2014","0105D","OCO",2015,0,376305
"2463","2014","0107D","OCO",2015,0,10766
"2464","2014","0111D","OCO",2015,0,0
"2465","2014","0114D","OCO",2015,0,0
"2466","2014","0118D","OCO",2015,0,0
"2467","2014","0130D","OCO",2015,0,898701
"2468","2014","0134D","OCO",2015,0,0
"2469","2014","0145D","OCO",2015,0,0
"2470","2014","0300D","OCO",2015,0,257894
"2471","2014","0303D","OCO",2015,0,0
"2472","2014","0350D","OCO",2015,0,2e+06
"2473","2014","0360D","OCO",2015,0,0
"2474","2014","0390D","OCO",2015,0,0
"2475","2014","0400D","OCO",2015,0,78208
"2476","2014","0460D","OCO",2015,0,0
"2477","2014","0513N","OCO",2015,0,0
"2478","2014","0810A","OCO",2015,0,0
"2479","2014","0810D","OCO",2015,0,0
"2480","2014","0810F","OCO",2015,0,0
"2481","2014","0810N","OCO",2015,0,0
"2482","2014","0811D","OCO",2015,0,0
"2483","2014","0819D","OCO",2015,0,0
"2484","2014","0833D","OCO",2015,0,0
"2485","2014","0838D","OCO",2015,0,0
"2486","2014","1106N","OCO",2015,0,3369815
"2487","2014","1107N","OCO",2015,0,12534
"2488","2014","1109N","OCO",2015,0,251968
"2489","2014","1319N","OCO",2015,0,34426
"2490","2014","1506N","OCO",2015,0,422352
"2491","2014","1507N","OCO",2015,0,173000
"2492","2014","1508N","OCO",2015,0,338724
"2493","2014","1611N","OCO",2015,0,0
"2494","2014","1804N","OCO",2015,0,8470808
"2495","2014","1806N","OCO",2015,0,55700
"2496","2014","1810N","OCO",2015,0,0
"2497","2014","2020A","OCO",2015,0,32369249
"2498","2014","2031A","OCO",2015,0,1338000
"2499","2014","2032A","OCO",2015,0,257290
"2500","2014","2033A","OCO",2015,0,0
"2501","2014","2034A","OCO",2015,0,381800
"2502","2014","2035A","OCO",2015,0,1307804
"2503","2014","2040A","OCO",2015,0,13500
"2504","2014","2065A","OCO",2015,0,130471
"2505","2014","2080A","OCO",2015,0,34674
"2506","2014","2091A","OCO",2015,0,4726720
"2507","2014","2093A","OCO",2015,0,1758450
"2508","2014","2096A","OCO",2015,0,199000
"2509","2014","3010F","OCO",2015,0,377736
"2510","2014","3011F","OCO",2015,0,275652
"2511","2014","3020F","OCO",2015,0,48400
"2512","2014","3080F","OCO",2015,0,5035692
"2513","2014","3400F","OCO",2015,0,12746424
"2514","2014","3600F","OCO",2015,0,9000
"2515","2014","3740F","OCO",2015,0,32849
"2516","2014","3840F","OCO",2015,0,22200
"2517","2014","4557N","OCO",2015,0,0
"2518","2014","493001A","OCO",2015,0,44732
"2519","2014","493002N","OCO",2015,0,0
"2520","2014","493003F","OCO",2015,0,88500
"2521","2014","493004D","OCO",2015,0,0
"2522","2014","493005D","OCO",2015,0,131678
"2523","2014","5098A","OCO",2015,0,0
"2524","2014","5188D","OCO",2015,0,0
"2525","2014","5189D","OCO",2015,0,0
"2526","2014","5751D","OCO",2015,0,0
"2527","2014","Unlabeled","OCO",2015,0,0
"2528","2014","*  Aircraft Procurement Army - This total reflects cancellation of $80,000 proposed in the FY 2015 President's Budget, but does not reflect cancellation of $117,000 proposed in the OCO amendment to the FY 2015 President's Budget.","Total",2015,0,0
"2529","2014","*  Missile Procurement Air Force - This total reflects cancellation of $67,000 proposed in the FY 2015 President's Budget.","Total",2015,0,0
"2530","2014","* Defense Health Program - $161.8M for transfer to the Veteran's Administration included in this total.","Total",2015,0,0
"2531","2014","* Operation & Maintenance, Navy - $291M for transfer to the Maritime Administration included in this total.","Total",2015,0,0
"2532","2014","** Other Procurement Army - This total reflects cancellation of $118,685 proposed in the FY 2015 President;s Budget.","Total",2015,0,0
"2533","2014","0100D","Total",2015,37373925,0
"2534","2014","0104D","Total",2015,13606,0
"2535","2014","0105D","Total",2015,1392190,0
"2536","2014","0107D","Total",2015,326766,0
"2537","2014","0111D","Total",2015,51031,0
"2538","2014","0114D","Total",2015,0,0
"2539","2014","0118D","Total",2015,0,0
"2540","2014","0130D","Total",2015,35141247,0
"2541","2014","0134D","Total",2015,500455,0
"2542","2014","0145D","Total",2015,0,0
"2543","2014","0300D","Total",2015,8768468,0
"2544","2014","0303D","Total",2015,0,0
"2545","2014","0350D","Total",2015,2e+06,0
"2546","2014","0360D","Total",2015,120270,0
"2547","2014","0390D","Total",2015,2642157,0
"2548","2014","0400D","Total",2015,17156429,0
"2549","2014","0460D","Total",2015,246091,0
"2550","2014","0513N","Total",2015,2244400,0
"2551","2014","0810A","Total",2015,298815,0
"2552","2014","0810D","Total",2015,10757,0
"2553","2014","0810F","Total",2015,439820,0
"2554","2014","0810N","Total",2015,316103,0
"2555","2014","0811D","Total",2015,287443,0
"2556","2014","0819D","Total",2015,109500,0
"2557","2014","0833D","Total",2015,0,0
"2558","2014","0838D","Total",2015,0,0
"2559","2014","1106N","Total",2015,8759383,0
"2560","2014","1107N","Total",2015,267851,0
"2561","2014","1109N","Total",2015,2733884,0
"2562","2014","1319N","Total",2015,14980755,0
"2563","2014","1506N","Total",2015,33307940,0
"2564","2014","1507N","Total",2015,6191314,0
"2565","2014","1508N","Total",2015,1437356,0
"2566","2014","1611N","Total",2015,30462728,0
"2567","2014","1804N","Total",2015,44314536,0
"2568","2014","1806N","Total",2015,1214082,0
"2569","2014","1810N","Total",2015,11145236,0
"2570","2014","2020A","Total",2015,63013143,0
"2571","2014","2031A","Total",2015,10867782,0
"2572","2014","2032A","Total",2015,3356272,0
"2573","2014","2033A","Total",2015,3221622,0
"2574","2014","2034A","Total",2015,3269934,0
"2575","2014","2035A","Total",2015,11181620,0
"2576","2014","2040A","Total",2015,7136181,0
"2577","2014","2065A","Total",2015,6988001,0
"2578","2014","2080A","Total",2015,2975610,0
"2579","2014","2091A","Total",2015,4726720,0
"2580","2014","2093A","Total",2015,1758450,0
"2581","2014","2096A","Total",2015,199000,0
"2582","2014","3010F","Total",2015,21136096,0
"2583","2014","3011F","Total",2015,1735006,0
"2584","2014","3020F","Total",2015,8697474,0
"2585","2014","3080F","Total",2015,38178028,0
"2586","2014","3400F","Total",2015,45864066,0
"2587","2014","3600F","Total",2015,23580637,0
"2588","2014","3740F","Total",2015,3095056,0
"2589","2014","3840F","Total",2015,6414504,0
"2590","2014","4557N","Total",2015,642206,0
"2591","2014","493001A","Total",2015,219890,0
"2592","2014","493002N","Total",2015,0,0
"2593","2014","493003F","Total",2015,150231,0
"2594","2014","493004D","Total",2015,1365897,0
"2595","2014","493005D","Total",2015,178106,0
"2596","2014","5098A","Total",2015,0,0
"2597","2014","5188D","Total",2015,30878,0
"2598","2014","5189D","Total",2015,130276,0
"2599","2014","5751D","Total",2015,0,0
"2600","2014","Unlabeled","Total",2015,38366609,0
"2601","2015","*  Aircraft Procurement Army - This total reflects cancellation of $80,000 proposed in the FY 2015 President's Budget, but does not reflect cancellation of $117,000 proposed in the OCO amendment to the FY 2015 President's Budget.","Base",2015,0,0
"2602","2015","*  Missile Procurement Air Force - This total reflects cancellation of $67,000 proposed in the FY 2015 President's Budget.","Base",2015,0,0
"2603","2015","* Defense Health Program - $161.8M for transfer to the Veteran's Administration included in this total.","Base",2015,0,0
"2604","2015","* Operation & Maintenance, Navy - $291M for transfer to the Maritime Administration included in this total.","Base",2015,0,0
"2605","2015","** Other Procurement Army - This total reflects cancellation of $118,685 proposed in the FY 2015 President;s Budget.","Base",2015,0,0
"2606","2015","0100D","Base",2015,0,0
"2607","2015","0104D","Base",2015,0,0
"2608","2015","0105D","Base",2015,0,0
"2609","2015","0107D","Base",2015,0,0
"2610","2015","0111D","Base",2015,0,0
"2611","2015","0114D","Base",2015,0,0
"2612","2015","0118D","Base",2015,0,0
"2613","2015","0130D","Base",2015,0,0
"2614","2015","0134D","Base",2015,0,0
"2615","2015","0145D","Base",2015,0,0
"2616","2015","0300D","Base",2015,0,0
"2617","2015","0303D","Base",2015,0,0
"2618","2015","0350D","Base",2015,0,0
"2619","2015","0360D","Base",2015,0,0
"2620","2015","0390D","Base",2015,0,0
"2621","2015","0400D","Base",2015,0,0
"2622","2015","0460D","Base",2015,0,0
"2623","2015","0513N","Base",2015,0,0
"2624","2015","0810A","Base",2015,0,0
"2625","2015","0810D","Base",2015,0,0
"2626","2015","0810F","Base",2015,0,0
"2627","2015","0810N","Base",2015,0,0
"2628","2015","0811D","Base",2015,0,0
"2629","2015","0819D","Base",2015,0,0
"2630","2015","0833D","Base",2015,0,0
"2631","2015","0838D","Base",2015,0,0
"2632","2015","1106N","Base",2015,0,0
"2633","2015","1107N","Base",2015,0,0
"2634","2015","1109N","Base",2015,0,0
"2635","2015","1319N","Base",2015,0,0
"2636","2015","1506N","Base",2015,0,0
"2637","2015","1507N","Base",2015,0,0
"2638","2015","1508N","Base",2015,0,0
"2639","2015","1611N","Base",2015,0,0
"2640","2015","1804N","Base",2015,0,0
"2641","2015","1806N","Base",2015,0,0
"2642","2015","1810N","Base",2015,0,0
"2643","2015","2020A","Base",2015,0,0
"2644","2015","2031A","Base",2015,0,0
"2645","2015","2032A","Base",2015,0,0
"2646","2015","2033A","Base",2015,0,0
"2647","2015","2034A","Base",2015,0,0
"2648","2015","2035A","Base",2015,0,0
"2649","2015","2040A","Base",2015,0,0
"2650","2015","2065A","Base",2015,0,0
"2651","2015","2080A","Base",2015,0,0
"2652","2015","2091A","Base",2015,0,0
"2653","2015","2093A","Base",2015,0,0
"2654","2015","2096A","Base",2015,0,0
"2655","2015","3010F","Base",2015,0,0
"2656","2015","3011F","Base",2015,0,0
"2657","2015","3020F","Base",2015,0,0
"2658","2015","3080F","Base",2015,0,0
"2659","2015","3400F","Base",2015,0,0
"2660","2015","3600F","Base",2015,0,0
"2661","2015","3740F","Base",2015,0,0
"2662","2015","3840F","Base",2015,0,0
"2663","2015","4557N","Base",2015,0,0
"2664","2015","493001A","Base",2015,0,0
"2665","2015","493002N","Base",2015,0,0
"2666","2015","493003F","Base",2015,0,0
"2667","2015","493004D","Base",2015,0,0
"2668","2015","493005D","Base",2015,0,0
"2669","2015","5098A","Base",2015,0,0
"2670","2015","5188D","Base",2015,0,0
"2671","2015","5189D","Base",2015,0,0
"2672","2015","5751D","Base",2015,0,0
"2673","2015","Unlabeled","Base",2015,0,0
"2674","2015","*  Aircraft Procurement Army - This total reflects cancellation of $80,000 proposed in the FY 2015 President's Budget, but does not reflect cancellation of $117,000 proposed in the OCO amendment to the FY 2015 President's Budget.","OCO",2015,0,0
"2675","2015","*  Missile Procurement Air Force - This total reflects cancellation of $67,000 proposed in the FY 2015 President's Budget.","OCO",2015,0,0
"2676","2015","* Defense Health Program - $161.8M for transfer to the Veteran's Administration included in this total.","OCO",2015,0,0
"2677","2015","* Operation & Maintenance, Navy - $291M for transfer to the Maritime Administration included in this total.","OCO",2015,0,0
"2678","2015","** Other Procurement Army - This total reflects cancellation of $118,685 proposed in the FY 2015 President;s Budget.","OCO",2015,0,0
"2679","2015","0100D","OCO",2015,0,0
"2680","2015","0104D","OCO",2015,0,0
"2681","2015","0105D","OCO",2015,0,0
"2682","2015","0107D","OCO",2015,0,0
"2683","2015","0111D","OCO",2015,0,0
"2684","2015","0114D","OCO",2015,0,0
"2685","2015","0118D","OCO",2015,0,0
"2686","2015","0130D","OCO",2015,0,0
"2687","2015","0134D","OCO",2015,0,0
"2688","2015","0145D","OCO",2015,0,0
"2689","2015","0300D","OCO",2015,0,0
"2690","2015","0303D","OCO",2015,0,0
"2691","2015","0350D","OCO",2015,0,0
"2692","2015","0360D","OCO",2015,0,0
"2693","2015","0390D","OCO",2015,0,0
"2694","2015","0400D","OCO",2015,0,0
"2695","2015","0460D","OCO",2015,0,0
"2696","2015","0513N","OCO",2015,0,0
"2697","2015","0810A","OCO",2015,0,0
"2698","2015","0810D","OCO",2015,0,0
"2699","2015","0810F","OCO",2015,0,0
"2700","2015","0810N","OCO",2015,0,0
"2701","2015","0811D","OCO",2015,0,0
"2702","2015","0819D","OCO",2015,0,0
"2703","2015","0833D","OCO",2015,0,0
"2704","2015","0838D","OCO",2015,0,0
"2705","2015","1106N","OCO",2015,0,0
"2706","2015","1107N","OCO",2015,0,0
"2707","2015","1109N","OCO",2015,0,0
"2708","2015","1319N","OCO",2015,0,0
"2709","2015","1506N","OCO",2015,0,0
"2710","2015","1507N","OCO",2015,0,0
"2711","2015","1508N","OCO",2015,0,0
"2712","2015","1611N","OCO",2015,0,0
"2713","2015","1804N","OCO",2015,0,0
"2714","2015","1806N","OCO",2015,0,0
"2715","2015","1810N","OCO",2015,0,0
"2716","2015","2020A","OCO",2015,0,0
"2717","2015","2031A","OCO",2015,0,0
"2718","2015","2032A","OCO",2015,0,0
