"","SourceFiscalYear","AccountDSI","MilDeptDW","AccountTitle","Organization","BudgetActivity","BudgetActivityTitle","AGtitle","LineNumber","LineNumber","SAG","SAG.Title","IncludeInTOA","Classified","FiscalYear","OriginType","ActualTotal","EnactedTotal","EnactedType","PBtotal","PBtype","SpecialTotal","SpecialType"
"1008",2012,"3400","F","Operation & Maintenance, Air Force","AF","02","Mobilization","Mobility Operations","160","160","021D","Mobilization Preparedness","Y","U",2011,"OCO",NA,NA,240394,NA,NA,NA,NA
"1009",2012,"3400","F","Operation & Maintenance, Air Force","AF","02","Mobilization","Mobility Operations","170","170","021M","Depot Maintenance","Y","U",2011,"OCO",NA,NA,217023,NA,NA,NA,NA
"1010",2012,"3400","F","Operation & Maintenance, Air Force","AF","02","Mobilization","Mobility Operations","180","180","021R","Facilities Sustainment, Restoration & Modernization","Y","U",2011,"OCO",NA,NA,20360,NA,NA,NA,NA
"1011",2012,"3400","F","Operation & Maintenance, Air Force","AF","02","Mobilization","Mobility Operations","190","190","021Z","Base Support","Y","U",2011,"OCO",NA,NA,57362,NA,NA,NA,NA
"1012",2012,"3400","F","Operation & Maintenance, Air Force","AF","03","Training and Recruiting","Accession Training","200","200","031A","Officer Acquisition","Y","U",2011,"OCO",NA,NA,0,NA,NA,NA,NA
"1013",2012,"3400","F","Operation & Maintenance, Air Force","AF","03","Training and Recruiting","Accession Training","210","210","031B","Recruit Training","Y","U",2011,"OCO",NA,NA,0,NA,NA,NA,NA
"1014",2012,"3400","F","Operation & Maintenance, Air Force","AF","03","Training and Recruiting","Accession Training","220","220","031D","Reserve Officers Training Corps (ROTC)","Y","U",2011,"OCO",NA,NA,0,NA,NA,NA,NA
"1015",2012,"3400","F","Operation & Maintenance, Air Force","AF","03","Training and Recruiting","Accession Training","230","230","031R","Facilities Sustainment, Restoration & Modernization","Y","U",2011,"OCO",NA,NA,1948,NA,NA,NA,NA
"1016",2012,"3400","F","Operation & Maintenance, Air Force","AF","03","Training and Recruiting","Accession Training","240","240","031Z","Base Support","Y","U",2011,"OCO",NA,NA,6088,NA,NA,NA,NA
"1017",2012,"3400","F","Operation & Maintenance, Air Force","AF","03","Training and Recruiting","Basic Skills And Advanced Training","250","250","032A","Specialized Skill Training","Y","U",2011,"OCO",NA,NA,45893,NA,NA,NA,NA
"1018",2012,"3400","F","Operation & Maintenance, Air Force","AF","03","Training and Recruiting","Basic Skills And Advanced Training","260","260","032B","Flight Training","Y","U",2011,"OCO",NA,NA,20277,NA,NA,NA,NA
"1019",2012,"3400","F","Operation & Maintenance, Air Force","AF","03","Training and Recruiting","Basic Skills And Advanced Training","270","270","032C","Professional Development Education","Y","U",2011,"OCO",NA,NA,1500,NA,NA,NA,NA
"1020",2012,"3400","F","Operation & Maintenance, Air Force","AF","03","Training and Recruiting","Basic Skills And Advanced Training","280","280","032D","Training Support","Y","U",2011,"OCO",NA,NA,1820,NA,NA,NA,NA
"1021",2012,"3400","F","Operation & Maintenance, Air Force","AF","03","Training and Recruiting","Basic Skills And Advanced Training","290","290","032M","Depot Maintenance","Y","U",2011,"OCO",NA,NA,0,NA,NA,NA,NA
"1022",2012,"3400","F","Operation & Maintenance, Air Force","AF","03","Training and Recruiting","Recruiting And Other Training & Education","300","300","033A","Recruiting And Advertising","Y","U",2011,"OCO",NA,NA,0,NA,NA,NA,NA
"1023",2012,"3400","F","Operation & Maintenance, Air Force","AF","03","Training and Recruiting","Recruiting And Other Training & Education","310","310","033B","Examining","Y","U",2011,"OCO",NA,NA,0,NA,NA,NA,NA
"1024",2012,"3400","F","Operation & Maintenance, Air Force","AF","03","Training and Recruiting","Recruiting And Other Training & Education","320","320","033C","Off-Duty And Voluntary Education","Y","U",2011,"OCO",NA,NA,0,NA,NA,NA,NA
"1025",2012,"3400","F","Operation & Maintenance, Air Force","AF","03","Training and Recruiting","Recruiting And Other Training & Education","330","330","033D","Civilian Education And Training","Y","U",2011,"OCO",NA,NA,0,NA,NA,NA,NA
"1026",2012,"3400","F","Operation & Maintenance, Air Force","AF","03","Training and Recruiting","Recruiting And Other Training & Education","340","340","033E","Junior ROTC","Y","U",2011,"OCO",NA,NA,0,NA,NA,NA,NA
"1027",2012,"3400","F","Operation & Maintenance, Air Force","AF","04","Admin & Srvwd Activities","Logistics Operations","350","350","041A","Logistics Operations","Y","U",2011,"OCO",NA,NA,292030,NA,NA,NA,NA
"1028",2012,"3400","F","Operation & Maintenance, Air Force","AF","04","Admin & Srvwd Activities","Logistics Operations","360","360","041B","Technical Support Activities","Y","U",2011,"OCO",NA,NA,0,NA,NA,NA,NA
"1029",2012,"3400","F","Operation & Maintenance, Air Force","AF","04","Admin & Srvwd Activities","Logistics Operations","370","370","041M","Depot Maintenance","Y","U",2011,"OCO",NA,NA,0,NA,NA,NA,NA
"1030",2012,"3400","F","Operation & Maintenance, Air Force","AF","04","Admin & Srvwd Activities","Logistics Operations","380","380","041R","Facilities Sustainment, Restoration & Modernization","Y","U",2011,"OCO",NA,NA,10500,NA,NA,NA,NA
"1031",2012,"3400","F","Operation & Maintenance, Air Force","AF","04","Admin & Srvwd Activities","Logistics Operations","390","390","041Z","Base Support","Y","U",2011,"OCO",NA,NA,31985,NA,NA,NA,NA
"1032",2012,"3400","F","Operation & Maintenance, Air Force","AF","04","Admin & Srvwd Activities","Servicewide Activities","400","400","042A","Administration","Y","U",2011,"OCO",NA,NA,5438,NA,NA,NA,NA
"1033",2012,"3400","F","Operation & Maintenance, Air Force","AF","04","Admin & Srvwd Activities","Servicewide Activities","410","410","042B","Servicewide Communications","Y","U",2011,"OCO",NA,NA,247149,NA,NA,NA,NA
"1034",2012,"3400","F","Operation & Maintenance, Air Force","AF","04","Admin & Srvwd Activities","Servicewide Activities","420","420","042G","Other Servicewide Activities","Y","U",2011,"OCO",NA,NA,113082,NA,NA,NA,NA
"1035",2012,"3400","F","Operation & Maintenance, Air Force","AF","04","Admin & Srvwd Activities","Servicewide Activities","430","430","042I","Civil Air Patrol","Y","U",2011,"OCO",NA,NA,0,NA,NA,NA,NA
"1036",2012,"3400","F","Operation & Maintenance, Air Force","AF","04","Admin & Srvwd Activities","Servicewide Activities","440","440","042N","Judgment Fund Reimbursement","Y","U",2011,"OCO",NA,NA,0,NA,NA,NA,NA
"1037",2012,"3400","F","Operation & Maintenance, Air Force","AF","04","Admin & Srvwd Activities","Support To Other Nations","460","460","044A","International Support","Y","U",2011,"OCO",NA,NA,0,NA,NA,NA,NA
"1038",2012,"3400","F","Operation & Maintenance, Air Force","","04","Admin & Srvwd Activities","","","","9999","Classified Programs","Y","U",2011,"OCO",NA,NA,305689,NA,NA,NA,NA
"1039",2012,"3400","F","Operation & Maintenance, Air Force","AF","20","Undistributed","Undistributed","470","470","CR11","Adj to Match Continuing Resolution","Y","U",2011,"OCO",NA,NA,-965515,NA,NA,NA,NA
"1040",2012,"3740","F","Operation & Maintenance, AF Reserve","AF","01","Operating Forces","Air Operations","010","010","011A","Primary Combat Forces","Y","U",2011,"OCO",NA,NA,0,NA,NA,NA,NA
"1041",2012,"3740","F","Operation & Maintenance, AF Reserve","AF","01","Operating Forces","Air Operations","020","020","011G","Mission Support Operations","Y","U",2011,"OCO",NA,NA,0,NA,NA,NA,NA
"1042",2012,"3740","F","Operation & Maintenance, AF Reserve","AF","01","Operating Forces","Air Operations","030","030","011M","Depot Maintenance","Y","U",2011,"OCO",NA,NA,116924,NA,NA,NA,NA
"1043",2012,"3740","F","Operation & Maintenance, AF Reserve","AF","01","Operating Forces","Air Operations","040","040","011R","Facilities Sustainment, Restoration & Modernization","Y","U",2011,"OCO",NA,NA,0,NA,NA,NA,NA
"1044",2012,"3740","F","Operation & Maintenance, AF Reserve","AF","01","Operating Forces","Air Operations","050","050","011Z","Base Support","Y","U",2011,"OCO",NA,NA,12683,NA,NA,NA,NA
"1045",2012,"3740","F","Operation & Maintenance, AF Reserve","AF","04","Admin & Srvwd Activities","Servicewide Activities","060","060","042A","Administration","Y","U",2011,"OCO",NA,NA,0,NA,NA,NA,NA
"1046",2012,"3740","F","Operation & Maintenance, AF Reserve","AF","04","Admin & Srvwd Activities","Servicewide Activities","070","070","042J","Recruiting And Advertising","Y","U",2011,"OCO",NA,NA,0,NA,NA,NA,NA
"1047",2012,"3740","F","Operation & Maintenance, AF Reserve","AF","04","Admin & Srvwd Activities","Servicewide Activities","080","080","042K","Military Manpower And Pers Mgmt (Arpc)","Y","U",2011,"OCO",NA,NA,0,NA,NA,NA,NA
"1048",2012,"3740","F","Operation & Maintenance, AF Reserve","AF","04","Admin & Srvwd Activities","Servicewide Activities","090","090","042L","Other Pers Support (Disability Comp)","Y","U",2011,"OCO",NA,NA,0,NA,NA,NA,NA
"1049",2012,"3740","F","Operation & Maintenance, AF Reserve","AF","04","Admin & Srvwd Activities","Servicewide Activities","100","100","042M","Audiovisual","Y","U",2011,"OCO",NA,NA,0,NA,NA,NA,NA
"1050",2012,"3740","F","Operation & Maintenance, AF Reserve","AF","20","Undistributed","Undistributed","110","110","CR11","Adj to Match Continuing Resolution","Y","U",2011,"OCO",NA,NA,109682,NA,NA,NA,NA
"1051",2012,"3840","F","Operation & Maintenance, ANG","AF","01","Operating Forces","Air Operations","010","010","011F","Aircraft Operations","Y","U",2011,"OCO",NA,NA,152896,NA,NA,NA,NA
"1052",2012,"3840","F","Operation & Maintenance, ANG","AF","01","Operating Forces","Air Operations","020","020","011G","Mission Support Operations","Y","U",2011,"OCO",NA,NA,57800,NA,NA,NA,NA
"1053",2012,"3840","F","Operation & Maintenance, ANG","AF","01","Operating Forces","Air Operations","030","030","011M","Depot Maintenance","Y","U",2011,"OCO",NA,NA,140127,NA,NA,NA,NA
"1054",2012,"3840","F","Operation & Maintenance, ANG","AF","01","Operating Forces","Air Operations","040","040","011R","Facilities Sustainment, Restoration & Modernization","Y","U",2011,"OCO",NA,NA,0,NA,NA,NA,NA
"1055",2012,"3840","F","Operation & Maintenance, ANG","AF","01","Operating Forces","Air Operations","050","050","011Z","Base Support","Y","U",2011,"OCO",NA,NA,0,NA,NA,NA,NA
"1056",2012,"3840","F","Operation & Maintenance, ANG","AF","04","Admin & Srvwd Activities","Servicewide Activities","060","060","042A","Administration","Y","U",2011,"OCO",NA,NA,0,NA,NA,NA,NA
"1057",2012,"3840","F","Operation & Maintenance, ANG","AF","04","Admin & Srvwd Activities","Servicewide Activities","070","070","042J","Recruiting And Advertising","Y","U",2011,"OCO",NA,NA,0,NA,NA,NA,NA
"1058",2012,"3840","F","Operation & Maintenance, ANG","AF","20","Undistributed","Undistributed","080","080","CR11","Adj to Match Continuing Resolution","Y","U",2011,"OCO",NA,NA,124832,NA,NA,NA,NA
"1059",2012,"0100","D","Operation & Maintenance, Defense-Wide","SOCOM","01","Operating Forces","Defensewide Activities","020","020","","Special Operations Command","Y","U",2011,"OCO",NA,NA,3012026,NA,NA,NA,NA
"1060",2012,"0100","D","Operation & Maintenance, Defense-Wide","TJS","01","Operating Forces","Defensewide Activities","010","010","","Joint Chiefs Of Staff","Y","U",2011,"OCO",NA,NA,20500,NA,NA,NA,NA
"1061",2012,"0100","D","Operation & Maintenance, Defense-Wide","DAU","03","Training and Recruiting","Defensewide Activities","030","030","","Defense Acquisition University","Y","U",2011,"OCO",NA,NA,0,NA,NA,NA,NA
"1062",2012,"0100","D","Operation & Maintenance, Defense-Wide","NDU","03","Training and Recruiting","Recruiting And Other Training & Education","040","040","","National Defense University","Y","U",2011,"OCO",NA,NA,0,NA,NA,NA,NA
"1063",2012,"0100","D","Operation & Maintenance, Defense-Wide","BTA","04","Admin & Srvwd Activities","Defensewide Activities","070","070","","Defense Business Transformation Agency","Y","U",2011,"OCO",NA,NA,0,NA,NA,NA,NA
"1064",2012,"0100","D","Operation & Maintenance, Defense-Wide","CMP","04","Admin & Srvwd Activities","Defensewide Activities","050","050","","Civil Military Programs","Y","U",2011,"OCO",NA,NA,0,NA,NA,NA,NA
"1065",2012,"0100","D","Operation & Maintenance, Defense-Wide","DCAA","04","Admin & Srvwd Activities","Defensewide Activities","080","080","","Defense Contract Audit Agency","Y","U",2011,"OCO",NA,NA,27000,NA,NA,NA,NA
"1066",2012,"0100","D","Operation & Maintenance, Defense-Wide","DCMA","04","Admin & Srvwd Activities","Defensewide Activities","090","090","","Defense Contract Management Agency","Y","U",2011,"OCO",NA,NA,74862,NA,NA,NA,NA
"1067",2012,"0100","D","Operation & Maintenance, Defense-Wide","DFAS","04","Admin & Srvwd Activities","Defensewide Activities","100","100","","Defense Finance And Accounting Service","Y","U",2011,"OCO",NA,NA,0,NA,NA,NA,NA
"1068",2012,"0100","D","Operation & Maintenance, Defense-Wide","DHRA","04","Admin & Srvwd Activities","Defensewide Activities","110","110","","Defense Human Resources Activity","Y","U",2011,"OCO",NA,NA,0,NA,NA,NA,NA
"1069",2012,"0100","D","Operation & Maintenance, Defense-Wide","DISA","04","Admin & Srvwd Activities","Defensewide Activities","120","120","","Defense Information Systems Agency","Y","U",2011,"OCO",NA,NA,136316,NA,NA,NA,NA
"1070",2012,"0100","D","Operation & Maintenance, Defense-Wide","DLA","04","Admin & Srvwd Activities","Defensewide Activities","150","150","","Defense Logistics Agency","Y","U",2011,"OCO",NA,NA,0,NA,NA,NA,NA
"1071",2012,"0100","D","Operation & Maintenance, Defense-Wide","DLSA","04","Admin & Srvwd Activities","Defensewide Activities","140","140","","Defense Legal Services Agency","Y","U",2011,"OCO",NA,NA,120469,NA,NA,NA,NA
"1072",2012,"0100","D","Operation & Maintenance, Defense-Wide","DMACT","04","Admin & Srvwd Activities","Defensewide Activities","160","160","","Defense Media Activity","Y","U",2011,"OCO",NA,NA,14799,NA,NA,NA,NA
"1073",2012,"0100","D","Operation & Maintenance, Defense-Wide","DODEA","04","Admin & Srvwd Activities","Defensewide Activities","220","220","","Department Of Defense Education Activity","Y","U",2011,"OCO",NA,NA,485769,NA,NA,NA,NA
"1074",2012,"0100","D","Operation & Maintenance, Defense-Wide","DPMO","04","Admin & Srvwd Activities","Defensewide Activities","170","170","","Defense Pow/Mia Office","Y","U",2011,"OCO",NA,NA,0,NA,NA,NA,NA
"1075",2012,"0100","D","Operation & Maintenance, Defense-Wide","DSCA","04","Admin & Srvwd Activities","Defensewide Activities","180","180","","Defense Security Cooperation Agency","Y","U",2011,"OCO",NA,NA,2e+06,NA,NA,NA,NA
"1076",2012,"0100","D","Operation & Maintenance, Defense-Wide","DSS","04","Admin & Srvwd Activities","Defensewide Activities","190","190","","Defense Security Service","Y","U",2011,"OCO",NA,NA,0,NA,NA,NA,NA
"1077",2012,"0100","D","Operation & Maintenance, Defense-Wide","DTRA","04","Admin & Srvwd Activities","Defensewide Activities","210","210","","Defense Threat Reduction Agency","Y","U",2011,"OCO",NA,NA,1218,NA,NA,NA,NA
"1078",2012,"0100","D","Operation & Maintenance, Defense-Wide","DTSA","04","Admin & Srvwd Activities","Defensewide Activities","200","200","","Defense Technology Security Administration","Y","U",2011,"OCO",NA,NA,0,NA,NA,NA,NA
"1079",2012,"0100","D","Operation & Maintenance, Defense-Wide","MDA","04","Admin & Srvwd Activities","Defensewide Activities","230","230","","Missile Defense Agency","Y","U",2011,"OCO",NA,NA,0,NA,NA,NA,NA
"1080",2012,"0100","D","Operation & Maintenance, Defense-Wide","OEA","04","Admin & Srvwd Activities","Defensewide Activities","250","250","","Office Of Economic Adjustment","Y","U",2011,"OCO",NA,NA,0,NA,NA,NA,NA
"1081",2012,"0100","D","Operation & Maintenance, Defense-Wide","OSD","04","Admin & Srvwd Activities","Defensewide Activities","260","260","","Office Of The Secretary Of Defense","Y","U",2011,"OCO",NA,NA,188099,NA,NA,NA,NA
"1082",2012,"0100","D","Operation & Maintenance, Defense-Wide","WHS","04","Admin & Srvwd Activities","Defensewide Activities","270","270","","Washington Headquarters Service","Y","U",2011,"OCO",NA,NA,0,NA,NA,NA,NA
"1083",2012,"0100","D","Operation & Maintenance, Defense-Wide","","04","Admin & Srvwd Activities","","","","9999","Classified Programs","Y","U",2011,"OCO",NA,NA,3345300,NA,NA,NA,NA
"1084",2012,"0100","D","Operation & Maintenance, Defense-Wide","UNDD","20","Undistributed","Undistributed","280","280","","Adj to Match Continuing Resolution","Y","U",2011,"OCO",NA,NA,-850858,NA,NA,NA,NA
"1085",2012,"0107","D","Office of the Inspector General","IG","01","Operation & Maintenance","Defensewide Activities","010","010","","Office Of The Inspector General","Y","U",2011,"OCO",NA,NA,10529,NA,NA,NA,NA
"1086",2012,"0107","D","Office of the Inspector General","IG","02","RDT&E","Defensewide Activities","020","020","","Office Of The Inspector General","Y","U",2011,"OCO",NA,NA,0,NA,NA,NA,NA
"1087",2012,"0107","D","Office of the Inspector General","IG","03","Procurement","Defensewide Activities","030","030","","Office Of The Inspector General","Y","U",2011,"OCO",NA,NA,0,NA,NA,NA,NA
"1088",2012,"0107","D","Office of the Inspector General","IG","20","Undistributed","Undistributed","040","040","","Adj to Match Continuing Resolution","Y","U",2011,"OCO",NA,NA,-1653,NA,NA,NA,NA
"1089",2012,"0104","D","US Court of Appeals for Armed Forces, Def","DASD","04","Administration & Associated Activities","Defensewide Activities","010","010","","Us Court Of Appeals For The Armed Forces, Defense","Y","U",2011,"OCO",NA,NA,0,NA,NA,NA,NA
"1090",2012,"0104","D","US Court of Appeals for Armed Forces, Def","DASD","20","Undistributed","Undistributed","020","020","","Adj to Match Continuing Resolution","Y","U",2011,"OCO",NA,NA,0,NA,NA,NA,NA
"1091",2012,"0130","D","Defense Health Program","DHP","01","Operation & Maintenance","Defense Health Program","010","010","","In-House Care","Y","U",2011,"OCO",NA,NA,709004,NA,NA,NA,NA
"1092",2012,"0130","D","Defense Health Program","DHP","01","Operation & Maintenance","Defense Health Program","020","020","","Private Sector Care","Y","U",2011,"OCO",NA,NA,538376,NA,NA,NA,NA
"1093",2012,"0130","D","Defense Health Program","DHP","01","Operation & Maintenance","Defense Health Program","030","030","","Consolidated Health Support","Y","U",2011,"OCO",NA,NA,128412,NA,NA,NA,NA
"1094",2012,"0130","D","Defense Health Program","DHP","01","Operation & Maintenance","Defense Health Program","040","040","","Information Management","Y","U",2011,"OCO",NA,NA,2286,NA,NA,NA,NA
"1095",2012,"0130","D","Defense Health Program","DHP","01","Operation & Maintenance","Defense Health Program","050","050","","Management Activities","Y","U",2011,"OCO",NA,NA,518,NA,NA,NA,NA
"1096",2012,"0130","D","Defense Health Program","DHP","01","Operation & Maintenance","Defense Health Program","060","060","","Education And Training","Y","U",2011,"OCO",NA,NA,18061,NA,NA,NA,NA
"1097",2012,"0130","D","Defense Health Program","DHP","01","Operation & Maintenance","Defense Health Program","070","070","","Base Operations/Communications","Y","U",2011,"OCO",NA,NA,1435,NA,NA,NA,NA
"1098",2012,"0130","D","Defense Health Program","DHP","02","RDT&E","Defensewide Activities","080","080","","Defense Health Program","Y","U",2011,"OCO",NA,NA,0,NA,NA,NA,NA
"1099",2012,"0130","D","Defense Health Program","DHP","03","Procurement","Defensewide Activities","090","090","","Defense Health Program","Y","U",2011,"OCO",NA,NA,0,NA,NA,NA,NA
"1100",2012,"0130","D","Defense Health Program","DHP","20","Undistributed","Undistributed","100","100","","Adj to Match Continuing Resolution","Y","U",2011,"OCO",NA,NA,-110922,NA,NA,NA,NA
"1101",2012,"0819","D","Overseas Humanitarian, Disaster and Civic Aid","DSCA","01","Humanitarian Assistance","Defensewide Activities","010","010","","Overseas Humanitarian, Disaster And Civic Aid","Y","U",2011,"OCO",NA,NA,0,NA,NA,NA,NA
"1102",2012,"0819","D","Overseas Humanitarian, Disaster and Civic Aid","DSCA","20","Undistributed","Undistributed","020","020","","Adj to Match Continuing Resolution","Y","U",2011,"OCO",NA,NA,0,NA,NA,NA,NA
"1103",2012,"0134","D","Former Soviet Union (FSU) Threat Reduction","DTRA","01","Former Soviet Union (FSU) Threat Reduction","Defensewide Activities","010","010","","Former Soviet Union (Fsu) Threat Reduction","Y","U",2011,"OCO",NA,NA,0,NA,NA,NA,NA
"1104",2012,"0134","D","Former Soviet Union (FSU) Threat Reduction","DTRA","20","Undistributed","Undistributed","020","020","","Adj to Match Continuing Resolution","Y","U",2011,"OCO",NA,NA,0,NA,NA,NA,NA
"1105",2012,"0111","D","DoD Acquisition Workforce Development Fund","AT&L","01","ACQ WORKFORCE DEV FD","Acq Workforce Dev Fd","010","010","","Acq Workforce Dev Fd","Y","U",2011,"OCO",NA,NA,0,NA,NA,NA,NA
"1106",2012,"0111","D","DoD Acquisition Workforce Development Fund","AT&L","20","Undistributed","Undistributed","020","020","","Adj to Match Continuing Resolution","Y","U",2011,"OCO",NA,NA,0,NA,NA,NA,NA
"1107",2012,"0105","D","Drug Interdiction & Ctr-Drug Activities, Def","DEPS","01","Operating Forces","Defensewide Activities","010","010","","Drug Interdiction And Counter-Drug Activities, Defense","Y","U",2011,"OCO",NA,NA,457110,NA,NA,NA,NA
"1108",2012,"0105","D","Drug Interdiction & Ctr-Drug Activities, Def","DEPS","20","Undistributed","Undistributed","020","020","","Adj to Match Continuing Resolution","Y","U",2011,"OCO",NA,NA,-24596,NA,NA,NA,NA
"1109",2012,"0810","A","Environmental Restoration, Army","ARMY","01","Environmental Restoration, Army","Defense Environmental Restoration Fund","030","030","","Environmental Restoration, Army","Y","U",2011,"OCO",NA,NA,0,NA,NA,NA,NA
"1110",2012,"0810","A","Environmental Restoration, Army","ARMY","20","Environmental Restoration, Army","Undistributed","040","040","","Adj to Match Continuing Resolution","Y","U",2011,"OCO",NA,NA,0,NA,NA,NA,NA
"1111",2012,"0810","N","Environmental Restoration, Navy","NAVY","02","Environmental Restoration, Navy","Administration","050","050","","Environmental Restoration, Navy","Y","U",2011,"OCO",NA,NA,0,NA,NA,NA,NA
"1112",2012,"0810","N","Environmental Restoration, Navy","NAVY","20","Environmental Restoration, Navy","Undistributed","060","060","","Adj to Match Continuing Resolution","Y","U",2011,"OCO",NA,NA,0,NA,NA,NA,NA
"1113",2012,"0810","F","Environmental Restoration, Air Force","AF","03","Environmental Restoration, Air Force","Administration","070","070","","Environmental Restoration, Air Force","Y","U",2011,"OCO",NA,NA,0,NA,NA,NA,NA
"1114",2012,"0810","F","Environmental Restoration, Air Force","AF","20","Environmental Restoration, Air Force","Undistributed","080","080","","Adj to Match Continuing Resolution","Y","U",2011,"OCO",NA,NA,0,NA,NA,NA,NA
"1115",2012,"0810","D","Environmental Restoration, Defense","UNDD","04","Environmental Restoration, Defense","Administration","090","090","","Environmental Restoration, Defense","Y","U",2011,"OCO",NA,NA,0,NA,NA,NA,NA
"1116",2012,"0810","D","Environmental Restoration, Defense","UNDD","20","Environmental Restoration, Defense","Undistributed","100","100","","Adj to Match Continuing Resolution","Y","U",2011,"OCO",NA,NA,0,NA,NA,NA,NA
"1117",2012,"0811","D","Environmental Restoration Formerly Used Sites","UNDD","05","Environmental Restoration Used Sites","Administration","110","110","","Environmental Restoration Formerly Used Sites","Y","U",2011,"OCO",NA,NA,0,NA,NA,NA,NA
"1118",2012,"0811","D","Environmental Restoration Formerly Used Sites","UNDD","20","Undistributed","Undistributed","120","120","","Adj to Match Continuing Resolution","Y","U",2011,"OCO",NA,NA,0,NA,NA,NA,NA
"1119",2012,"0118","D","Overseas Contingency Operations Transfer Fund","UNDD","01","Overseas Contingency Operations Transfer Fund","Administration","130","130","","Overseas Contingency Operations Transfer Fund","Y","U",2011,"OCO",NA,NA,1551781,NA,NA,NA,NA
"1120",2012,"0118","D","Overseas Contingency Operations Transfer Fund","UNDD","20","Undistributed","Undistributed","140","140","","Adj to Match Continuing Resolution","Y","U",2011,"OCO",NA,NA,3448219,NA,NA,NA,NA
"1121",2012,"1236","N","Payment to Kaho'olawe Island Fund","NAVY","01","Payment to Kaho'olawe Island Fund","Logistics Operations And Technical Support","150","150","","Payment To Kaho'Olawe Island Fund","Y","U",2011,"OCO",NA,NA,0,NA,NA,NA,NA
"1122",2012,"0838","D","Support Of International Sporting Comptns, Def","ARMY","01","Operations Support","Administration","160","160","","Support Of International Sporting Competitions, Defense","Y","U",2011,"OCO",NA,NA,0,NA,NA,NA,NA
"1123",2012,"0833","D","Emergency Response Fund, Defense","UNDD","01","Increased Situational Awareness","Administration","170","170","","Emergency Response Fund, Defense","Y","U",2011,"OCO",NA,NA,0,NA,NA,NA,NA
"1124",2012,"4965","D","Emergency Response Fund","UNDD","20","Undistributed","Administration","180","180","","Emergency Response Fund","Y","U",2011,"OCO",NA,NA,0,NA,NA,NA,NA
"1125",2012,"5286","A","National Science Center, Army","ARMY","10","Concept Obligations","National Science Center, Army","190","190","","National Science Center, Army","N","U",2011,"OCO",NA,NA,0,NA,NA,NA,NA
"1126",2012,"5188","D","Disposal of DoD Real Property","AF","10","Concept Obligations","Disposal Of Dod Real Property","","","","Disposal Of DoD Real Property","N","U",2011,"OCO",NA,NA,0,NA,NA,NA,NA
"1127",2012,"5188","D","Disposal of DoD Real Property","ARMY","10","Concept Obligations","Disposal Of Dod Real Property","200","200","","Disposal Of DoD Real Property","N","U",2011,"OCO",NA,NA,0,NA,NA,NA,NA
"1128",2012,"5188","D","Disposal of DoD Real Property","NAVY","10","Concept Obligations","Disposal Of Dod Real Property","","","","Disposal Of DoD Real Property","N","U",2011,"OCO",NA,NA,0,NA,NA,NA,NA
"1129",2012,"5188","D","Disposal of DoD Real Property","UNDD","10","Concept Obligations","Disposal Of Dod Real Property","","","","Disposal Of DoD Real Property","N","U",2011,"OCO",NA,NA,0,NA,NA,NA,NA
"1130",2012,"5188","D","Disposal of DoD Real Property","UNDD","20","Undistributed","Undistributed","210","210","","Adj to Match Continuing Resolution","N","U",2011,"OCO",NA,NA,0,NA,NA,NA,NA
"1131",2012,"5189","D","Lease of DoD Real Property","AF","10","Concept Obligations","Lease Of Dod Real Property","","","","Lease Of DoD Real Property","N","U",2011,"OCO",NA,NA,0,NA,NA,NA,NA
"1132",2012,"5189","D","Lease of DoD Real Property","ARMY","10","Concept Obligations","Lease Of Dod Real Property","220","220","","Lease Of DoD Real Property","N","U",2011,"OCO",NA,NA,0,NA,NA,NA,NA
"1133",2012,"5189","D","Lease of DoD Real Property","NAVY","10","Concept Obligations","Lease Of Dod Real Property","","","","Lease Of DoD Real Property","N","U",2011,"OCO",NA,NA,0,NA,NA,NA,NA
"1134",2012,"5189","D","Lease of DoD Real Property","UNDD","10","Concept Obligations","Lease Of Dod Real Property","","","","Lease Of DoD Real Property","N","U",2011,"OCO",NA,NA,0,NA,NA,NA,NA
"1135",2012,"5189","D","Lease of DoD Real Property","UNDD","20","Undistributed","Undistributed","230","230","","Adj to Match Continuing Resolution","N","U",2011,"OCO",NA,NA,0,NA,NA,NA,NA
"1136",2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,"OCO",NA,NA,NA,NA,NA,NA,NA
"1137",2012,"* Reflects the FY 2011 President's Budget with an undistributed adjustment to match the Annualized Continuing Resolution funding level",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,"OCO",NA,NA,NA,NA,NA,NA,NA
"1138",2012,"by appropriation.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,"OCO",NA,NA,NA,NA,NA,NA,NA
"1139",2012,"** Adjusts each budget line included in the FY 2011 President's Budget request proportionally to match the Annualized Continuing Resolution funding",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,"OCO",NA,NA,NA,NA,NA,NA,NA
"1140",2012,"level for each appropriation.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,"OCO",NA,NA,NA,NA,NA,NA,NA
"1141",2012,"2020","A","Operation & Maintenance, Army","ARMY","01","Operating Forces","Land Forces","010","010","111","Maneuver Units","Y","U",2011,"Total",NA,1087321,NA,NA,NA,NA,NA
