"","SourceFiscalYear","AccountDSI","AccountTitle","Organization","BudgetActivity","BudgetActivityTitle","BudgetSubActivityTitle","BudgetLineItem","LineNumber","LineNumber","SAG","IncludeInTOA","IncludeInTOA","Classified","FiscalYear","OriginType","ActualTotal","EnactedTotal","EnactedType","PBtotal","PBtype"
"293",2017,"0100D","Operation and Maintenance, Defense-Wide","DSCA","04","Administration and Servicewide Activities","Defensewide Activities","Defense Security Cooperation Agency","190","190","4GTD","Y","Y","U",2015,"Total",2665108,NA,NA,NA,NA
"294",2017,"0100D","Operation and Maintenance, Defense-Wide","DSS","04","Administration and Servicewide Activities","Defensewide Activities","Defense Security Service","200","200","4GTE","Y","Y","U",2015,"Total",559281,NA,NA,NA,NA
"295",2017,"0100D","Operation and Maintenance, Defense-Wide","DEFW","04","Administration and Servicewide Activities","Defensewide Activities","Defense Support Activities","220","220","4GTG","Y","Y","U",2015,"Total",0,NA,NA,NA,NA
"296",2017,"0100D","Operation and Maintenance, Defense-Wide","DTSA","04","Administration and Servicewide Activities","Defensewide Activities","Defense Technology Security Administration","230","230","4GTH","Y","Y","U",2015,"Total",32284,NA,NA,NA,NA
"297",2017,"0100D","Operation and Maintenance, Defense-Wide","DTRA","04","Administration and Servicewide Activities","Defensewide Activities","Defense Threat Reduction Agency","240","240","4GTI","Y","Y","U",2015,"Total",407501,NA,NA,NA,NA
"298",2017,"0100D","Operation and Maintenance, Defense-Wide","DODEA","04","Administration and Servicewide Activities","Defensewide Activities","Department of Defense Education Activity","260","260","4GTJ","Y","Y","U",2015,"Total",2638349,NA,NA,NA,NA
"299",2017,"0100D","Operation and Maintenance, Defense-Wide","MDA","04","Administration and Servicewide Activities","Defensewide Activities","Missile Defense Agency","270","270","011A","Y","Y","U",2015,"Total",402462,NA,NA,NA,NA
"300",2017,"0100D","Operation and Maintenance, Defense-Wide","OEA","04","Administration and Servicewide Activities","Defensewide Activities","Office of Economic Adjustment","290","290","4GTM","Y","Y","U",2015,"Total",152413,NA,NA,NA,NA
"301",2017,"0100D","Operation and Maintenance, Defense-Wide","OSD","04","Administration and Servicewide Activities","Defensewide Activities","Office of the Secretary of Defense","300","300","4GTN","Y","Y","U",2015,"Total",1999262,NA,NA,NA,NA
"302",2017,"0100D","Operation and Maintenance, Defense-Wide","SOCOM","04","Administration and Servicewide Activities","Defensewide Activities","Special Operations Command/Admin & Svc-wide Activities","310","310","4GT1","Y","Y","U",2015,"Total",87095,NA,NA,NA,NA
"303",2017,"0100D","Operation and Maintenance, Defense-Wide","WHS","04","Administration and Servicewide Activities","Defensewide Activities","Washington Headquarters Services","320","320","4GTQ","Y","Y","U",2015,"Total",589242,NA,NA,NA,NA
"304",2017,"0100D","Operation and Maintenance, Defense-Wide","","04","Administration and Servicewide Activities","","Classified Programs","","","9999","Y","Y","U",2015,"Total",15324606,NA,NA,NA,NA
"305",2017,"0107D","Office of the Inspector General","IG","01","Operation And Maintenance","Defensewide Activities","Office of the Inspector General","010","010","4GTV","Y","Y","U",2015,"Total",306196,NA,NA,NA,NA
"306",2017,"0107D","Office of the Inspector General","IG","02","RDT&E","Defensewide Activities","Office of the Inspector General","020","020","4GTV","Y","Y","U",2015,"Total",1400,NA,NA,NA,NA
"307",2017,"0107D","Office of the Inspector General","IG","03","Procurement","Defensewide Activities","Office of the Inspector General","030","030","4GTV","Y","Y","U",2015,"Total",1000,NA,NA,NA,NA
"308",2017,"0104D","US Court of Appeals for Armed Forces, Def","CAAF","04","Administration And Associated Activities","Defensewide Activities","Us Court of Appeals for the Armed Forces, Defense","010","010","4GTT","Y","Y","U",2015,"Total",13723,NA,NA,NA,NA
"309",2017,"0130D","Defense Health Program","DHA","01","Operation & Maintenance","Defense Health Program","In-House Care","010","010","1","Y","Y","U",2015,"Total",8622357,NA,NA,NA,NA
"310",2017,"0130D","Defense Health Program","DHA","01","Operation & Maintenance","Defense Health Program","Private Sector Care","020","020","2","Y","Y","U",2015,"Total",15701308,NA,NA,NA,NA
"311",2017,"0130D","Defense Health Program","DHA","01","Operation & Maintenance","Defense Health Program","Consolidated Health Support","030","030","3","Y","Y","U",2015,"Total",2027665,NA,NA,NA,NA
"312",2017,"0130D","Defense Health Program","DHA","01","Operation & Maintenance","Defense Health Program","Information Management","040","040","4","Y","Y","U",2015,"Total",1475130,NA,NA,NA,NA
"313",2017,"0130D","Defense Health Program","DHA","01","Operation & Maintenance","Defense Health Program","Management Activities","050","050","5","Y","Y","U",2015,"Total",321391,NA,NA,NA,NA
"314",2017,"0130D","Defense Health Program","DHA","01","Operation & Maintenance","Defense Health Program","Education and Training","060","060","6","Y","Y","U",2015,"Total",662560,NA,NA,NA,NA
"315",2017,"0130D","Defense Health Program","DHA","01","Operation & Maintenance","Defense Health Program","Base Operations/Communications","070","070","7","Y","Y","U",2015,"Total",1859115,NA,NA,NA,NA
"316",2017,"0130D","Defense Health Program","DHA","02","RDT&E","Defensewide Activities","R&D Research","080","080","0601","Y","Y","U",2015,"Total",11186,NA,NA,NA,NA
"317",2017,"0130D","Defense Health Program","DHA","02","RDT&E","Defensewide Activities","R&D Exploratry Development","090","090","0602","Y","Y","U",2015,"Total",68382,NA,NA,NA,NA
"318",2017,"0130D","Defense Health Program","DHA","02","RDT&E","Defensewide Activities","R&D Advanced Development","100","100","0603","Y","Y","U",2015,"Total",1177620,NA,NA,NA,NA
"319",2017,"0130D","Defense Health Program","DHA","02","RDT&E","Defensewide Activities","R&D Demonstration/Validation","110","110","0604","Y","Y","U",2015,"Total",146411,NA,NA,NA,NA
"320",2017,"0130D","Defense Health Program","DHA","02","RDT&E","Defensewide Activities","R&D Engineering Development","120","120","0605","Y","Y","U",2015,"Total",240551,NA,NA,NA,NA
"321",2017,"0130D","Defense Health Program","DHA","02","RDT&E","Defensewide Activities","R&D Management and Support","130","130","0606","Y","Y","U",2015,"Total",38052,NA,NA,NA,NA
"322",2017,"0130D","Defense Health Program","DHA","02","RDT&E","Defensewide Activities","R&D Capabilities Enhancement","140","140","0607","Y","Y","U",2015,"Total",16413,NA,NA,NA,NA
"323",2017,"0130D","Defense Health Program","DHA","03","Procurement","Defensewide Activities","PROC Initial Outfitting","150","150","7720","Y","Y","U",2015,"Total",13057,NA,NA,NA,NA
"324",2017,"0130D","Defense Health Program","DHA","03","Procurement","Defensewide Activities","PROC Replacement & Modernization","160","160","7721","Y","Y","U",2015,"Total",219212,NA,NA,NA,NA
"325",2017,"0130D","Defense Health Program","DHA","03","Procurement","Defensewide Activities","PROC Theater Medical Information Program","170","170","7744","Y","Y","U",2015,"Total",3145,NA,NA,NA,NA
"326",2017,"0130D","Defense Health Program","DHA","03","Procurement","Defensewide Activities","PROC Joint Operational Medicine Information System","180","180","7746","Y","Y","U",2015,"Total",0,NA,NA,NA,NA
"327",2017,"0130D","Defense Health Program","DHA","03","Procurement","Defensewide Activities","PROC IEHR","190","190","7784","Y","Y","U",2015,"Total",3199,NA,NA,NA,NA
"328",2017,"0130D","Defense Health Program","DHA","03","Procurement","Defensewide Activities","PROC DoD Healthcare Management System Modernization","200","200","7787","Y","Y","U",2015,"Total",0,NA,NA,NA,NA
"329",2017,"0819D","Overseas Humanitarian, Disaster, and Civic Aid","DSCA","01","Humanitarian Assistance","Defensewide Activities","Overseas Humanitarian, Disaster and Civic Aid","010","010","4GTD","Y","Y","U",2015,"Total",103000,NA,NA,NA,NA
"330",2017,"0134D","Cooperative Threat Reduction Account","DTRA","01","FSU Threat Reduction","Defensewide Activities","Former Soviet Union (FSU) Threat Reduction","010","010","1PL3","Y","Y","U",2015,"Total",365108,NA,NA,NA,NA
"331",2017,"5751D","Contributions to the Cooperative Threat Red Pgm","DTRA","01","FSU Threat Reduction","Defensewide Activities","Contributions to the CTR Program","010","010","1PL3","Y","Y","U",2015,"Total",560,NA,NA,NA,NA
"332",2017,"0111D","DoD Acquisition Workforce Development Fund","DAU","01","Acquisition Workforce Development","Acq Workforce Dev Fd","Acq Workforce Dev Fd","010","010","012","Y","Y","U",2015,"Total",79234,NA,NA,NA,NA
"333",2017,"0105D","Drug Interdiction & Ctr-Drug Activities, Def","DEPS","01","Drug Interdiction And Counter Drug Activities","Defensewide Activities","Drug Interdiction and Counter-Drug Activities, Defense","010","010","2FU1","Y","Y","U",2015,"Total",0,NA,NA,NA,NA
"334",2017,"0105D","Drug Interdiction & Ctr-Drug Activities, Def","DEPSDDR","02","Drug Demand Reduction Program","Drug Intrdct & Cntr-Drg Act, Def","Drug Demand Reduction Program","020","020","ES01","Y","Y","U",2015,"Total",0,NA,NA,NA,NA
"335",2017,"0105D","Drug Interdiction & Ctr-Drug Activities, Def","DEPS","03","National Guard Counter-Drug Program","Drug Intrdct & Cntr-Drg Act, Def","National Guard Counter-Drug Program","030","030","ES01","Y","Y","U",2015,"Total",0,NA,NA,NA,NA
"336",2017,"0810A","Environmental Restoration, Army","ARMY","01","Department Of The Army","Defense Environmental Restoration Fund","Environmental Restoration, Army","040","040","493","Y","Y","U",2015,"Total",0,NA,NA,NA,NA
"337",2017,"0810N","Environmental Restoration, Navy","NAVY","02","Department Of The Navy","Closed Account Adjustments","Environmental Restoration, Navy","050","050","044G","Y","Y","U",2015,"Total",0,NA,NA,NA,NA
"338",2017,"0810F","Environmental Restoration, Air Force","AF","03","Department Of The Air Force","Closed Account Adjustments","Environmental Restoration, Air Force","060","060","042G","Y","Y","U",2015,"Total",0,NA,NA,NA,NA
"339",2017,"0810D","Environmental Restoration, Defense","DEFW","04","Defense-Wide","Closed Account Adjustments","Environmental Restoration, Defense","070","070","045G","Y","Y","U",2015,"Total",0,NA,NA,NA,NA
"340",2017,"0811D","Environmental Restoration Formerly Used Sites","DEFW","05","Defense-Wide","Closed Account Adjustments","Environmental Restoration Formerly Used Sites","080","080","047G","Y","Y","U",2015,"Total",0,NA,NA,NA,NA
"341",2017,"0145D","Counterterrorism Partnerships Fund","DEFW","01","Counterterrorism Partnerships Fund","Counterterrorism Partnerships Fund","Counterterrorism Partnerships Fund","090","090","010","Y","Y","U",2015,"Total",713098,NA,NA,NA,NA
"342",2017,"0838D","Support for International Sporting Competitions , Defense","DEFW","01","Operations Support","Closed Account Adjustments","Support of International Sporting Competitions, Defense","100","100","054","Y","Y","U",2015,"Total",6366,NA,NA,NA,NA
"343",2017,"5188D","Disposal of DoD Real Property","AF","10","Concept Obligations","Disposal of DoD Real Property","Disposal of DoD Real Property","110","110","110","N","N","U",2015,"Total",617,NA,NA,NA,NA
"344",2017,"5188D","Disposal of DoD Real Property","ARMY","10","Concept Obligations","Disposal of DoD Real Property","Disposal of DoD Real Property","120","120","110","N","N","U",2015,"Total",4700,NA,NA,NA,NA
"345",2017,"5188D","Disposal of DoD Real Property","NAVY","10","Concept Obligations","Disposal of DoD Real Property","Disposal of DoD Real Property","130","130","110","N","N","U",2015,"Total",3587,NA,NA,NA,NA
"346",2017,"5189D","Lease of DoD Real Property","AF","10","Concept Obligations","Lease of DoD Real Property","Lease of DoD Real Property","140","140","110","N","N","U",2015,"Total",10267,NA,NA,NA,NA
"347",2017,"5189D","Lease of DoD Real Property","ARMY","10","Concept Obligations","Lease of DoD Real Property","Lease of DoD Real Property","150","150","110","N","N","U",2015,"Total",21776,NA,NA,NA,NA
"348",2017,"5189D","Lease of DoD Real Property","NAVY","10","Concept Obligations","Lease of DoD Real Property","Lease of DoD Real Property","160","160","110","N","N","U",2015,"Total",7284,NA,NA,NA,NA
"349",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,"Total",NA,NA,NA,NA,NA
"350",2017,"* Defense Health Program - $137.4M for transfer to the Department of Veterans Affairs included in this total.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,"Total",NA,NA,NA,NA,NA
"351",2017,"2020A","Operation & Maintenance, Army","ARMY","01","Operating Forces","Land Forces","Maneuver Units","010","010","111","Y","Y","U",2016,"Base",NA,NA,340205,NA,NA
"352",2017,"2020A","Operation & Maintenance, Army","ARMY","01","Operating Forces","Land Forces","Modular Support Brigades","020","020","112","Y","Y","U",2016,"Base",NA,NA,64329,NA,NA
"353",2017,"2020A","Operation & Maintenance, Army","ARMY","01","Operating Forces","Land Forces","Echelons Above Brigade","030","030","113","Y","Y","U",2016,"Base",NA,NA,468310,NA,NA
"354",2017,"2020A","Operation & Maintenance, Army","ARMY","01","Operating Forces","Land Forces","Theater Level Assets","040","040","114","Y","Y","U",2016,"Base",NA,NA,674432,NA,NA
"355",2017,"2020A","Operation & Maintenance, Army","ARMY","01","Operating Forces","Land Forces","Land Forces Operations Support","050","050","115","Y","Y","U",2016,"Base",NA,NA,531947,NA,NA
"356",2017,"2020A","Operation & Maintenance, Army","ARMY","01","Operating Forces","Land Forces","Aviation Assets","060","060","116","Y","Y","U",2016,"Base",NA,NA,1434806,NA,NA
"357",2017,"2020A","Operation & Maintenance, Army","ARMY","01","Operating Forces","Land Forces Readiness","Force Readiness Operations Support","070","070","121","Y","Y","U",2016,"Base",NA,NA,2576520,NA,NA
"358",2017,"2020A","Operation & Maintenance, Army","ARMY","01","Operating Forces","Land Forces Readiness","Land Forces Systems Readiness","080","080","122","Y","Y","U",2016,"Base",NA,NA,424805,NA,NA
"359",2017,"2020A","Operation & Maintenance, Army","ARMY","01","Operating Forces","Land Forces Readiness","Land Forces Depot Maintenance","090","090","123","Y","Y","U",2016,"Base",NA,NA,593952,NA,NA
"360",2017,"2020A","Operation & Maintenance, Army","ARMY","01","Operating Forces","Land Forces Readiness Support","Base Operations Support","100","100","131","Y","Y","U",2016,"Base",NA,NA,7437593,NA,NA
"361",2017,"2020A","Operation & Maintenance, Army","ARMY","01","Operating Forces","Land Forces Readiness Support","Facilities Sustainment, Restoration & Modernization","110","110","132","Y","Y","U",2016,"Base",NA,NA,2628253,NA,NA
"362",2017,"2020A","Operation & Maintenance, Army","ARMY","01","Operating Forces","Land Forces Readiness Support","Management and Operational Headquarters","120","120","133","Y","Y","U",2016,"Base",NA,NA,410698,NA,NA
"363",2017,"2020A","Operation & Maintenance, Army","ARMY","01","Operating Forces","Land Forces Readiness Support","Combatant Commanders Core Operations","130","130","134","Y","Y","U",2016,"Base",NA,NA,163225,NA,NA
"364",2017,"2020A","Operation & Maintenance, Army","ARMY","01","Operating Forces","Land Forces Readiness Support","Additional Activities","140","140","135","Y","Y","U",2016,"Base",NA,NA,0,NA,NA
"365",2017,"2020A","Operation & Maintenance, Army","ARMY","01","Operating Forces","Land Forces Readiness Support","Commanders Emergency Response Program","150","150","136","Y","Y","U",2016,"Base",NA,NA,0,NA,NA
"366",2017,"2020A","Operation & Maintenance, Army","ARMY","01","Operating Forces","Land Forces Readiness Support","RESET","160","160","137","Y","Y","U",2016,"Base",NA,NA,0,NA,NA
"367",2017,"2020A","Operation & Maintenance, Army","ARMY","01","Operating Forces","Land Forces Readiness Support","Combatant Commands Direct Mission Support","170","170","138","Y","Y","U",2016,"Base",NA,NA,426611,NA,NA
"368",2017,"2020A","Operation & Maintenance, Army","ARMY","02","Mobilization","Mobility Operations","Strategic Mobility","180","180","211","Y","Y","U",2016,"Base",NA,NA,387118,NA,NA
"369",2017,"2020A","Operation & Maintenance, Army","ARMY","02","Mobilization","Mobility Operations","Army Prepositioned Stocks","190","190","212","Y","Y","U",2016,"Base",NA,NA,251083,NA,NA
"370",2017,"2020A","Operation & Maintenance, Army","ARMY","02","Mobilization","Mobility Operations","Industrial Preparedness","200","200","213","Y","Y","U",2016,"Base",NA,NA,6532,NA,NA
"371",2017,"2020A","Operation & Maintenance, Army","ARMY","03","Training and Recruiting","Accession Training","Officer Acquisition","210","210","311","Y","Y","U",2016,"Base",NA,NA,128997,NA,NA
"372",2017,"2020A","Operation & Maintenance, Army","ARMY","03","Training and Recruiting","Accession Training","Recruit Training","220","220","312","Y","Y","U",2016,"Base",NA,NA,47468,NA,NA
"373",2017,"2020A","Operation & Maintenance, Army","ARMY","03","Training and Recruiting","Accession Training","One Station Unit Training","230","230","313","Y","Y","U",2016,"Base",NA,NA,41954,NA,NA
"374",2017,"2020A","Operation & Maintenance, Army","ARMY","03","Training and Recruiting","Accession Training","Senior Reserve Officers Training Corps","240","240","314","Y","Y","U",2016,"Base",NA,NA,478430,NA,NA
"375",2017,"2020A","Operation & Maintenance, Army","ARMY","03","Training and Recruiting","Basic Skill and Advanced Training","Specialized Skill Training","250","250","321","Y","Y","U",2016,"Base",NA,NA,938759,NA,NA
"376",2017,"2020A","Operation & Maintenance, Army","ARMY","03","Training and Recruiting","Basic Skill and Advanced Training","Flight Training","260","260","322","Y","Y","U",2016,"Base",NA,NA,926320,NA,NA
"377",2017,"2020A","Operation & Maintenance, Army","ARMY","03","Training and Recruiting","Basic Skill and Advanced Training","Professional Development Education","270","270","323","Y","Y","U",2016,"Base",NA,NA,221917,NA,NA
"378",2017,"2020A","Operation & Maintenance, Army","ARMY","03","Training and Recruiting","Basic Skill and Advanced Training","Training Support","280","280","324","Y","Y","U",2016,"Base",NA,NA,570598,NA,NA
"379",2017,"2020A","Operation & Maintenance, Army","ARMY","03","Training and Recruiting","Recruiting, and Other Training & Education","Recruiting and Advertising","290","290","331","Y","Y","U",2016,"Base",NA,NA,479121,NA,NA
"380",2017,"2020A","Operation & Maintenance, Army","ARMY","03","Training and Recruiting","Recruiting, and Other Training & Education","Examining","300","300","332","Y","Y","U",2016,"Base",NA,NA,175937,NA,NA
"381",2017,"2020A","Operation & Maintenance, Army","ARMY","03","Training and Recruiting","Recruiting, and Other Training & Education","Off-Duty and Voluntary Education","310","310","333","Y","Y","U",2016,"Base",NA,NA,219210,NA,NA
"382",2017,"2020A","Operation & Maintenance, Army","ARMY","03","Training and Recruiting","Recruiting, and Other Training & Education","Civilian Education and Training","320","320","334","Y","Y","U",2016,"Base",NA,NA,145583,NA,NA
"383",2017,"2020A","Operation & Maintenance, Army","ARMY","03","Training and Recruiting","Recruiting, and Other Training & Education","Junior Reserve Officer Training Corps","330","330","335","Y","Y","U",2016,"Base",NA,NA,175015,NA,NA
"384",2017,"2020A","Operation & Maintenance, Army","ARMY","04","Admin & Srvwide Activities","Logistics Operations","Servicewide Transportation","350","350","421","Y","Y","U",2016,"Base",NA,NA,485002,NA,NA
"385",2017,"2020A","Operation & Maintenance, Army","ARMY","04","Admin & Srvwide Activities","Logistics Operations","Central Supply Activities","360","360","422","Y","Y","U",2016,"Base",NA,NA,780360,NA,NA
"386",2017,"2020A","Operation & Maintenance, Army","ARMY","04","Admin & Srvwide Activities","Logistics Operations","Logistic Support Activities","370","370","423","Y","Y","U",2016,"Base",NA,NA,668522,NA,NA
"387",2017,"2020A","Operation & Maintenance, Army","ARMY","04","Admin & Srvwide Activities","Logistics Operations","Ammunition Management","380","380","424","Y","Y","U",2016,"Base",NA,NA,314745,NA,NA
"388",2017,"2020A","Operation & Maintenance, Army","ARMY","04","Admin & Srvwide Activities","Servicewide Support","Administration","390","390","431","Y","Y","U",2016,"Base",NA,NA,372235,NA,NA
"389",2017,"2020A","Operation & Maintenance, Army","ARMY","04","Admin & Srvwide Activities","Servicewide Support","Servicewide Communications","400","400","432","Y","Y","U",2016,"Base",NA,NA,1736106,NA,NA
"390",2017,"2020A","Operation & Maintenance, Army","ARMY","04","Admin & Srvwide Activities","Servicewide Support","Manpower Management","410","410","433","Y","Y","U",2016,"Base",NA,NA,277101,NA,NA
"391",2017,"2020A","Operation & Maintenance, Army","ARMY","04","Admin & Srvwide Activities","Servicewide Support","Other Personnel Support","420","420","434","Y","Y","U",2016,"Base",NA,NA,374854,NA,NA
"392",2017,"2020A","Operation & Maintenance, Army","ARMY","04","Admin & Srvwide Activities","Servicewide Support","Other Service Support","430","430","435","Y","Y","U",2016,"Base",NA,NA,1077926,NA,NA
"393",2017,"2020A","Operation & Maintenance, Army","ARMY","04","Admin & Srvwide Activities","Servicewide Support","Army Claims Activities","440","440","436","Y","Y","U",2016,"Base",NA,NA,215153,NA,NA
"394",2017,"2020A","Operation & Maintenance, Army","ARMY","04","Admin & Srvwide Activities","Servicewide Support","Real Estate Management","450","450","437","Y","Y","U",2016,"Base",NA,NA,237380,NA,NA
"395",2017,"2020A","Operation & Maintenance, Army","ARMY","04","Admin & Srvwide Activities","Servicewide Support","Financial Management and Audit Readiness","460","460","438","Y","Y","U",2016,"Base",NA,NA,222938,NA,NA
"396",2017,"2020A","Operation & Maintenance, Army","ARMY","04","Admin & Srvwide Activities","Support of Other Nations","International Military Headquarters","470","470","441","Y","Y","U",2016,"Base",NA,NA,376804,NA,NA
"397",2017,"2020A","Operation & Maintenance, Army","ARMY","04","Admin & Srvwide Activities","Support of Other Nations","Misc. Support of Other Nations","480","480","442","Y","Y","U",2016,"Base",NA,NA,39608,NA,NA
"398",2017,"2020A","Operation & Maintenance, Army","ARMY","04","Admin & Srvwide Activities","Closed Account Adjustments","Closed Account Adjustments","490","490","451","Y","Y","U",2016,"Base",NA,NA,0,NA,NA
"399",2017,"2020A","Operation & Maintenance, Army","ARMY","04","Admin & Srvwide Activities","Closed Account Adjustments","Foreign Currency Fluctuation","500","500","471","Y","Y","U",2016,"Base",NA,NA,0,NA,NA
"400",2017,"2020A","Operation & Maintenance, Army","ARMY","04","Admin & Srvwide Activities","Closed Account Adjustments","Defense Environmental Restoration Account (DERA)","510","510","493","Y","Y","U",2016,"Base",NA,NA,0,NA,NA
"401",2017,"2020A","Operation & Maintenance, Army","ARMY","04","Admin & Srvwide Activities","Judgment Fund","Judgment Fund","520","520","461","Y","Y","U",2016,"Base",NA,NA,0,NA,NA
"402",2017,"2020A","Operation & Maintenance, Army","","04","Admin & Srvwide Activities","","Classified Programs","","","9999","Y","Y","U",2016,"Base",NA,NA,1132678,NA,NA
"403",2017,"2080A","Operation & Maintenance, Army Res","ARMY","01","Operating Forces","Land Forces","Modular Support Brigades","010","010","112","Y","Y","U",2016,"Base",NA,NA,16408,NA,NA
"404",2017,"2080A","Operation & Maintenance, Army Res","ARMY","01","Operating Forces","Land Forces","Echelons Above Brigade","020","020","113","Y","Y","U",2016,"Base",NA,NA,474690,NA,NA
"405",2017,"2080A","Operation & Maintenance, Army Res","ARMY","01","Operating Forces","Land Forces","Theater Level Assets","030","030","114","Y","Y","U",2016,"Base",NA,NA,104529,NA,NA
"406",2017,"2080A","Operation & Maintenance, Army Res","ARMY","01","Operating Forces","Land Forces","Land Forces Operations Support","040","040","115","Y","Y","U",2016,"Base",NA,NA,514221,NA,NA
"407",2017,"2080A","Operation & Maintenance, Army Res","ARMY","01","Operating Forces","Land Forces","Aviation Assets","050","050","116","Y","Y","U",2016,"Base",NA,NA,79442,NA,NA
"408",2017,"2080A","Operation & Maintenance, Army Res","ARMY","01","Operating Forces","Land Forces Readiness","Force Readiness Operations Support","060","060","121","Y","Y","U",2016,"Base",NA,NA,347601,NA,NA
"409",2017,"2080A","Operation & Maintenance, Army Res","ARMY","01","Operating Forces","Land Forces Readiness","Land Forces Systems Readiness","070","070","122","Y","Y","U",2016,"Base",NA,NA,81350,NA,NA
"410",2017,"2080A","Operation & Maintenance, Army Res","ARMY","01","Operating Forces","Land Forces Readiness","Land Forces Depot Maintenance","080","080","123","Y","Y","U",2016,"Base",NA,NA,54574,NA,NA
"411",2017,"2080A","Operation & Maintenance, Army Res","ARMY","01","Operating Forces","Land Forces Readiness Support","Base Operations Support","090","090","131","Y","Y","U",2016,"Base",NA,NA,557852,NA,NA
"412",2017,"2080A","Operation & Maintenance, Army Res","ARMY","01","Operating Forces","Land Forces Readiness Support","Facilities Sustainment, Restoration & Modernization","100","100","132","Y","Y","U",2016,"Base",NA,NA,258462,NA,NA
"413",2017,"2080A","Operation & Maintenance, Army Res","ARMY","01","Operating Forces","Land Forces Readiness Support","Management and Operational Headquarters","110","110","133","Y","Y","U",2016,"Base",NA,NA,40962,NA,NA
"414",2017,"2080A","Operation & Maintenance, Army Res","ARMY","04","Admin & Srvwd Activities","Logistics Operations","Servicewide Transportation","120","120","421","Y","Y","U",2016,"Base",NA,NA,10665,NA,NA
"415",2017,"2080A","Operation & Maintenance, Army Res","ARMY","04","Admin & Srvwd Activities","Servicewide Support","Administration","130","130","431","Y","Y","U",2016,"Base",NA,NA,18390,NA,NA
"416",2017,"2080A","Operation & Maintenance, Army Res","ARMY","04","Admin & Srvwd Activities","Servicewide Support","Servicewide Communications","140","140","432","Y","Y","U",2016,"Base",NA,NA,9976,NA,NA
"417",2017,"2080A","Operation & Maintenance, Army Res","ARMY","04","Admin & Srvwd Activities","Servicewide Support","Manpower Management","150","150","433","Y","Y","U",2016,"Base",NA,NA,8841,NA,NA
"418",2017,"2080A","Operation & Maintenance, Army Res","ARMY","04","Admin & Srvwd Activities","Servicewide Support","Recruiting and Advertising","160","160","434","Y","Y","U",2016,"Base",NA,NA,50928,NA,NA
"419",2017,"2080A","Operation & Maintenance, Army Res","ARMY","04","Admin & Srvwd Activities","Closed Account Adjustments","Closed Account Adjustments","170","170","451","Y","Y","U",2016,"Base",NA,NA,0,NA,NA
"420",2017,"2065A","Operation & Maintenance, ARNG","ARMY","01","Operating Forces","Land Forces","Maneuver Units","010","010","111","Y","Y","U",2016,"Base",NA,NA,688203,NA,NA
"421",2017,"2065A","Operation & Maintenance, ARNG","ARMY","01","Operating Forces","Land Forces","Modular Support Brigades","020","020","112","Y","Y","U",2016,"Base",NA,NA,164887,NA,NA
"422",2017,"2065A","Operation & Maintenance, ARNG","ARMY","01","Operating Forces","Land Forces","Echelons Above Brigade","030","030","113","Y","Y","U",2016,"Base",NA,NA,722278,NA,NA
"423",2017,"2065A","Operation & Maintenance, ARNG","ARMY","01","Operating Forces","Land Forces","Theater Level Assets","040","040","114","Y","Y","U",2016,"Base",NA,NA,94825,NA,NA
"424",2017,"2065A","Operation & Maintenance, ARNG","ARMY","01","Operating Forces","Land Forces","Land Forces Operations Support","050","050","115","Y","Y","U",2016,"Base",NA,NA,31224,NA,NA
"425",2017,"2065A","Operation & Maintenance, ARNG","ARMY","01","Operating Forces","Land Forces","Aviation Assets","060","060","116","Y","Y","U",2016,"Base",NA,NA,923927,NA,NA
"426",2017,"2065A","Operation & Maintenance, ARNG","ARMY","01","Operating Forces","Land Forces Readiness","Force Readiness Operations Support","070","070","121","Y","Y","U",2016,"Base",NA,NA,680682,NA,NA
"427",2017,"2065A","Operation & Maintenance, ARNG","ARMY","01","Operating Forces","Land Forces Readiness","Land Forces Systems Readiness","080","080","122","Y","Y","U",2016,"Base",NA,NA,67934,NA,NA
"428",2017,"2065A","Operation & Maintenance, ARNG","ARMY","01","Operating Forces","Land Forces Readiness","Land Forces Depot Maintenance","090","090","123","Y","Y","U",2016,"Base",NA,NA,165112,NA,NA
"429",2017,"2065A","Operation & Maintenance, ARNG","ARMY","01","Operating Forces","Land Forces Readiness Support","Base Operations Support","100","100","131","Y","Y","U",2016,"Base",NA,NA,995696,NA,NA
"430",2017,"2065A","Operation & Maintenance, ARNG","ARMY","01","Operating Forces","Land Forces Readiness Support","Facilities Sustainment, Restoration & Modernization","110","110","132","Y","Y","U",2016,"Base",NA,NA,692586,NA,NA
"431",2017,"2065A","Operation & Maintenance, ARNG","ARMY","01","Operating Forces","Land Forces Readiness Support","Management and Operational Headquarters","120","120","133","Y","Y","U",2016,"Base",NA,NA,932895,NA,NA
"432",2017,"2065A","Operation & Maintenance, ARNG","ARMY","04","Admin & Srvwd Activities","Logistics Operations","Servicewide Transportation","130","130","421","Y","Y","U",2016,"Base",NA,NA,6570,NA,NA
"433",2017,"2065A","Operation & Maintenance, ARNG","ARMY","04","Admin & Srvwd Activities","Servicewide Support","Administration","140","140","431","Y","Y","U",2016,"Base",NA,NA,52438,NA,NA
