"SourceFiscalYear","AccountDSI","AccountTitle","Organization","BudgetActivity","BudgetActivityTitle","LineNumber","ProgramElement","ProgramElementTitle","LineNumber","IncludeInTOA","Classified","FiscalYear","OriginType","ActualTotal","EnactedTotal","EnactedType","PBtotal","PBtype"
2011,"0400D","Research, Development, Test & Eval, DW","DHRA","06","Management Support","161 ","0605803SE","R&D in Support of DoD Enlistment, Testing and Evaluation","161 ","Y","U",2015,"Base",,,8452,,
2011,"0400D","Research, Development, Test & Eval, DW","OSD","06","Management Support","162 ","0605804D8Z","Development Test and Evaluation","162 ","Y","U",2015,"Base",,,19160,,
2011,"0400D","Research, Development, Test & Eval, DW","DARPA","06","Management Support","163 ","0605898E","Management HQ - R&D","163 ","Y","U",2015,"Base",,,71362,,
2011,"0400D","Research, Development, Test & Eval, DW","OSD","06","Management Support","164 ","0606100D8Z","Budget and Program Assessments","164 ","Y","U",2015,"Base",,,4093,,
2011,"0400D","Research, Development, Test & Eval, DW","OSD","06","Management Support","165 ","0203345D8Z","Defense Operations Security Initiative (DOSI)","165 ","Y","U",2015,"Base",,,1952,,
2011,"0400D","Research, Development, Test & Eval, DW","TJS","06","Management Support","166 ","0204571J","Joint Staff Analytical Support","166 ","Y","U",2015,"Base",,,10321,,
2011,"0400D","Research, Development, Test & Eval, DW","TJS","06","Management Support","169 ","0303166J","Support to Information Operations (IO) Capabilities","169 ","Y","U",2015,"Base",,,11552,,
2011,"0400D","Research, Development, Test & Eval, DW","OSD","06","Management Support","170 ","0303260D8Z","Defense Military Deception Program Office (DMDPO)","170 ","Y","U",2015,"Base",,,0,,
2011,"0400D","Research, Development, Test & Eval, DW","OSD","06","Management Support","171 ","0305193D8Z","Cyber Intelligence","171 ","Y","U",2015,"Base",,,6738,,
2011,"0400D","Research, Development, Test & Eval, DW","OSD","06","Management Support","173 ","0804767D8Z","COCOM Exercise Engagement and Training Transformation (CE2T2) - MHA","173 ","Y","U",2015,"Base",,,38950,,
2011,"0400D","Research, Development, Test & Eval, DW","MDA","06","Management Support","174 ","0901598C","Management HQ - MDA","174 ","Y","U",2015,"Base",,,35598,,
2011,"0400D","Research, Development, Test & Eval, DW","WHS","06","Management Support","175 ","0901598D8W","Management Headquarters WHS","175 ","Y","U",2015,"Base",,,612,,
2011,"0400D","Research, Development, Test & Eval, DW","WHS","06","Management Support","176 ","0903230D8W","WHS - Mission Operations Support - IT","176 ","Y","U",2015,"Base",,,0,,
2011,"0400D","Research, Development, Test & Eval, DW","OSD","06","Management Support","177 ","0909999D8Z","Financing for Cancelled Account Adjustments","177 ","Y","U",2015,"Base",,,0,,
2011,"0400D","Research, Development, Test & Eval, DW","","06","Management Support","","9999999999","Classified Programs","","Y","U",2015,"Base",,,44346,,
2011,"0400D","Research, Development, Test & Eval, DW","DSS","07","Operational System Development","178 ","0604130V","Enterprise Security System (ESS)","178 ","Y","U",2015,"Base",,,3988,,
2011,"0400D","Research, Development, Test & Eval, DW","DSCA","07","Operational System Development","179 ","0605127T","Regional International Outreach (RIO) and Partnership for Peace Information Mana","179 ","Y","U",2015,"Base",,,1750,,
2011,"0400D","Research, Development, Test & Eval, DW","DSCA","07","Operational System Development","180 ","0605147T","Overseas Humanitarian Assistance Shared Information System (OHASIS)","180 ","Y","U",2015,"Base",,,286,,
2011,"0400D","Research, Development, Test & Eval, DW","OSD","07","Operational System Development","181 ","0607210D8Z","Industrial Base Analysis and Sustainment Support","181 ","Y","U",2015,"Base",,,14756,,
2011,"0400D","Research, Development, Test & Eval, DW","OSD","07","Operational System Development","182 ","0607310D8Z","CWMD Systems: Operational Systems Development","182 ","Y","U",2015,"Base",,,2948,,
2011,"0400D","Research, Development, Test & Eval, DW","DSCA","07","Operational System Development","183 ","0607327T","Global Theater Security Cooperation Management Information Systems (G-TSCMIS)","183 ","Y","U",2015,"Base",,,10350,,
2011,"0400D","Research, Development, Test & Eval, DW","CBDP","07","Operational System Development","184 ","0607384BP","Chemical and Biological Defense (Operational Systems Development)","184 ","Y","U",2015,"Base",,,28496,,
2011,"0400D","Research, Development, Test & Eval, DW","TJS","07","Operational System Development","185 ","0607828J","Joint Integration and Interoperability","185 ","Y","U",2015,"Base",,,11968,,
2011,"0400D","Research, Development, Test & Eval, DW","TJS","07","Operational System Development","186 ","0208043J","Planning and Decision Aid System (PDAS)","186 ","Y","U",2015,"Base",,,1842,,
2011,"0400D","Research, Development, Test & Eval, DW","DISA","07","Operational System Development","187 ","0208045K","C4I Interoperability","187 ","Y","U",2015,"Base",,,63558,,
2011,"0400D","Research, Development, Test & Eval, DW","DISA","07","Operational System Development","189 ","0301144K","Joint/Allied Coalition Information Sharing","189 ","Y","U",2015,"Base",,,3931,,
2011,"0400D","Research, Development, Test & Eval, DW","DISA","07","Operational System Development","193 ","0302016K","National Military Command System-Wide Support","193 ","Y","U",2015,"Base",,,924,,
2011,"0400D","Research, Development, Test & Eval, DW","DISA","07","Operational System Development","194 ","0302019K","Defense Info Infrastructure Engineering and Integration","194 ","Y","U",2015,"Base",,,9612,,
2011,"0400D","Research, Development, Test & Eval, DW","DISA","07","Operational System Development","195 ","0303126K","Long-Haul Communications - DCS","195 ","Y","U",2015,"Base",,,25325,,
2011,"0400D","Research, Development, Test & Eval, DW","DISA","07","Operational System Development","196 ","0303131K","Minimum Essential Emergency Communications Network (MEECN)","196 ","Y","U",2015,"Base",,,12671,,
2011,"0400D","Research, Development, Test & Eval, DW","NSA","07","Operational System Development","197 ","0303135G","Public Key Infrastructure (PKI)","197 ","Y","U",2015,"Base",,,222,,
2011,"0400D","Research, Development, Test & Eval, DW","NSA","07","Operational System Development","198 ","0303136G","Key Management Infrastructure (KMI)","198 ","Y","U",2015,"Base",,,32698,,
2011,"0400D","Research, Development, Test & Eval, DW","OSD","07","Operational System Development","199 ","0303140D8Z","Information Systems Security Program","199 ","Y","U",2015,"Base",,,11288,,
2011,"0400D","Research, Development, Test & Eval, DW","NSA","07","Operational System Development","200 ","0303140G","Information Systems Security Program","200 ","Y","U",2015,"Base",,,138854,,
2011,"0400D","Research, Development, Test & Eval, DW","DISA","07","Operational System Development","201 ","0303150K","Global Command and Control System","201 ","Y","U",2015,"Base",,,33793,,
2011,"0400D","Research, Development, Test & Eval, DW","DISA","07","Operational System Development","202 ","0303153K","Defense Spectrum Organization","202 ","Y","U",2015,"Base",,,13393,,
2011,"0400D","Research, Development, Test & Eval, DW","DISA","07","Operational System Development","203 ","0303170K","Net-Centric Enterprise Services (NCES)","203 ","Y","U",2015,"Base",,,3774,,
2011,"0400D","Research, Development, Test & Eval, DW","OSD","07","Operational System Development","204 ","0303260D8Z","Defense Military Deception Program Office (DMDPO)","204 ","Y","U",2015,"Base",,,949,,
2011,"0400D","Research, Development, Test & Eval, DW","DISA","07","Operational System Development","205 ","0303610K","Teleport Program","205 ","Y","U",2015,"Base",,,2697,,
2011,"0400D","Research, Development, Test & Eval, DW","SOCOM","07","Operational System Development","206 ","0304210BB","Special Applications for Contingencies","206 ","Y","U",2015,"Base",,,15794,,
2011,"0400D","Research, Development, Test & Eval, DW","DISA","07","Operational System Development","210 ","0305103K","Cyber Security Initiative","210 ","Y","U",2015,"Base",,,3234,,
2011,"0400D","Research, Development, Test & Eval, DW","OSD","07","Operational System Development","211 ","0305125D8Z","Critical Infrastructure Protection (CIP)","211 ","Y","U",2015,"Base",,,8834,,
2011,"0400D","Research, Development, Test & Eval, DW","OSD","07","Operational System Development","215 ","0305186D8Z","Policy R&D Programs","215 ","Y","U",2015,"Base",,,7055,,
2011,"0400D","Research, Development, Test & Eval, DW","OSD","07","Operational System Development","216 ","0305199D8Z","Net Centricity","216 ","Y","U",2015,"Base",,,23950,,
2011,"0400D","Research, Development, Test & Eval, DW","SOCOM","07","Operational System Development","218 ","0305208BB","Distributed Common Ground/Surface Systems","218 ","Y","U",2015,"Base",,,5286,,
2011,"0400D","Research, Development, Test & Eval, DW","DISA","07","Operational System Development","221 ","0305208K","Distributed Common Ground/Surface Systems","221 ","Y","U",2015,"Base",,,3400,,
2011,"0400D","Research, Development, Test & Eval, DW","SOCOM","07","Operational System Development","223 ","0305219BB","MQ-1 Predator A UAV","223 ","Y","U",2015,"Base",,,0,,
2011,"0400D","Research, Development, Test & Eval, DW","DSS","07","Operational System Development","225 ","0305327V","Insider Threat","225 ","Y","U",2015,"Base",,,8670,,
2011,"0400D","Research, Development, Test & Eval, DW","OSD","07","Operational System Development","226 ","0305387D8Z","Homeland Defense Technology Transfer Program","226 ","Y","U",2015,"Base",,,2106,,
2011,"0400D","Research, Development, Test & Eval, DW","OSD","07","Operational System Development","227 ","0305600D8Z","International Intelligence Technology and Architectures","227 ","Y","U",2015,"Base",,,0,,
2011,"0400D","Research, Development, Test & Eval, DW","NSA","07","Operational System Development","232 ","0305889G","Counterdrug Intelligence Support","232 ","Y","U",2015,"Base",,,0,,
2011,"0400D","Research, Development, Test & Eval, DW","DLA","07","Operational System Development","234 ","0708011S","Industrial Preparedness","234 ","Y","U",2015,"Base",,,22366,,
2011,"0400D","Research, Development, Test & Eval, DW","DLA","07","Operational System Development","235 ","0708012S","Logistics Support Activities","235 ","Y","U",2015,"Base",,,1574,,
2011,"0400D","Research, Development, Test & Eval, DW","TJS","07","Operational System Development","236 ","0902298J","Management HQ - OJCS","236 ","Y","U",2015,"Base",,,4409,,
2011,"0400D","Research, Development, Test & Eval, DW","SOCOM","07","Operational System Development","237 ","1105219BB","MQ-9 UAV","237 ","Y","U",2015,"Base",,,9702,,
2011,"0400D","Research, Development, Test & Eval, DW","SOCOM","07","Operational System Development","238 ","1105232BB","RQ-11 UAV","238 ","Y","U",2015,"Base",,,259,,
2011,"0400D","Research, Development, Test & Eval, DW","SOCOM","07","Operational System Development","239 ","1160279BB","Small Business Innovative Research/Small Bus Tech Transfer Pilot Prog","239 ","Y","U",2015,"Base",,,0,,
2011,"0400D","Research, Development, Test & Eval, DW","SOCOM","07","Operational System Development","240 ","1160403BB","Aviation Systems","240 ","Y","U",2015,"Base",,,158733,,
2011,"0400D","Research, Development, Test & Eval, DW","SOCOM","07","Operational System Development","241 ","1160405BB","Intelligence Systems Development","241 ","Y","U",2015,"Base",,,9490,,
2011,"0400D","Research, Development, Test & Eval, DW","SOCOM","07","Operational System Development","242 ","1160408BB","Operational Enhancements","242 ","Y","U",2015,"Base",,,75253,,
2011,"0400D","Research, Development, Test & Eval, DW","SOCOM","07","Operational System Development","243 ","1160431BB","Warrior Systems","243 ","Y","U",2015,"Base",,,20573,,
2011,"0400D","Research, Development, Test & Eval, DW","SOCOM","07","Operational System Development","244 ","1160432BB","Special Programs","244 ","Y","U",2015,"Base",,,20908,,
2011,"0400D","Research, Development, Test & Eval, DW","SOCOM","07","Operational System Development","245 ","1160480BB","SOF Tactical Vehicles","245 ","Y","U",2015,"Base",,,3672,,
2011,"0400D","Research, Development, Test & Eval, DW","SOCOM","07","Operational System Development","246 ","1160483BB","Maritime Systems","246 ","Y","U",2015,"Base",,,56746,,
2011,"0400D","Research, Development, Test & Eval, DW","SOCOM","07","Operational System Development","247 ","1160489BB","Global Video Surveillance Activities","247 ","Y","U",2015,"Base",,,3788,,
2011,"0400D","Research, Development, Test & Eval, DW","SOCOM","07","Operational System Development","248 ","1160490BB","Operational Enhancements Intelligence","248 ","Y","U",2015,"Base",,,15225,,
2011,"0400D","Research, Development, Test & Eval, DW","","07","Operational System Development","","9999999999","Classified Programs","","Y","U",2015,"Base",,,3148959,,
2011,"0460D","Operational Test & Eval, Defense","OTE","06","Management Support","1   ","0605118OTE","Operational Test and Evaluation","1   ","Y","U",2015,"Base",,,93223,,
2011,"0460D","Operational Test & Eval, Defense","OTE","06","Management Support","2   ","0605131OTE","Live Fire Test and Evaluation","2   ","Y","U",2015,"Base",,,45142,,
2011,"0460D","Operational Test & Eval, Defense","OTE","06","Management Support","3   ","0605814OTE","Operational Test Activities and Analyses","3   ","Y","U",2015,"Base",,,70346,,
2011,"0107D","Office of the Inspector General","IG","02","RDT&E","1   ","0901517X","Inspector General, DoD, Audit, Intelligence and Non-Criminal Investigative Activ","1   ","N","U",2015,"Base",,,1400,,
2011,"0130D","Defense Health Program","DHA","02","RDT&E","1   ","0601101HP","In-House Laboratory Independent Research","1   ","N","U",2015,"Base",,,3151,,
2011,"0130D","Defense Health Program","DHA","02","RDT&E","2   ","0601117HP","Basic Operational Medical Research Science","2   ","N","U",2015,"Base",,,9059,,
2011,"0130D","Defense Health Program","DHA","02","RDT&E","3   ","0602115HP","Applied Biomedical Technology","3   ","N","U",2015,"Base",,,73201,,
2011,"0130D","Defense Health Program","DHA","02","RDT&E","4   ","0602787HP","Medical Technology","4   ","N","U",2015,"Base",,,1241,,
2011,"0130D","Defense Health Program","DHA","02","RDT&E","5   ","0603002HP","Medical Advanced Technology","5   ","N","U",2015,"Base",,,310,,
2011,"0130D","Defense Health Program","DHA","02","RDT&E","6   ","0603115HP","Medical Technology Development","6   ","N","U",2015,"Base",,,1201188,,
2011,"0130D","Defense Health Program","DHA","02","RDT&E","7   ","0604110HP","Medical Products Support and Advanced Concept Development","7   ","N","U",2015,"Base",,,150822,,
2011,"0130D","Defense Health Program","DHA","02","RDT&E","8   ","0605013HP","Information Technology Development","8   ","N","U",2015,"Base",,,21696,,
2011,"0130D","Defense Health Program","DHA","02","RDT&E","9   ","0605023HP","Information Technology Development - Integrated Electronic Health Record","9   ","N","U",2015,"Base",,,68267,,
2011,"0130D","Defense Health Program","DHA","02","RDT&E","10  ","0605025HP","Information Technology Development ? Theater Medical Information Program-Joint","10  ","N","U",2015,"Base",,,22042,,
2011,"0130D","Defense Health Program","DHA","02","RDT&E","11  ","0605026HP","Information Technology Development- DoD Healthcare Management System Modernizati","11  ","N","U",2015,"Base",,,91394,,
2011,"0130D","Defense Health Program","DHA","02","RDT&E","12  ","0605039DHA","DoD Medical Information Exchange and Interoperability","12  ","N","U",2015,"Base",,,0,,
2011,"0130D","Defense Health Program","DHA","02","RDT&E","13  ","0605145HP","Medical Products and Support Systems Development","13  ","N","U",2015,"Base",,,26648,,
2011,"0130D","Defense Health Program","DHA","02","RDT&E","14  ","0605502HP","Small Business Innovative Research","14  ","N","U",2015,"Base",,,0,,
2011,"0130D","Defense Health Program","DHA","02","RDT&E","15  ","0606105HP","Medical Program-Wide Activities","15  ","N","U",2015,"Base",,,44043,,
2011,"0130D","Defense Health Program","DHA","02","RDT&E","16  ","0607100HP","Medical Products and Capabilities Enhancement Activities","16  ","N","U",2015,"Base",,,17474,,
2011,"0390D","Chem Agents & Munitions Destruction","ARMY","02","Research, Development, Test, And Evaluation","1   ","0708081D","Chemical Materials Agency","1   ","N","U",2015,"Base",,,20105,,
2011,"0390D","Chem Agents & Munitions Destruction","ARMY","02","Research, Development, Test, And Evaluation","2   ","0708083D","Assembled Chemical Weapons Alternatives","2   ","N","U",2015,"Base",,,575808,,
2011,"4557N","National Defense Sealift Fund","NAVY","04","Research and Development","1   ","0408042N","National Defense Sealift Fund","1   ","N","U",2015,"Base",,,24417,,
2011,,,,,,,,,,,,2015,"Base",,,,,
2011,"*  $95M for Ebola Response and Preparedness included in this total.",,,,,,,,,,,2015,"Base",,,,,
2011,"2040A","Research, Development, Test & Eval, Army","ARMY","01","Basic Research","1   ","0601101A","In-House Laboratory Independent Research","1   ","Y","U",2015,"OCO",,,0,,
2011,"2040A","Research, Development, Test & Eval, Army","ARMY","01","Basic Research","2   ","0601102A","Defense Research Sciences","2   ","Y","U",2015,"OCO",,,0,,
2011,"2040A","Research, Development, Test & Eval, Army","ARMY","01","Basic Research","3   ","0601103A","University Research Initiatives","3   ","Y","U",2015,"OCO",,,0,,
2011,"2040A","Research, Development, Test & Eval, Army","ARMY","01","Basic Research","4   ","0601104A","University and Industry Research Centers","4   ","Y","U",2015,"OCO",,,0,,
2011,"2040A","Research, Development, Test & Eval, Army","ARMY","02","Applied Research","5   ","0602105A","Materials Technology","5   ","Y","U",2015,"OCO",,,0,,
2011,"2040A","Research, Development, Test & Eval, Army","ARMY","02","Applied Research","6   ","0602120A","Sensors and Electronic Survivability","6   ","Y","U",2015,"OCO",,,0,,
2011,"2040A","Research, Development, Test & Eval, Army","ARMY","02","Applied Research","7   ","0602122A","TRACTOR HIP","7   ","Y","U",2015,"OCO",,,0,,
2011,"2040A","Research, Development, Test & Eval, Army","ARMY","02","Applied Research","8   ","0602211A","Aviation Technology","8   ","Y","U",2015,"OCO",,,0,,
2011,"2040A","Research, Development, Test & Eval, Army","ARMY","02","Applied Research","9   ","0602270A","Electronic Warfare Technology","9   ","Y","U",2015,"OCO",,,0,,
2011,"2040A","Research, Development, Test & Eval, Army","ARMY","02","Applied Research","10  ","0602303A","Missile Technology","10  ","Y","U",2015,"OCO",,,0,,
2011,"2040A","Research, Development, Test & Eval, Army","ARMY","02","Applied Research","11  ","0602307A","Advanced Weapons Technology","11  ","Y","U",2015,"OCO",,,0,,
2011,"2040A","Research, Development, Test & Eval, Army","ARMY","02","Applied Research","12  ","0602308A","Advanced Concepts and Simulation","12  ","Y","U",2015,"OCO",,,0,,
2011,"2040A","Research, Development, Test & Eval, Army","ARMY","02","Applied Research","13  ","0602601A","Combat Vehicle and Automotive Technology","13  ","Y","U",2015,"OCO",,,0,,
2011,"2040A","Research, Development, Test & Eval, Army","ARMY","02","Applied Research","14  ","0602618A","Ballistics Technology","14  ","Y","U",2015,"OCO",,,0,,
2011,"2040A","Research, Development, Test & Eval, Army","ARMY","02","Applied Research","15  ","0602622A","Chemical, Smoke and Equipment Defeating Technology","15  ","Y","U",2015,"OCO",,,0,,
2011,"2040A","Research, Development, Test & Eval, Army","ARMY","02","Applied Research","16  ","0602623A","Joint Service Small Arms Program","16  ","Y","U",2015,"OCO",,,0,,
2011,"2040A","Research, Development, Test & Eval, Army","ARMY","02","Applied Research","17  ","0602624A","Weapons and Munitions Technology","17  ","Y","U",2015,"OCO",,,0,,
2011,"2040A","Research, Development, Test & Eval, Army","ARMY","02","Applied Research","18  ","0602705A","Electronics and Electronic Devices","18  ","Y","U",2015,"OCO",,,0,,
2011,"2040A","Research, Development, Test & Eval, Army","ARMY","02","Applied Research","19  ","0602709A","Night Vision Technology","19  ","Y","U",2015,"OCO",,,0,,
2011,"2040A","Research, Development, Test & Eval, Army","ARMY","02","Applied Research","20  ","0602712A","Countermine Systems","20  ","Y","U",2015,"OCO",,,0,,
2011,"2040A","Research, Development, Test & Eval, Army","ARMY","02","Applied Research","21  ","0602716A","Human Factors Engineering Technology","21  ","Y","U",2015,"OCO",,,0,,
2011,"2040A","Research, Development, Test & Eval, Army","ARMY","02","Applied Research","22  ","0602720A","Environmental Quality Technology","22  ","Y","U",2015,"OCO",,,0,,
2011,"2040A","Research, Development, Test & Eval, Army","ARMY","02","Applied Research","23  ","0602782A","Command, Control, Communications Technology","23  ","Y","U",2015,"OCO",,,0,,
2011,"2040A","Research, Development, Test & Eval, Army","ARMY","02","Applied Research","24  ","0602783A","Computer and Software Technology","24  ","Y","U",2015,"OCO",,,0,,
2011,"2040A","Research, Development, Test & Eval, Army","ARMY","02","Applied Research","25  ","0602784A","Military Engineering Technology","25  ","Y","U",2015,"OCO",,,0,,
2011,"2040A","Research, Development, Test & Eval, Army","ARMY","02","Applied Research","26  ","0602785A","Manpower/Personnel/Training Technology","26  ","Y","U",2015,"OCO",,,0,,
2011,"2040A","Research, Development, Test & Eval, Army","ARMY","02","Applied Research","27  ","0602786A","Warfighter Technology","27  ","Y","U",2015,"OCO",,,0,,
2011,"2040A","Research, Development, Test & Eval, Army","ARMY","02","Applied Research","28  ","0602787A","Medical Technology","28  ","Y","U",2015,"OCO",,,0,,
2011,"2040A","Research, Development, Test & Eval, Army","ARMY","03","Advanced Technology Development","29  ","0603001A","Warfighter Advanced Technology","29  ","Y","U",2015,"OCO",,,0,,
2011,"2040A","Research, Development, Test & Eval, Army","ARMY","03","Advanced Technology Development","30  ","0603002A","Medical Advanced Technology","30  ","Y","U",2015,"OCO",,,0,,
2011,"2040A","Research, Development, Test & Eval, Army","ARMY","03","Advanced Technology Development","31  ","0603003A","Aviation Advanced Technology","31  ","Y","U",2015,"OCO",,,0,,
2011,"2040A","Research, Development, Test & Eval, Army","ARMY","03","Advanced Technology Development","32  ","0603004A","Weapons and Munitions Advanced Technology","32  ","Y","U",2015,"OCO",,,0,,
2011,"2040A","Research, Development, Test & Eval, Army","ARMY","03","Advanced Technology Development","33  ","0603005A","Combat Vehicle and Automotive Advanced Technology","33  ","Y","U",2015,"OCO",,,0,,
2011,"2040A","Research, Development, Test & Eval, Army","ARMY","03","Advanced Technology Development","34  ","0603006A","Space Application Advanced Technology","34  ","Y","U",2015,"OCO",,,0,,
2011,"2040A","Research, Development, Test & Eval, Army","ARMY","03","Advanced Technology Development","35  ","0603007A","Manpower, Personnel and Training Advanced Technology","35  ","Y","U",2015,"OCO",,,0,,
2011,"2040A","Research, Development, Test & Eval, Army","ARMY","03","Advanced Technology Development","36  ","0603008A","Electronic Warfare Advanced Technology","36  ","Y","U",2015,"OCO",,,0,,
2011,"2040A","Research, Development, Test & Eval, Army","ARMY","03","Advanced Technology Development","37  ","0603009A","TRACTOR HIKE","37  ","Y","U",2015,"OCO",,,0,,
2011,"2040A","Research, Development, Test & Eval, Army","ARMY","03","Advanced Technology Development","38  ","0603015A","Next Generation Training & Simulation Systems","38  ","Y","U",2015,"OCO",,,0,,
2011,"2040A","Research, Development, Test & Eval, Army","ARMY","03","Advanced Technology Development","39  ","0603020A","TRACTOR ROSE","39  ","Y","U",2015,"OCO",,,0,,
2011,"2040A","Research, Development, Test & Eval, Army","ARMY","03","Advanced Technology Development","40  ","0603125A","Combating Terrorism - Technology Development","40  ","Y","U",2015,"OCO",,,0,,
2011,"2040A","Research, Development, Test & Eval, Army","ARMY","03","Advanced Technology Development","41  ","0603130A","TRACTOR NAIL","41  ","Y","U",2015,"OCO",,,0,,
2011,"2040A","Research, Development, Test & Eval, Army","ARMY","03","Advanced Technology Development","42  ","0603131A","TRACTOR EGGS","42  ","Y","U",2015,"OCO",,,0,,
2011,"2040A","Research, Development, Test & Eval, Army","ARMY","03","Advanced Technology Development","43  ","0603270A","Electronic Warfare Technology","43  ","Y","U",2015,"OCO",,,0,,
2011,"2040A","Research, Development, Test & Eval, Army","ARMY","03","Advanced Technology Development","44  ","0603313A","Missile and Rocket Advanced Technology","44  ","Y","U",2015,"OCO",,,0,,
2011,"2040A","Research, Development, Test & Eval, Army","ARMY","03","Advanced Technology Development","45  ","0603322A","TRACTOR CAGE","45  ","Y","U",2015,"OCO",,,0,,
2011,"2040A","Research, Development, Test & Eval, Army","ARMY","03","Advanced Technology Development","46  ","0603461A","High Performance Computing Modernization Program","46  ","Y","U",2015,"OCO",,,0,,
2011,"2040A","Research, Development, Test & Eval, Army","ARMY","03","Advanced Technology Development","47  ","0603606A","Landmine Warfare and Barrier Advanced Technology","47  ","Y","U",2015,"OCO",,,0,,
2011,"2040A","Research, Development, Test & Eval, Army","ARMY","03","Advanced Technology Development","48  ","0603607A","Joint Service Small Arms Program","48  ","Y","U",2015,"OCO",,,0,,
2011,"2040A","Research, Development, Test & Eval, Army","ARMY","03","Advanced Technology Development","49  ","0603710A","Night Vision Advanced Technology","49  ","Y","U",2015,"OCO",,,0,,
2011,"2040A","Research, Development, Test & Eval, Army","ARMY","03","Advanced Technology Development","50  ","0603728A","Environmental Quality Technology Demonstrations","50  ","Y","U",2015,"OCO",,,0,,
2011,"2040A","Research, Development, Test & Eval, Army","ARMY","03","Advanced Technology Development","51  ","0603734A","Military Engineering Advanced Technology","51  ","Y","U",2015,"OCO",,,0,,
2011,"2040A","Research, Development, Test & Eval, Army","ARMY","03","Advanced Technology Development","52  ","0603772A","Advanced Tactical Computer Science and Sensor Technology","52  ","Y","U",2015,"OCO",,,0,,
2011,"2040A","Research, Development, Test & Eval, Army","ARMY","03","Advanced Technology Development","53  ","0603794A","C3 Advanced Technology","53  ","Y","U",2015,"OCO",,,0,,
2011,"2040A","Research, Development, Test & Eval, Army","ARMY","04","Advanced Component Development & Prototypes","54  ","0603305A","Army Missle Defense Systems Integration","54  ","Y","U",2015,"OCO",,,0,,
2011,"2040A","Research, Development, Test & Eval, Army","ARMY","04","Advanced Component Development & Prototypes","55  ","0603308A","Army Space Systems Integration","55  ","Y","U",2015,"OCO",,,0,,
2011,"2040A","Research, Development, Test & Eval, Army","ARMY","04","Advanced Component Development & Prototypes","56  ","0603619A","Landmine Warfare and Barrier - Adv Dev","56  ","Y","U",2015,"OCO",,,0,,
2011,"2040A","Research, Development, Test & Eval, Army","ARMY","04","Advanced Component Development & Prototypes","57  ","0603627A","Smoke, Obscurant and Target Defeating Sys-Adv Dev","57  ","Y","U",2015,"OCO",,,0,,
2011,"2040A","Research, Development, Test & Eval, Army","ARMY","04","Advanced Component Development & Prototypes","58  ","0603639A","Tank and Medium Caliber Ammunition","58  ","Y","U",2015,"OCO",,,0,,
2011,"2040A","Research, Development, Test & Eval, Army","ARMY","04","Advanced Component Development & Prototypes","59  ","0603653A","Advanced Tank Armament System (ATAS)","59  ","Y","U",2015,"OCO",,,0,,
2011,"2040A","Research, Development, Test & Eval, Army","ARMY","04","Advanced Component Development & Prototypes","60  ","0603747A","Soldier Support and Survivability","60  ","Y","U",2015,"OCO",,,2000,,
2011,"2040A","Research, Development, Test & Eval, Army","ARMY","04","Advanced Component Development & Prototypes","61  ","0603766A","Tactical Electronic Surveillance System - Adv Dev","61  ","Y","U",2015,"OCO",,,0,,
2011,"2040A","Research, Development, Test & Eval, Army","ARMY","04","Advanced Component Development & Prototypes","62  ","0603774A","Night Vision Systems Advanced Development","62  ","Y","U",2015,"OCO",,,0,,
2011,"2040A","Research, Development, Test & Eval, Army","ARMY","04","Advanced Component Development & Prototypes","63  ","0603779A","Environmental Quality Technology - Dem/Val","63  ","Y","U",2015,"OCO",,,0,,
2011,"2040A","Research, Development, Test & Eval, Army","ARMY","04","Advanced Component Development & Prototypes","64  ","0603782A","Warfighter Information Network-Tactical - DEM/VAL","64  ","Y","U",2015,"OCO",,,0,,
2011,"2040A","Research, Development, Test & Eval, Army","ARMY","04","Advanced Component Development & Prototypes","65  ","0603790A","NATO Research and Development","65  ","Y","U",2015,"OCO",,,0,,
2011,"2040A","Research, Development, Test & Eval, Army","ARMY","04","Advanced Component Development & Prototypes","66  ","0603801A","Aviation - Adv Dev","66  ","Y","U",2015,"OCO",,,0,,
2011,"2040A","Research, Development, Test & Eval, Army","ARMY","04","Advanced Component Development & Prototypes","67  ","0603804A","Logistics and Engineer Equipment - Adv Dev","67  ","Y","U",2015,"OCO",,,0,,
2011,"2040A","Research, Development, Test & Eval, Army","ARMY","04","Advanced Component Development & Prototypes","68  ","0603807A","Medical Systems - Adv Dev","68  ","Y","U",2015,"OCO",,,0,,
2011,"2040A","Research, Development, Test & Eval, Army","ARMY","04","Advanced Component Development & Prototypes","69  ","0603827A","Soldier Systems - Advanced Development","69  ","Y","U",2015,"OCO",,,0,,
2011,"2040A","Research, Development, Test & Eval, Army","ARMY","04","Advanced Component Development & Prototypes","70  ","0603850A","Integrated Broadcast Service","70  ","Y","U",2015,"OCO",,,0,,
2011,"2040A","Research, Development, Test & Eval, Army","ARMY","04","Advanced Component Development & Prototypes","71  ","0604100A","Analysis Of Alternatives","71  ","Y","U",2015,"OCO",,,0,,
2011,"2040A","Research, Development, Test & Eval, Army","ARMY","04","Advanced Component Development & Prototypes","72  ","0604115A","Technology Maturation Initiatives","72  ","Y","U",2015,"OCO",,,0,,
2011,"2040A","Research, Development, Test & Eval, Army","ARMY","04","Advanced Component Development & Prototypes","73  ","0604120A","Assured Positioning, Navigation and Timing (PNT)","73  ","Y","U",2015,"OCO",,,0,,
